id,dbr,isit,find,category,record
tagUArmor307,item\equipmentarmor\u_l_wyrmskinharness.dbr,False,@level06$: @act03$,armor,b'records\\item\\equipmentarmor\\u_l_wyrmskinharness.dbr'
xtagUArmor033,xpack\item\equipmentarmor\torso\u_l_001.dbr,True,@level06$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\u_l_001.dbr'
xtagUArmor037,xpack\item\equipmentarmor\torso\um_e_001.dbr,True,"@level05$: @act04$, @level06$: @act04$",torso,b'records\\xpack\\item\\equipmentarmor\\torso\\um_e_001.dbr'
xtagUArmor039,xpack\item\equipmentarmor\torso\um_l_001.dbr,True,@level06$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\um_l_001.dbr'
xtagUArmor040,xpack\item\equipmentarmor\torso\um_l_002.dbr,True,@level06$: @act04$,torso,b'records\\xpack\\item\\equipmentarmor\\torso\\um_l_002.dbr'
xtagUArmor038,xpack\item\equipmentarmor\torso\um_e_002.dbr,True,"@level05$: @act04$, @level06$: @act04$",torso,b'records\\xpack\\item\\equipmentarmor\\torso\\um_e_002.dbr'
tagUWeapon085,item\equipmentweapon\axe\u_l_acheron'stouch.dbr,False,@level06$: @amount07$,axe,"b""records\\item\\equipmentweapon\\axe\\u_l_acheron'stouch.dbr"""
tagUWeapon071,item\equipmentweapon\axe\u_e_atropos'assistant.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",axe,"b""records\\item\\equipmentweapon\\axe\\u_e_atropos'assistant.dbr"""
tagUWeapon086,item\equipmentweapon\axe\u_l_axeoftereus.dbr,False,@level06$: @amount07$,axe,b'records\\item\\equipmentweapon\\axe\\u_l_axeoftereus.dbr'
tagUWeapon087,item\equipmentweapon\axe\u_l_cerberus'bite.dbr,False,@level06$: @amount07$,axe,"b""records\\item\\equipmentweapon\\axe\\u_l_cerberus'bite.dbr"""
tagUWeapon081,item\equipmentweapon\axe\u_e_enkidu'sstand.dbr,False,"@level05$: @act02$, @act03$; @level06$: @act02$, @act03$",axe,"b""records\\item\\equipmentweapon\\axe\\u_e_enkidu'sstand.dbr"""
tagUWeapon088,item\equipmentweapon\axe\u_l_erysichthon'shunger.dbr,False,@level06$: @act01$,axe,"b""records\\item\\equipmentweapon\\axe\\u_l_erysichthon'shunger.dbr"""
tagUWeapon091,item\equipmentweapon\axe\u_l_persephone'scaress.dbr,False,@level06$: @amount07$,axe,"b""records\\item\\equipmentweapon\\axe\\u_l_persephone'scaress.dbr"""
tagUWeapon092,item\equipmentweapon\axe\u_l_phoenix.dbr,False,@level06$: @act02$,axe,b'records\\item\\equipmentweapon\\axe\\u_l_phoenix.dbr'
tagUWeapon093,item\equipmentweapon\axe\u_e_shai'tan.dbr,False,"@level05$: @act03$, @level06$: @act03$",axe,"b""records\\item\\equipmentweapon\\axe\\u_e_shai'tan.dbr"""
tagUWeapon089,item\equipmentweapon\axe\u_l_thefuries.dbr,False,@level06$: @amount07$,axe,b'records\\item\\equipmentweapon\\axe\\u_l_thefuries.dbr'
tagUWeapon074,item\equipmentweapon\axe\u_e_theogenes'onslaught.dbr,False,"@level05$: @act01$, @act02$; @level06$: @act01$, @act02$",axe,"b""records\\item\\equipmentweapon\\axe\\u_e_theogenes'onslaught.dbr"""
tagUWeapon084,item\equipmentweapon\axe\u_e_torment.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",axe,b'records\\item\\equipmentweapon\\axe\\u_e_torment.dbr'
xtagUWeapon018,xpack\item\equipmentweapons\axe\u_e_001.dbr,True,@level05$: @act04$,axe,b'records\\xpack\\item\\equipmentweapons\\axe\\u_e_001.dbr'
xtagUWeapon019,xpack\item\equipmentweapons\axe\u_e_002.dbr,True,@level05$: @act04$,axe,b'records\\xpack\\item\\equipmentweapons\\axe\\u_e_002.dbr'
xtagUWeapon020,xpack\item\equipmentweapons\axe\u_e_003.dbr,True,@level05$: @act04$,axe,b'records\\xpack\\item\\equipmentweapons\\axe\\u_e_003.dbr'
xtagUWeapon022,xpack\item\equipmentweapons\axe\u_l_002.dbr,True,@level06$: @act04$,axe,b'records\\xpack\\item\\equipmentweapons\\axe\\u_l_002.dbr'
xtagUWeapon021,xpack\item\equipmentweapons\axe\u_l_001.dbr,True,@level06$: @act04$,axe,b'records\\xpack\\item\\equipmentweapons\\axe\\u_l_001.dbr'
xtagUWeapon023,xpack\item\equipmentweapons\axe\u_l_003.dbr,True,@level06$: @act04$,axe,b'records\\xpack\\item\\equipmentweapons\\axe\\u_l_003.dbr'
tagUWeapon130,item\equipmentweapon\bow\u_l_apollo'scurvedbow.dbr,False,@level06$: @amount07$,bow,"b""records\\item\\equipmentweapon\\bow\\u_l_apollo'scurvedbow.dbr"""
tagUWeapon131,item\equipmentweapon\bow\u_l_artemis'silverbow.dbr,False,@level06$: @amount07$,bow,"b""records\\item\\equipmentweapon\\bow\\u_l_artemis'silverbow.dbr"""
tagUWeapon132,item\equipmentweapon\bow\u_l_atalanta'sbow.dbr,False,@level06$: @act01$,bow,"b""records\\item\\equipmentweapon\\bow\\u_l_atalanta'sbow.dbr"""
tagUWeapon111,item\equipmentweapon\bow\u_e_borealis.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_borealis.dbr'
tagUWeapon133,item\equipmentweapon\bow\u_l_bowofeurytus.dbr,False,@level06$: @amount07$,bow,b'records\\item\\equipmentweapon\\bow\\u_l_bowofeurytus.dbr'
tagUWeapon134,item\equipmentweapon\bow\u_l_bowofheracles.dbr,False,@level06$: @amount07$,bow,b'records\\item\\equipmentweapon\\bow\\u_l_bowofheracles.dbr'
tagUWeapon114,item\equipmentweapon\bow\u_e_deathblossom.dbr,False,"@level05$: @act03$, @act04$; @level06$: @act03$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_deathblossom.dbr'
tagUWeapon135,item\equipmentweapon\bow\u_l_helios'fury.dbr,False,@level06$: @amount07$,bow,"b""records\\item\\equipmentweapon\\bow\\u_l_helios'fury.dbr"""
tagUWeapon123,item\equipmentweapon\bow\u_e_khamsin.dbr,False,"@level05$: @act02$, @level06$: @act02$",bow,b'records\\item\\equipmentweapon\\bow\\u_e_khamsin.dbr'
tagUWeapon125,item\equipmentweapon\bow\u_e_neith'sbowofthesun.dbr,False,"@level05$: @act02$, @level06$: @act02$",bow,"b""records\\item\\equipmentweapon\\bow\\u_e_neith'sbowofthesun.dbr"""
tagUWeapon136,item\equipmentweapon\bow\u_l_nemesis'recurve.dbr,False,@level06$: @amount07$,bow,"b""records\\item\\equipmentweapon\\bow\\u_l_nemesis'recurve.dbr"""
tagUWeapon137,item\equipmentweapon\bow\u_l_painweaver.dbr,False,@level06$: @amount07$,bow,b'records\\item\\equipmentweapon\\bow\\u_l_painweaver.dbr'
tagUWeapon138,item\equipmentweapon\bow\u_l_qinwarbow.dbr,False,@level06$: @act03$,bow,b'records\\item\\equipmentweapon\\bow\\u_l_qinwarbow.dbr'
tagUWeapon139,item\equipmentweapon\bow\u_l_serpentwhisper.dbr,False,@level06$: @act02$,bow,b'records\\item\\equipmentweapon\\bow\\u_l_serpentwhisper.dbr'
tagUWeapon151,item\equipmentweapon\bow\u_e_teucer'swarbow.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",bow,"b""records\\item\\equipmentweapon\\bow\\u_e_teucer'swarbow.dbr"""
tagUWeapon129,item\equipmentweapon\bow\u_e_zhurong'sfirebow.dbr,False,"@level05$: @act03$, @act04$; @level06$: @act03$",bow,"b""records\\item\\equipmentweapon\\bow\\u_e_zhurong'sfirebow.dbr"""
xtagUWeapon035,xpack\item\equipmentweapons\bow\u_e_002.dbr,True,@level06$: @act04$,bow,b'records\\xpack\\item\\equipmentweapons\\bow\\u_e_002.dbr'
xtagUWeapon036,xpack\item\equipmentweapons\bow\u_l_001.dbr,True,@level06$: @act04$,bow,b'records\\xpack\\item\\equipmentweapons\\bow\\u_l_001.dbr'
xtagUWeapon037,xpack\item\equipmentweapons\bow\u_l_002.dbr,True,@level06$: @act04$,bow,b'records\\xpack\\item\\equipmentweapons\\bow\\u_l_002.dbr'
xtagUWeapon034,xpack\item\equipmentweapons\bow\u_e_001.dbr,True,@level06$: @act04$,bow,b'records\\xpack\\item\\equipmentweapons\\bow\\u_e_001.dbr'
xtagUWeapon038,xpack\item\equipmentweapons\bow\u_l_003.dbr,True,@level06$: @act04$,bow,b'records\\xpack\\item\\equipmentweapons\\bow\\u_l_003.dbr'
tagUArmor050,item\equipmentarmband\um_l_blackpearlbracelet.dbr,False,@level06$: @act01$,armband,b'records\\item\\equipmentarmband\\um_l_blackpearlbracelet.dbr'
tagUArmor051,item\equipmentarmband\um_l_braceletofaman'da.dbr,False,@level06$: @amount07$,armband,"b""records\\item\\equipmentarmband\\um_l_braceletofaman'da.dbr"""
tagUArmor039,item\equipmentarmband\um_e_coilofresilience.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",armband,b'records\\item\\equipmentarmband\\um_e_coilofresilience.dbr'
tagUArmor041,item\equipmentarmband\um_e_diogenes'wrap.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",armband,"b""records\\item\\equipmentarmband\\um_e_diogenes'wrap.dbr"""
tagUArmor042,item\equipmentarmband\um_e_dragon'sbreath.dbr,False,"@level05$: @act03$, @level06$: @act03$",armband,"b""records\\item\\equipmentarmband\\um_e_dragon'sbreath.dbr"""
tagUArmor052,item\equipmentarmband\um_l_heartsongbracelet.dbr,False,@level06$: @amount07$,armband,b'records\\item\\equipmentarmband\\um_l_heartsongbracelet.dbr'
tagUArmor047,item\equipmentarmband\um_e_permafrostbracelet.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",armband,b'records\\item\\equipmentarmband\\um_e_permafrostbracelet.dbr'
tagUArmor049,item\equipmentarmband\um_e_scourgewrap.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",armband,b'records\\item\\equipmentarmband\\um_e_scourgewrap.dbr'
tagUArmor053,item\equipmentarmband\um_l_senbi'sclasp.dbr,False,@level06$: @amount07$,armband,"b""records\\item\\equipmentarmband\\um_l_senbi'sclasp.dbr"""
tagUArmor054,item\equipmentarmband\um_l_truesilverbracelet.dbr,False,"@level06$: @act01$, @act02$, @act03$",armband,b'records\\item\\equipmentarmband\\um_l_truesilverbracelet.dbr'
xtagUArmor058,xpack\item\equipmentarmor\armband\u_l_001.dbr,True,@level06$: @act04$,armband,b'records\\xpack\\item\\equipmentarmor\\armband\\u_l_001.dbr'
xtagUArmor066,xpack\item\equipmentarmor\armband\um_l_001.dbr,True,@level06$: @act04$,armband,b'records\\xpack\\item\\equipmentarmor\\armband\\um_l_001.dbr'
xtagUArmor059,xpack\item\equipmentarmor\armband\u_l_002.dbr,True,@level06$: @act04$,armband,b'records\\xpack\\item\\equipmentarmor\\armband\\u_l_002.dbr'
xtagUArmor063,xpack\item\equipmentarmor\armband\um_e_001.dbr,True,"@level05$: @act04$, @level06$: @act04$",armband,b'records\\xpack\\item\\equipmentarmor\\armband\\um_e_001.dbr'
xtagUArmor064,xpack\item\equipmentarmor\armband\um_e_002.dbr,True,"@level05$: @act04$, @level06$: @act04$",armband,b'records\\xpack\\item\\equipmentarmor\\armband\\um_e_002.dbr'
xtagUArmor065,xpack\item\equipmentarmor\armband\um_e_003.dbr,True,"@level05$: @act04$, @level06$: @act04$",armband,b'records\\xpack\\item\\equipmentarmor\\armband\\um_e_003.dbr'
tagUWeapon168,item\equipmentweapon\club\u_l_agamemnon'sscepter.dbr,False,@level06$: @amount07$,club,"b""records\\item\\equipmentweapon\\club\\u_l_agamemnon'sscepter.dbr"""
tagUWeapon169,item\equipmentweapon\club\u_l_areithous'mace.dbr,False,"@level06$: @act01$, @act02$",club,"b""records\\item\\equipmentweapon\\club\\u_l_areithous'mace.dbr"""
tagUWeapon156,item\equipmentweapon\club\u_e_demeter'ssorrow.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",club,"b""records\\item\\equipmentweapon\\club\\u_e_demeter'ssorrow.dbr"""
tagUWeapon170,item\equipmentweapon\club\u_l_glacialmaul.dbr,False,@level06$: @amount07$,club,b'records\\item\\equipmentweapon\\club\\u_l_glacialmaul.dbr'
tagUWeapon171,item\equipmentweapon\club\u_l_handofhephaestus.dbr,False,@level06$: @amount07$,club,b'records\\item\\equipmentweapon\\club\\u_l_handofhephaestus.dbr'
tagUWeapon172,item\equipmentweapon\club\u_l_hornoftiamat.dbr,False,"@level06$: @act02$, @act03$",club,b'records\\item\\equipmentweapon\\club\\u_l_hornoftiamat.dbr'
tagUWeapon173,item\equipmentweapon\club\u_l_krakensfist.dbr,False,@level06$: @amount07$,club,b'records\\item\\equipmentweapon\\club\\u_l_krakensfist.dbr'
tagUWeapon159,item\equipmentweapon\club\u_e_lykaionmalleus.dbr,False,@level06$: @act01$,club,b'records\\item\\equipmentweapon\\club\\u_e_lykaionmalleus.dbr'
tagUWeapon174,item\equipmentweapon\club\u_l_orion'smace.dbr,False,@level06$: @amount07$,club,"b""records\\item\\equipmentweapon\\club\\u_l_orion'smace.dbr"""
tagUWeapon161,item\equipmentweapon\club\u_l_prometheus'gift.dbr,False,@level06$: @amount07$,club,"b""records\\item\\equipmentweapon\\club\\u_l_prometheus'gift.dbr"""
tagUWeapon175,item\equipmentweapon\club\u_l_saprosthecorrupter.dbr,False,@level06$: @amount07$,club,b'records\\item\\equipmentweapon\\club\\u_l_saprosthecorrupter.dbr'
tagUWeapon176,item\equipmentweapon\club\u_l_scepterofthanatos.dbr,False,@level06$: @amount07$,club,b'records\\item\\equipmentweapon\\club\\u_l_scepterofthanatos.dbr'
tagUWeapon177,item\equipmentweapon\club\u_e_spinebreaker.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",club,b'records\\item\\equipmentweapon\\club\\u_e_spinebreaker.dbr'
tagUWeapon165,item\equipmentweapon\club\u_e_thornymaul.dbr,False,"@level05$: @act01$, @act03$; @level06$: @act01$, @act03$",club,b'records\\item\\equipmentweapon\\club\\u_e_thornymaul.dbr'
tagUWeapon167,item\equipmentweapon\club\u_e_truncheonofmalice.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",club,b'records\\item\\equipmentweapon\\club\\u_e_truncheonofmalice.dbr'
xtagUWeapon050,xpack\item\equipmentweapons\club\u_e_002.dbr,True,"@level05$: @act04$, @level06$: @act04$",club,b'records\\xpack\\item\\equipmentweapons\\club\\u_e_002.dbr'
xtagUWeapon053,xpack\item\equipmentweapons\club\u_l_002.dbr,True,@level06$: @act04$,club,b'records\\xpack\\item\\equipmentweapons\\club\\u_l_002.dbr'
xtagUWeapon049,xpack\item\equipmentweapons\club\u_e_001.dbr,True,"@level05$: @act04$, @level06$: @act04$",club,b'records\\xpack\\item\\equipmentweapons\\club\\u_e_001.dbr'
xtagUWeapon051,xpack\item\equipmentweapons\club\u_l_001.dbr,True,@level06$: @act04$,club,b'records\\xpack\\item\\equipmentweapons\\club\\u_l_001.dbr'
tagUArmor138,item\equipmentgreaves\u_e_athena'sbattlegreaves.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",greaves,"b""records\\item\\equipmentgreaves\\u_e_athena'sbattlegreaves.dbr"""
tagUArmor139,item\equipmentgreaves\u_e_bellerophon'sleggings.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",greaves,"b""records\\item\\equipmentgreaves\\u_e_bellerophon'sleggings.dbr"""
tagUArmor145,item\equipmentgreaves\u_l_hermes'talaria.dbr,False,@level06$: @amount07$,greaves,"b""records\\item\\equipmentgreaves\\u_l_hermes'talaria.dbr"""
tagUArmor142,item\equipmentgreaves\u_e_murkcrawlers.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",greaves,b'records\\item\\equipmentgreaves\\u_e_murkcrawlers.dbr'
xtagUArmor083,xpack\item\equipmentarmor\greaves\u_e_001.dbr,True,"@level05$: @act04$, @level06$: @act04$",greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\u_e_001.dbr'
xtagUArmor091,xpack\item\equipmentarmor\greaves\um_e_002.dbr,True,"@level05$: @act04$, @level06$: @act04$",greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\um_e_002.dbr'
xtagUArmor094,xpack\item\equipmentarmor\greaves\um_l_002.dbr,True,@level06$: @act04$,greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\um_l_002.dbr'
xtagUArmor086,xpack\item\equipmentarmor\greaves\u_l_002.dbr,True,@level06$: @act04$,greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\u_l_002.dbr'
xtagUArmor084,xpack\item\equipmentarmor\greaves\u_e_002.dbr,True,"@level05$: @act04$, @level06$: @act04$",greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\u_e_002.dbr'
xtagUArmor092,xpack\item\equipmentarmor\greaves\um_e_003.dbr,True,"@level05$: @act04$, @level06$: @act04$",greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\um_e_003.dbr'
xtagUArmor085,xpack\item\equipmentarmor\greaves\u_l_001.dbr,True,@level06$: @act04$,greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\u_l_001.dbr'
xtagUArmor093,xpack\item\equipmentarmor\greaves\um_l_001.dbr,True,@level06$: @act04$,greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\um_l_001.dbr'
xtagUArmor090,xpack\item\equipmentarmor\greaves\um_e_001.dbr,True,"@level05$: @act04$, @level06$: @act04$",greaves,b'records\\xpack\\item\\equipmentarmor\\greaves\\um_e_001.dbr'
tagUArmor198,item\equipmenthelm\u_l_agamemnon'sdeathmask.dbr,False,@level06$: @amount07$,helm,"b""records\\item\\equipmenthelm\\u_l_agamemnon'sdeathmask.dbr"""
tagUArmor199,item\equipmenthelm\u_l_ares'warhelm.dbr,False,@level06$: @amount07$,helm,"b""records\\item\\equipmenthelm\\u_l_ares'warhelm.dbr"""
tagUArmor255,item\equipmenthelm\u_l_hector'sflashinghelm.dbr,False,@level06$,helm,"b""records\\item\\equipmenthelm\\u_l_hector'sflashinghelm.dbr"""
tagUArmor211,item\equipmenthelm\u_e_athlon.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",helm,b'records\\item\\equipmenthelm\\u_e_athlon.dbr'
tagUArmor188,item\equipmenthelm\u_e_chiron'sgaze.dbr,False,"@level05$: @act01$, @level06$: @act01$",helm,"b""records\\item\\equipmenthelm\\u_e_chiron'sgaze.dbr"""
tagUArmor200,item\equipmenthelm\u_l_helmofdarkness.dbr,False,@level06$: @amount07$,helm,b'records\\item\\equipmenthelm\\u_l_helmofdarkness.dbr'
tagUArmor191,item\equipmenthelm\u_e_helmofoddyseus.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",helm,b'records\\item\\equipmenthelm\\u_e_helmofoddyseus.dbr'
tagUArmor201,item\equipmenthelm\u_l_hermes'wingedhelm.dbr,False,@level06$: @amount07$,helm,"b""records\\item\\equipmenthelm\\u_l_hermes'wingedhelm.dbr"""
tagUArmor202,item\equipmenthelm\um_l_hesione'sgoldenveil.dbr,False,@level06$: @amount07$,helm,"b""records\\item\\equipmenthelm\\um_l_hesione'sgoldenveil.dbr"""
tagUArmor212,item\equipmenthelm\um_e_orpheusgarland.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",helm,b'records\\item\\equipmenthelm\\um_e_orpheusgarland.dbr'
tagUArmor194,item\equipmenthelm\u_e_pan'sheaddress.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",helm,"b""records\\item\\equipmenthelm\\u_e_pan'sheaddress.dbr"""
xtagUArmor119,xpack\item\equipmentarmor\helm\um_l_002.dbr,True,@level06$: @act04$,helm,b'records\\xpack\\item\\equipmentarmor\\helm\\um_l_002.dbr'
xtagUArmor118,xpack\item\equipmentarmor\helm\um_l_001.dbr,True,@level06$: @act04$,helm,b'records\\xpack\\item\\equipmentarmor\\helm\\um_l_001.dbr'
xtagUArmor117,xpack\item\equipmentarmor\helm\um_e_002.dbr,True,"@level05$: @act04$, @level06$: @act04$",helm,b'records\\xpack\\item\\equipmentarmor\\helm\\um_e_002.dbr'
xtagUArmor112,xpack\item\equipmentarmor\helm\u_l_001.dbr,True,@level06$: @act04$,helm,b'records\\xpack\\item\\equipmentarmor\\helm\\u_l_001.dbr'
xtagUArmor116,xpack\item\equipmentarmor\helm\um_e_001.dbr,True,"@level05$: @act04$, @level06$: @act04$",helm,b'records\\xpack\\item\\equipmentarmor\\helm\\um_e_001.dbr'
xtagUArmor111,xpack\item\equipmentarmor\helm\u_e_001.dbr,True,"@level05$: @act04$, @level06$: @act04$",helm,b'records\\xpack\\item\\equipmentarmor\\helm\\u_e_001.dbr'
tagUArmor015,item\equipmentring\u_l_apollo'swill.dbr,False,@level06$: @amount07$,ring,"b""records\\item\\equipmentring\\u_l_apollo'swill.dbr"""
tagUArmor016,item\equipmentring\u_l_archimedes'cogwheel.dbr,False,@level06$: @amount07$,ring,"b""records\\item\\equipmentring\\u_l_archimedes'cogwheel.dbr"""
tagUArmor017,item\equipmentring\u_l_bandofsouls.dbr,False,@level06$: @amount07$,ring,b'records\\item\\equipmentring\\u_l_bandofsouls.dbr'
tagUArmor018,item\equipmentring\u_l_blackpearlring.dbr,False,@level06$: @act01$,ring,b'records\\item\\equipmentring\\u_l_blackpearlring.dbr'
tagUArmor003,item\equipmentring\u_e_celestialband.dbr,False,"@level05$: @act03$, @level06$: @act03$",ring,b'records\\item\\equipmentring\\u_e_celestialband.dbr'
tagUArmor004,item\equipmentring\u_e_chiron'sloop.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",ring,"b""records\\item\\equipmentring\\u_e_chiron'sloop.dbr"""
tagUArmor005,item\equipmentring\u_e_crestofmurong.dbr,False,"@level05$: @act03$, @level06$: @act03$",ring,b'records\\item\\equipmentring\\u_e_crestofmurong.dbr'
tagUArmor019,item\equipmentring\u_l_eyeofhorus.dbr,False,"@level06$: @act01$, @act02$, @act03$",ring,b'records\\item\\equipmentring\\u_l_eyeofhorus.dbr'
tagUArmor020,item\equipmentring\u_l_markofares.dbr,False,@level06$: @amount07$,ring,b'records\\item\\equipmentring\\u_l_markofares.dbr'
tagUArmor009,item\equipmentring\u_e_ringofgaia.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",ring,b'records\\item\\equipmentring\\u_e_ringofgaia.dbr'
tagUArmor021,item\equipmentring\u_l_sealofhephaestus.dbr,False,@level06$: @amount07$,ring,b'records\\item\\equipmentring\\u_l_sealofhephaestus.dbr'
tagUArmor014,item\equipmentring\u_e_thoth'smark.dbr,False,"@level05$: @act02$, @level06$: @act02$",ring,"b""records\\item\\equipmentring\\u_e_thoth'smark.dbr"""
xtagUArmor004,xpack\item\equipmentarmor\ring\u_e_001.dbr,True,"@level05$: @act04$, @level06$: @act04$",ring,b'records\\xpack\\item\\equipmentarmor\\ring\\u_e_001.dbr'
xtagUArmor006,xpack\item\equipmentarmor\ring\u_e_003.dbr,True,"@level05$: @act04$, @level06$: @act04$",ring,b'records\\xpack\\item\\equipmentarmor\\ring\\u_e_003.dbr'
xtagUArmor007,xpack\item\equipmentarmor\ring\u_l_001.dbr,True,@level06$: @act04$,ring,b'records\\xpack\\item\\equipmentarmor\\ring\\u_l_001.dbr'
xtagUArmor005,xpack\item\equipmentarmor\ring\u_e_002.dbr,True,"@level05$: @act04$, @level06$: @act04$",ring,b'records\\xpack\\item\\equipmentarmor\\ring\\u_e_002.dbr'
xtagUArmor008,xpack\item\equipmentarmor\ring\u_l_002.dbr,True,@level06$: @act04$,ring,b'records\\xpack\\item\\equipmentarmor\\ring\\u_l_002.dbr'
xtagUArmor009,xpack\item\equipmentarmor\ring\u_l_003.dbr,True,@level06$: @act04$,ring,b'records\\xpack\\item\\equipmentarmor\\ring\\u_l_003.dbr'
tagUWeapon025,item\equipmentshield\u_l_achilles'shield.dbr,False,@level06$: @amount07$,shield,"b""records\\item\\equipmentshield\\u_l_achilles'shield.dbr"""
tagUWeapon026,item\equipmentshield\u_l_ajax'bronzetower.dbr,False,@level06$: @amount07$,shield,"b""records\\item\\equipmentshield\\u_l_ajax'bronzetower.dbr"""
tagUWeapon027,item\equipmentshield\u_l_ancile.dbr,False,@level06$: @amount07$,shield,b'records\\item\\equipmentshield\\u_l_ancile.dbr'
tagUWeapon028,item\equipmentshield\u_l_athenasmirroredshield.dbr,False,@level06$: @amount07$,shield,b'records\\item\\equipmentshield\\u_l_athenasmirroredshield.dbr'
tagUWeapon003,item\equipmentshield\u_e_bloodthirsttheglutton.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",shield,b'records\\item\\equipmentshield\\u_e_bloodthirsttheglutton.dbr'
tagUWeapon029,item\equipmentshield\u_l_chigon'sresolve.dbr,False,@level06$: @act03$,shield,"b""records\\item\\equipmentshield\\u_l_chigon'sresolve.dbr"""
tagUWeapon030,item\equipmentshield\u_l_crestoftaurus.dbr,False,@level06$: @amount07$,shield,b'records\\item\\equipmentshield\\u_l_crestoftaurus.dbr'
tagUWeapon005,item\equipmentshield\u_e_ebongreatshield.dbr,False,"@level05$: @act03$, @act04$; @level06$: @act03$, @act04$",shield,b'records\\item\\equipmentshield\\u_e_ebongreatshield.dbr'
tagUWeapon006,item\equipmentshield\u_e_eidolonshell.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",shield,b'records\\item\\equipmentshield\\u_e_eidolonshell.dbr'
tagUWeapon031,item\equipmentshield\u_l_goldenshieldofpelaran.dbr,False,@level06$: @amount07$,shield,b'records\\item\\equipmentshield\\u_l_goldenshieldofpelaran.dbr'
tagUWeapon032,item\equipmentshield\u_l_hadesaspis.dbr,False,@level06$: @amount07$,shield,b'records\\item\\equipmentshield\\u_l_hadesaspis.dbr'
tagUWeapon033,item\equipmentshield\u_l_hectorsshimmeringshield.dbr,False,@level06$: @amount07$,shield,b'records\\item\\equipmentshield\\u_l_hectorsshimmeringshield.dbr'
tagUWeapon034,item\equipmentshield\u_l_hephaestus'moltenshield.dbr,False,@level06$: @amount07$,shield,"b""records\\item\\equipmentshield\\u_l_hephaestus'moltenshield.dbr"""
tagUWeapon035,item\equipmentshield\u_l_hera'sshield.dbr,False,@level06$: @amount07$,shield,"b""records\\item\\equipmentshield\\u_l_hera'sshield.dbr"""
tagUWeapon013,item\equipmentshield\u_e_leatherskinshield.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",shield,b'records\\item\\equipmentshield\\u_e_leatherskinshield.dbr'
tagUWeapon036,item\equipmentshield\u_l_priam'sgate.dbr,False,@level06$: @amount07$,shield,"b""records\\item\\equipmentshield\\u_l_priam'sgate.dbr"""
tagUWeapon037,item\equipmentshield\u_l_scaleoftheblackdragon.dbr,False,@level06$: @amount07$,shield,b'records\\item\\equipmentshield\\u_l_scaleoftheblackdragon.dbr'
tagUWeapon020,item\equipmentshield\u_e_shieldofthehideousvisage.dbr,False,"@level05$: @amount07$, @level06$: @amount07$",shield,b'records\\item\\equipmentshield\\u_e_shieldofthehideousvisage.dbr'
tagUWeapon021,item\equipmentshield\u_e_shieldofthekorybantes.dbr,False,"@level05$: @act01$, @level06$: @act01$",shield,b'records\\item\\equipmentshield\\u_e_shieldofthekorybantes.dbr'
tagUWeapon038,item\equipmentshield\u_l_spectraldefender.dbr,False,@level06$: @amount07$,shield,b'records\\item\\equipmentshield\\u_l_spectraldefender.dbr'
tagUWeapon022,item\equipmentshield\u_e_sundisc.dbr,False,"@level05$: @act02$, @level06$: @act02$",shield,b'records\\item\\equipmentshield\\u_e_sundisc.dbr'
tagUWeapon039,item\equipmentshield\u_l_venomhuskshield.dbr,False,@level06$: @act02$,shield,b'records\\item\\equipmentshield\\u_l_venomhuskshield.dbr'
