record,_id,isit,isr,isatl,find,category,class,pack,_Name,Name,Quality,id
records\xpack\item\artifacts\arcaneformulae\e_la_jadetotem_formula.dbr,xtagArtifactDescription021,True,False,False,@level05$: @act01$,Formula,ItemArtifactFormula,xpack,e_la_jadetotem_formula_Formula_xpack,Arcane Formula ~ Jade Idol,,Arcane_Formula_Jade_Idol
records\xpack\item\artifacts\arcaneformulae\n_la_leafsong_formula.dbr,xtagArtifactDescription012,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_leafsong_formula_Formula_xpack,Arcane Formula ~ Leafsong,,Arcane_Formula_Leafsong
records\xpack\item\artifacts\arcaneformulae\l_la_maidenskiss_formula.dbr,xtagArtifactDescription035,True,False,False,@level06$: @act03$,Formula,ItemArtifactFormula,xpack,l_la_maidenskiss_formula_Formula_xpack,Arcane Formula ~ Maiden's Kiss,,Arcane_Formula_Maidens_Kiss
records\xpack\item\artifacts\arcaneformulae\n_la_moltenorb_formula.dbr,xtagArtifactDescription003,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_moltenorb_formula_Formula_xpack,Arcane Formula ~ Molten Orb,,Arcane_Formula_Molten_Orb
records\xpack\item\artifacts\arcaneformulae\e_la_nexusofinsanity_formula.dbr,xtagArtifactDescription027,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_la_nexusofinsanity_formula_Formula_xpack,Arcane Formula ~ Nexus of Insanity,,Arcane_Formula_Nexus_of_Insanity
records\xpack\item\artifacts\arcaneformulae\n_la_palemoon_formula.dbr,xtagArtifactDescription008,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_palemoon_formula_Formula_xpack,Arcane Formula ~ Pale Moon,,Arcane_Formula_Pale_Moon
records\xpack\item\artifacts\arcaneformulae\e_la_phylacteryofshadows_formula.dbr,xtagArtifactDescription023,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_la_phylacteryofshadows_formula_Formula_xpack,Arcane Formula ~ Phylactery of Shadows,,Arcane_Formula_Phylactery_of_Shadows
records\xpack\item\artifacts\arcaneformulae\e_la_ravensshadow_formula.dbr,xtagArtifactDescription026,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_la_ravensshadow_formula_Formula_xpack,Arcane Formula ~ Raven's Shadow,,Arcane_Formula_Ravens_Shadow
records\xpack\item\artifacts\arcaneformulae\n_la_razorclaw_formula.dbr,xtagArtifactDescription015,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_razorclaw_formula_Formula_xpack,Arcane Formula ~ Razor Claw,,Arcane_Formula_Razor_Claw
records\xpack\item\artifacts\arcaneformulae\n_la_scrollofoneiros_formula.dbr,xtagArtifactDescription001,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_scrollofoneiros_formula_Formula_xpack,Arcane Formula ~ Scroll of Oneiros,,Arcane_Formula_Scroll_of_Oneiros
records\xpack\item\artifacts\arcaneformulae\n_la_shroudofeternalnight_formula.dbr,xtagArtifactDescription007,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_shroudofeternalnight_formula_Formula_xpack,Arcane Formula ~ Shroud of Eternal Night,,Arcane_Formula_Shroud_of_Eternal_Night
records\xpack\item\artifacts\arcaneformulae\l_la_silverheart_formula.dbr,xtagArtifactDescription034,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_la_silverheart_formula_Formula_xpack,Arcane Formula ~ Silver Heart,,Arcane_Formula_Silver_Heart
records\xpack\item\artifacts\arcaneformulae\n_la_skyfirependant_formula.dbr,xtagArtifactDescription009,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_skyfirependant_formula_Formula_xpack,Arcane Formula ~ Skyfire Pendant,,Arcane_Formula_Skyfire_Pendant
records\xpack\item\artifacts\arcaneformulae\n_la_songoftheserpent_formula.dbr,xtagArtifactDescription016,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_songoftheserpent_formula_Formula_xpack,Arcane Formula ~ Song of the Serpent,,Arcane_Formula_Song_of_the_Serpent
records\xpack\item\artifacts\arcaneformulae\n_la_soulshiver_formula.dbr,xtagArtifactDescription014,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_soulshiver_formula_Formula_xpack,Arcane Formula ~ Soul Shiver,,Arcane_Formula_Soul_Shiver
records\xpack\item\artifacts\arcaneformulae\e_la_spiritblight_formula.dbr,xtagArtifactDescription024,True,False,False,@level05$: @act01$,Formula,ItemArtifactFormula,xpack,e_la_spiritblight_formula_Formula_xpack,Arcane Formula ~ Spirit Blight,,Arcane_Formula_Spirit_Blight
records\xpack\item\artifacts\arcaneformulae\n_la_starheart_formula.dbr,xtagArtifactDescription006,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_starheart_formula_Formula_xpack,Arcane Formula ~ Star Heart,,Arcane_Formula_Star_Heart
records\xpack\item\artifacts\arcaneformulae\e_la_summonerstotem_formula.dbr,xtagArtifactDescription028,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_la_summonerstotem_formula_Formula_xpack,Arcane Formula ~ Summoner's Totem,,Arcane_Formula_Summoners_Totem
records\xpack\item\artifacts\arcaneformulae\n_la_sunstone_formula.dbr,xtagArtifactDescription017,True,False,False,@level04$: @act03$,Formula,ItemArtifactFormula,xpack,n_la_sunstone_formula_Formula_xpack,Arcane Formula ~ Sunstone,,Arcane_Formula_Sunstone
records\xpack\item\artifacts\arcaneformulae\l_la_thunderfist_formula.dbr,xtagArtifactDescription032,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_la_thunderfist_formula_Formula_xpack,Arcane Formula ~ Thunderfist,,Arcane_Formula_Thunderfist
records\xpack\item\artifacts\arcaneformulae\e_la_tomeoftransfiguration_formula.dbr,xtagArtifactDescription029,True,False,False,@level05$: @act03$,Formula,ItemArtifactFormula,xpack,e_la_tomeoftransfiguration_formula_Formula_xpack,Arcane Formula ~ Tome of Transfiguration,,Arcane_Formula_Tome_of_Transfiguration
records\xpack\item\artifacts\arcaneformulae\l_la_tongueofflame_formula.dbr,xtagArtifactDescription031,True,False,False,@level06$: @act01$,Formula,ItemArtifactFormula,xpack,l_la_tongueofflame_formula_Formula_xpack,Arcane Formula ~ Tongue of Flame,,Arcane_Formula_Tongue_of_Flame
records\xpack\item\artifacts\arcaneformulae\n_la_touchofthefool_formula.dbr,xtagArtifactDescription010,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_touchofthefool_formula_Formula_xpack,Arcane Formula ~ Touch of the Fool,,Arcane_Formula_Touch_of_the_Fool
records\xpack\item\artifacts\arcaneformulae\n_la_wraithguard_formula.dbr,xtagArtifactDescription004,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_wraithguard_formula_Formula_xpack,Arcane Formula ~ Wraithguard,,Arcane_Formula_Wraithguard
records\xpack2\item\artifacts\arcaneformulae\e_la_singasteinn_formula.dbr,x2tagArtifactDescription006,True,True,False,"@level05$: @act06$, @level06$: @act01$",Formula,ItemArtifactFormula,xpack2,e_la_singasteinn_formula_Formula_xpack2,Arcane Formula ~ Singasteinn,,Arcane_Formula_Singasteinn
records\xpack2\item\artifacts\arcaneformulae\n_la_carnyx_formula.dbr,x2tagArtifactDescription009,True,True,False,"@level04$: @act06$, @level05$: @act01$",Formula,ItemArtifactFormula,xpack2,n_la_carnyx_formula_Formula_xpack2,Arcane Formula ~ Carnyx,,Arcane_Formula_Carnyx
records\xpack2\item\artifacts\arcaneformulae\n_la_goldenbelt_formula.dbr,x2tagArtifactDescription007,True,True,False,"@level04$: @act06$, @level05$: @act01$",Formula,ItemArtifactFormula,xpack2,n_la_goldenbelt_formula_Formula_xpack2,Arcane Formula ~ Golden Belt,,Arcane_Formula_Golden_Belt
records\xpack2\item\artifacts\arcaneformulae\n_la_seidrbones_formula.dbr,x2tagArtifactDescription008,True,True,False,"@level04$: @act06$, @level05$: @act01$",Formula,ItemArtifactFormula,xpack2,n_la_seidrbones_formula_Formula_xpack2,Arcane Formula ~ Seidr Bones,,Arcane_Formula_Seidr_Bones
records\xpack\item\artifacts\arcaneformulae\l_ga_arcanemirror_formula.dbr,xtagArtifactDescription058,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_ga_arcanemirror_formula_Formula_xpack,Arcane Formula ~ Arcane Mirror,,Arcane_Formula_Arcane_Mirror
records\xpack\item\artifacts\arcaneformulae\e_ga_laceofcelerity_formula.dbr,xtagArtifactDescription048,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_ga_laceofcelerity_formula_Formula_xpack,Arcane Formula ~ Blood Gem,,Arcane_Formula_Blood_Gem
records\xpack\item\artifacts\arcaneformulae\n_ga_bookofdreams_formula.dbr,xtagArtifactDescription037,True,False,False,@level04$: @act03$,Formula,ItemArtifactFormula,xpack,n_ga_bookofdreams_formula_Formula_xpack,Arcane Formula ~ Book of Dreams,,Arcane_Formula_Book_of_Dreams
records\xpack\item\artifacts\arcaneformulae\l_ga_conquerorsmark_formula.dbr,xtagArtifactDescription053,True,False,False,@level06$: @act01$,Formula,ItemArtifactFormula,xpack,l_ga_conquerorsmark_formula_Formula_xpack,Arcane Formula ~ Conqueror's Mark,,Arcane_Formula_Conquerors_Mark
records\xpack\item\artifacts\arcaneformulae\e_ga_crimsonviper_formula.dbr,xtagArtifactDescription050,True,False,False,@level05$: @act03$,Formula,ItemArtifactFormula,xpack,e_ga_crimsonviper_formula_Formula_xpack,Arcane Formula ~ Crimson Viper,,Arcane_Formula_Crimson_Viper
records\xpack\item\artifacts\arcaneformulae\e_ga_dragontongue_formula.dbr,xtagArtifactDescription043,True,False,False,@level05$: @act01$,Formula,ItemArtifactFormula,xpack,e_ga_dragontongue_formula_Formula_xpack,Arcane Formula ~ Dragontongue,,Arcane_Formula_Dragontongue
records\xpack\item\artifacts\arcaneformulae\n_ga_druidicwreath_formula.dbr,xtagArtifactDescription039,True,False,False,@level04$: @act03$,Formula,ItemArtifactFormula,xpack,n_ga_druidicwreath_formula_Formula_xpack,Arcane Formula ~ Druidic Wreath,,Arcane_Formula_Druidic_Wreath
records\xpack\item\artifacts\arcaneformulae\e_ga_effigyofskyfire_formula.dbr,xtagArtifactDescription046,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_ga_effigyofskyfire_formula_Formula_xpack,Arcane Formula ~ Effigy of Skyfire,,Arcane_Formula_Effigy_of_Skyfire
records\xpack\item\artifacts\arcaneformulae\l_ga_elementalrage_formula.dbr,xtagArtifactDescription056,True,False,False,@level06$: @act02$,Formula,ItemArtifactFormula,xpack,l_ga_elementalrage_formula_Formula_xpack,Arcane Formula ~ Elemental Rage,,Arcane_Formula_Elemental_Rage
records\xpack\item\artifacts\arcaneformulae\n_ga_eyeoftheheavens_formula.dbr,xtagArtifactDescription042,True,False,False,@level04$: @act04$,Formula,ItemArtifactFormula,xpack,n_ga_eyeoftheheavens_formula_Formula_xpack,Arcane Formula ~ Eye of the Heavens,,Arcane_Formula_Eye_of_the_Heavens
records\xpack\item\artifacts\arcaneformulae\e_ga_finalbreath_formula.dbr,xtagArtifactDescription049,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_ga_finalbreath_formula_Formula_xpack,Arcane Formula ~ Final Breath,,Arcane_Formula_Final_Breath
records\xpack\item\artifacts\arcaneformulae\n_ga_furyoftheages_formula.dbr,xtagArtifactDescription041,True,False,False,@level04$: @act04$,Formula,ItemArtifactFormula,xpack,n_ga_furyoftheages_formula_Formula_xpack,Arcane Formula ~ Fury of the Ages,,Arcane_Formula_Fury_of_the_Ages
records\xpack\item\artifacts\arcaneformulae\l_ga_doxakalo_formula.dbr,xtagArtifactDescription055,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_ga_doxakalo_formula_Formula_xpack,Arcane Formula ~ Glorybringer,,Arcane_Formula_Glorybringer
records\xpack\item\artifacts\arcaneformulae\e_ga_handofgaea_formula.dbr,xtagArtifactDescription051,True,False,False,@level05$: @act04$,Formula,ItemArtifactFormula,xpack,e_ga_handofgaea_formula_Formula_xpack,Arcane Formula ~ Hand of Gaia,,Arcane_Formula_Hand_of_Gaia
records\xpack\item\artifacts\arcaneformulae\e_ga_heartofearth_formula.dbr,xtagArtifactDescription052,True,False,False,@level05$: @act04$,Formula,ItemArtifactFormula,xpack,e_ga_heartofearth_formula_Formula_xpack,Arcane Formula ~ Heart of Earth,,Arcane_Formula_Heart_of_Earth
records\xpack\item\artifacts\arcaneformulae\e_ga_sandsofkronos_formula.dbr,xtagArtifactDescription044,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_ga_sandsofkronos_formula_Formula_xpack,Arcane Formula ~ Kingslayer,,Arcane_Formula_Kingslayer
records\xpack\item\artifacts\arcaneformulae\e_ga_lionheart_formula.dbr,xtagArtifactDescription045,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_ga_lionheart_formula_Formula_xpack,Arcane Formula ~ Lionheart,,Arcane_Formula_Lionheart
records\xpack\item\artifacts\arcaneformulae\n_ga_shadowveil_formula.dbr,xtagArtifactDescription040,True,False,False,@level04$: @act03$,Formula,ItemArtifactFormula,xpack,n_ga_shadowveil_formula_Formula_xpack,Arcane Formula ~ Shadow Veil,,Arcane_Formula_Shadow_Veil
records\xpack\item\artifacts\arcaneformulae\n_ga_soulprism_formula.dbr,xtagArtifactDescription038,True,False,False,@level04$: @act03$,Formula,ItemArtifactFormula,xpack,n_ga_soulprism_formula_Formula_xpack,Arcane Formula ~ Soul Prism,,Arcane_Formula_Soul_Prism
records\xpack\item\artifacts\arcaneformulae\e_ga_sphereofeternity_formula.dbr,xtagArtifactDescription047,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_ga_sphereofeternity_formula_Formula_xpack,Arcane Formula ~ Sphere of Eternity,,Arcane_Formula_Sphere_of_Eternity
records\xpack\item\artifacts\arcaneformulae\l_ga_totemofthepolymath_formula.dbr,xtagArtifactDescription057,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_ga_totemofthepolymath_formula_Formula_xpack,Arcane Formula ~ Symbol of the Polymath,,Arcane_Formula_Symbol_of_the_Polymath
records\xpack\item\artifacts\arcaneformulae\l_ga_tyrantsfist_formula.dbr,xtagArtifactDescription054,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_ga_tyrantsfist_formula_Formula_xpack,Arcane Formula ~ Tyrant's Fist,,Arcane_Formula_Tyrants_Fist
records\xpack2\item\artifacts\arcaneformulae\e_ga_gjallarhorn_formula.dbr,x2tagArtifactDescription004,True,True,False,"@level05$: @act06$, @level06$: @act01$",Formula,ItemArtifactFormula,xpack2,e_ga_gjallarhorn_formula_Formula_xpack2,Arcane Formula ~ Gjallarhorn,,Arcane_Formula_Gjallarhorn
records\xpack2\item\artifacts\arcaneformulae\l_ga_gambanteinn_formula.dbr,x2tagArtifactDescription003,True,True,False,@level06$: @act06$,Formula,ItemArtifactFormula,xpack2,l_ga_gambanteinn_formula_Formula_xpack2,Arcane Formula ~ Gambanteinn,,Arcane_Formula_Gambanteinn
records\xpack2\item\artifacts\arcaneformulae\n_ga_dvalinsimulacrum_formula.dbr,x2tagArtifactDescription005,True,True,False,"@level04$: @act06$, @level05$: @act01$",Formula,ItemArtifactFormula,xpack2,n_ga_dvalinsimulacrum_formula_Formula_xpack2,Arcane Formula ~ Dvalinn's Simulacrum,,Arcane_Formula_Dvalinns_Simulacrum
records\xpack\item\artifacts\arcaneformulae\e_da_bloodofares_formula.dbr,xtagArtifactDescription063,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_da_bloodofares_formula_Formula_xpack,Arcane Formula ~ Blood of Ares,,Arcane_Formula_Blood_of_Ares
records\xpack\item\artifacts\arcaneformulae\e_da_crescentmoonofartemis_formula.dbr,xtagArtifactDescription059,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_da_crescentmoonofartemis_formula_Formula_xpack,Arcane Formula ~ Crescent Moon of Artemis,,Arcane_Formula_Crescent_Moon_of_Artemis
records\xpack\item\artifacts\arcaneformulae\e_da_crosierofosiris_formula.dbr,xtagArtifactDescription064,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_da_crosierofosiris_formula_Formula_xpack,Arcane Formula ~ Crosier of Osiris,,Arcane_Formula_Crosier_of_Osiris
records\xpack\item\artifacts\arcaneformulae\e_da_demetersbounty_formula.dbr,xtagArtifactDescription061,True,False,False,@level05$: @act03$,Formula,ItemArtifactFormula,xpack,e_da_demetersbounty_formula_Formula_xpack,Arcane Formula ~ Demeter's Bounty,,Arcane_Formula_Demeters_Bounty
records\xpack\item\artifacts\arcaneformulae\l_da_eyeofra_formula.dbr,xtagArtifactDescription071,True,False,False,@level06$: @act02$,Formula,ItemArtifactFormula,xpack,l_da_eyeofra_formula_Formula_xpack,Arcane Formula ~ Eye of Ra,,Arcane_Formula_Eye_of_Ra
records\xpack\item\artifacts\arcaneformulae\l_da_goldeneyeofsunwukong_formula.dbr,xtagArtifactDescription066,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_da_goldeneyeofsunwukong_formula_Formula_xpack,Arcane Formula ~ Golden Eye of Sun Wukong,,Arcane_Formula_Golden_Eye_of_Sun_Wukong
records\xpack\item\artifacts\arcaneformulae\l_da_ikonofzeus_formula.dbr,xtagArtifactDescription073,True,False,False,@level06$: @act02$,Formula,ItemArtifactFormula,xpack,l_da_ikonofzeus_formula_Formula_xpack,Arcane Formula ~ Ikon of Zeus,,Arcane_Formula_Ikon_of_Zeus
records\xpack\item\artifacts\arcaneformulae\e_da_knotofisis_formula.dbr,xtagArtifactDescription065,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,e_da_knotofisis_formula_Formula_xpack,Arcane Formula ~ Knot of Isis,,Arcane_Formula_Knot_of_Isis
records\xpack\item\artifacts\arcaneformulae\l_da_lyreofapollo_formula.dbr,xtagArtifactDescription074,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_da_lyreofapollo_formula_Formula_xpack,Arcane Formula ~ Lyre of Apollo,,Arcane_Formula_Lyre_of_Apollo
records\xpack\item\artifacts\arcaneformulae\l_da_mardukstabletofdestiny_formula.dbr,xtagArtifactDescription070,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_da_mardukstabletofdestiny_formula_Formula_xpack,Arcane Formula ~ Marduk's Tablet of Destiny,,Arcane_Formula_Marduks_Tablet_of_Destiny
records\xpack\item\artifacts\arcaneformulae\e_da_mightofhephaestus_formula.dbr,xtagArtifactDescription062,True,False,False,@level05$: @act04$,Formula,ItemArtifactFormula,xpack,e_da_mightofhephaestus_formula_Formula_xpack,Arcane Formula ~ Might of Hephaestus,,Arcane_Formula_Might_of_Hephaestus
records\xpack\item\artifacts\arcaneformulae\l_da_morpheusdreamweb_formula.dbr,xtagArtifactDescription068,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_da_morpheusdreamweb_formula_Formula_xpack,Arcane Formula ~ Morpheus' Dreamweb,,Arcane_Formula_Morpheus_Dreamweb
records\xpack\item\artifacts\arcaneformulae\e_da_poseidonsnet_formula.dbr,xtagArtifactDescription060,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_da_poseidonsnet_formula_Formula_xpack,Arcane Formula ~ Poseidon's Net,,Arcane_Formula_Poseidons_Net
records\xpack\item\artifacts\arcaneformulae\l_da_totemofbast_formula.dbr,xtagArtifactDescription069,True,False,False,@level06$: @act03$,Formula,ItemArtifactFormula,xpack,l_da_totemofbast_formula_Formula_xpack,Arcane Formula ~ Sigil of Bast,,Arcane_Formula_Sigil_of_Bast
records\xpack\item\artifacts\arcaneformulae\l_da_starofishtar_formula.dbr,xtagArtifactDescription075,True,False,False,@level06$: @act03$,Formula,ItemArtifactFormula,xpack,l_da_starofishtar_formula_Formula_xpack,Arcane Formula ~ Star of Ishtar,,Arcane_Formula_Star_of_Ishtar
records\xpack\item\artifacts\arcaneformulae\l_da_talismanofthejadeemperor_formula.dbr,xtagArtifactDescription067,True,False,False,@level06$: @act03$,Formula,ItemArtifactFormula,xpack,l_da_talismanofthejadeemperor_formula_Formula_xpack,Arcane Formula ~ Talisman of the Jade Emperor,,Arcane_Formula_Talisman_of_the_Jade_Emperor
records\xpack\item\artifacts\arcaneformulae\l_da_thothsglory_formula.dbr,xtagArtifactDescription072,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_da_thothsglory_formula_Formula_xpack,Arcane Formula ~ Thoth's Glory,,Arcane_Formula_Thoths_Glory
records\xpack2\item\artifacts\arcaneformulae\e_da_wheeloftaranis_formula.dbr,x2tagArtifactDescription002,True,True,False,"@level05$: @act06$, @level06$: @act01$",Formula,ItemArtifactFormula,xpack2,e_da_wheeloftaranis_formula_Formula_xpack2,Arcane Formula ~ Wheel of Taranis,,Arcane_Formula_Wheel_of_Taranis
records\xpack2\item\artifacts\arcaneformulae\l_da_applesofidun_formula.dbr,x2tagArtifactDescription001,True,True,False,@level06$: @act06$,Formula,ItemArtifactFormula,xpack2,l_da_applesofidun_formula_Formula_xpack2,Arcane Formula ~ Apples of Idun,,Arcane_Formula_Apples_of_Idun
records\xpack2\item\parchments\primrose_parchment01.dbr,,,,,,,,,,The Pieces,,The_Pieces
records\xpack2\item\relics\03_act5_nerthusmistletoe.dbr,,,,,,,,,,Incarnation of the Power of Nerthus,,Incarnation_of_the_Power_of_Nerthus
records\xpack2\item\parchments\parchment_x2c.dbr,,,,,,,,,,Poet's jotting,,Poets_jotting
records\xpack2\item\relics\02_act5_nerthusmistletoe.dbr,,,,,,,,,,Embodiment of the Power of Nerthus,,Embodiment_of_the_Power_of_Nerthus
records\xpack2\item\equipmentarmor\helm\furhood.dbr,,,,,,,,,,Bandit's Hood,,Bandits_Hood
records\xpack2\item\equipmentweapons\club\z_stonesword.dbr,,,,,,,,,,The Sword in the Stone,,The_Sword_in_the_Stone
records\xpack\item\equipmentarmor\armband\z_pirate01.dbr,,,,,,,,,,Blackbeard's Hook,,Blackbeards_Hook
records\xpack\item\equipmentweapons\club\secreto_club.dbr,,,,,,,,,,Arcane Purifier,,Arcane_Purifier
records\xpack\item\equipmentarmor\torso\secreto_torso.dbr,,,,,,,,,,Anti-Magic Robes,,Anti_Magic_Robes
records\xpack2\item\parchments\parchment_x2b.dbr,,,,,,,,,,Actor's note,,Actors_note
records\xpack\item\equipmentarmor\greaves\secreto_greaves.dbr,,,,,,,,,,Prometheus Greaves,,Prometheus_Greaves
records\xpack\item\equipmentweapons\shield\secreto_shield.dbr,,,,,,,,,,Seal of the Vigilant,,Seal_of_the_Vigilant
records\xpack\item\equipmentarmor\helm\secreto_helm.dbr,,,,,,,,,,Titanwatch Helm,,Titanwatch_Helm
records\xpack3\items\equipmentweapon\bow\u_e_02.dbr,x3tagU_Bow02,True,False,True,,Bow,WeaponHunting_Bow,xpack3,u_e_02_Bow_xpack3,Bristlemouth,L,Bristlemouth
records\xpack3\items\equipmentweapon\bow\u_l_01.dbr,x3tagU_Bow04,True,False,True,,Bow,WeaponHunting_Bow,xpack3,u_l_01_Bow_xpack3,Shark Spine,L,Shark_Spine
records\xpack3\items\equipmentweapon\bow\u_l_03.dbr,x3tagU_Bow06,True,False,True,,Bow,WeaponHunting_Bow,xpack3,u_l_03_Bow_xpack3,Michanismos,L,Michanismos
records\xpack3\items\equipmentarmor\armband\u_e_01.dbr,x3tagUArmor108,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_e_01_Armbands_xpack3,Saharan Wraps,L,Saharan_Wraps
records\xpack3\items\equipmentarmor\armband\u_e_02.dbr,x3tagUArmor105,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_e_02_Armbands_xpack3,The Ruby Eyes,L,The_Ruby_Eyes
records\xpack3\items\equipmentarmor\armband\um_e_01.dbr,x3tagUArmor109,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,um_e_01_Armbands_xpack3,Tartarian Armlets,L,Tartarian_Armlets
records\xpack3\items\equipmentarmor\armband\u_l_01.dbr,x3tagUArmor107,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_l_01_Armbands_xpack3,Melquart's Works,L,Melquarts_Works
records\xpack3\items\equipmentarmor\armband\u_l_02.dbr,x3tagUArmor106,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_l_02_Armbands_xpack3,Sidonian Gauntlets,L,Sidonian_Gauntlets
records\xpack3\items\equipmentarmor\armband\um_l_01.dbr,x3tagUArmor103,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,um_l_01_Armbands_xpack3,Claws of Molech,L,Claws_of_Molech
records\xpack3\items\equipmentweapon\club\u_e_01.dbr,x3tagU_Club01,True,False,True,,Mace,WeaponMelee_Mace,xpack3,u_e_01_Mace_xpack3,The Fomorian,L,The_Fomorian
records\xpack3\items\equipmentweapon\club\u_e_02.dbr,x3tagU_Club04,True,False,True,,Mace,WeaponMelee_Mace,xpack3,u_e_02_Mace_xpack3,Grim Companion,L,Grim_Companion
records\xpack3\items\equipmentarmor\torso\u_n_01.dbr,x3tagUArmor501,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_n_01_Armor_xpack3,Actaeon's Jerkin,E,Actaeons_Jerkin
records\xpack3\items\equipmentweapon\axe\u_n_03.dbr,x3tagU_Axe01,True,False,True,,Axe,WeaponMelee_Axe,xpack3,u_n_03_Axe_xpack3,Riveted Tomahawk,E,Riveted_Tomahawk
records\xpack3\items\equipmentweapon\axe\u_n_01.dbr,x3tagU_Axe08,True,False,True,,Axe,WeaponMelee_Axe,xpack3,u_n_01_Axe_xpack3,Wailing Horror,E,Wailing_Horror
records\xpack3\items\equipmentarmor\torso\u_n_02.dbr,x3tagUArmor506,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,u_n_02_Armor_xpack3,Celtic Furnace Plates,E,Celtic_Furnace_Plates
records\xpack3\items\equipmentweapon\bow\u_n_01.dbr,x3tagU_Bow03,True,False,True,,Bow,WeaponHunting_Bow,xpack3,u_n_01_Bow_xpack3,Bow of Selene,E,Bow_of_Selene
records\xpack3\items\equipmentarmor\armband\u_n_02.dbr,x3tagUArmor102,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_n_02_Armbands_xpack3,Azmelquart's Sparring Wraps,E,Azmelquarts_Sparring_Wraps
records\xpack3\items\equipmentweapon\axe\u_n_02.dbr,x3tagU_Axe07,True,False,True,,Axe,WeaponMelee_Axe,xpack3,u_n_02_Axe_xpack3,Old Notch,E,Old_Notch
records\xpack3\items\equipmentarmor\armband\um_n_01.dbr,x3tagUArmor104,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,um_n_01_Armbands_xpack3,Bathyc Gloves,E,Bathyc_Gloves
records\xpack3\items\equipmentarmor\armband\u_n_01.dbr,x3tagUArmor101,True,False,True,,Armbands,ArmorProtective_Forearm,xpack3,u_n_01_Armbands_xpack3,Goat Wool Pads,E,Goat_Wool_Pads
records\xpack3\items\equipmentarmor\torso\um_n_01.dbr,x3tagUArmor509,True,False,True,,Armor,ArmorProtective_UpperBody,xpack3,um_n_01_Armor_xpack3,Artificer's Apprentice Gown,E,Artificers_Apprentice_Gown
