Name,Classification,Item Level,Type,Set Name,From,"Item
DB Record",record,dbr,pack,id
Fu Xi's Shackle,Epic,49.0,ArmorProtective_Forearm,Legend of Fu Xi,TQ,us_e_legendoffuxi.dbr,records\item\equipmentarmband\us_e_legendoffuxi.dbr,us_e_legendoffuxi.dbr,Original,Fu_Xis_Shackle_0
Blackwyrm Guards,Epic,38.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_n_04.dbr,records\xpack2\item\equipmentarmor\armband\u_n_04.dbr,u_n_04.dbr,xpack2,Blackwyrm_Guards_0
Ceremonial Greaves,MonsterInfrequent Legendary,66.0,ArmorProtective_LowerBody,,TQ,mi_l_mummy.dbr,records\item\equipmentgreaves\mi_l_mummy.dbr,mi_l_mummy.dbr,Original,Ceremonial_Greaves_1
Mongol Chakrams,MonsterInfrequent Normal,2.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/mi_n_tigerman.dbr,records\xpack2\item\equipmentweapons\1hranged\mi_n_tigerman.dbr,mi_n_tigerman.dbr,xpack2,Mongol_Chakrams_2
Labyrinthine Cuirass,Epic,12.0,ArmorProtective_UpperBody,Labyrinthine Warsuit,TQ,us_n_labyrinthinearmor.dbr,records\item\equipmentarmor\us_n_labyrinthinearmor.dbr,us_n_labyrinthinearmor.dbr,Original,Labyrinthine_Cuirass_0
Embodiment of the Aegis of Athena,Common,,ItemRelic,,TQ,02_act1_aegisofathena.dbr,records\item\relics\02_act1_aegisofathena.dbr,02_act1_aegisofathena.dbr,Original,Embodiment_of_the_Aegis_of_Athena_0
Helm of the Tempest,Epic,50.0,ArmorProtective_Head,Tempest,TQ,us_e_tempest.dbr,records\item\equipmenthelm\us_e_tempest.dbr,us_e_tempest.dbr,Original,Helm_of_the_Tempest_0
Sentinel's Helm,MonsterInfrequent Epic,45.0,ArmorProtective_Head,,TQ,mi_e_gorgonmelee.dbr,records\item\equipmenthelm\mi_e_gorgonmelee.dbr,mi_e_gorgonmelee.dbr,Original,Sentinels_Helm_2
Leggings of Ker,MonsterInfrequent Legendary,72.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_l_keresmage.dbr,records\xpack\item\equipmentarmor\greaves\mi_l_keresmage.dbr,mi_l_keresmage.dbr,xpack,Leggings_of_Ker_2
Ch'kra's Leggings,MonsterInfrequent Epic,55.0,ArmorProtective_LowerBody,,TQ Immortal Throne,xpack/mi_e_formicidmage02.dbr,records\xpack\item\equipmentarmor\greaves\mi_e_formicidmage02.dbr,mi_e_formicidmage02.dbr,xpack,Chkras_Leggings_2
Icescale Guards,MonsterInfrequent Legendary,77.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_l_fjordmelee.dbr,records\xpack2\item\equipmentarmor\greaves\mi_l_fjordmelee.dbr,mi_l_fjordmelee.dbr,xpack2,Icescale_Guards_2
Shadesong,Epic,47.0,WeaponMelee_Mace,,TQ,us_e_umbralraiment.dbr,records\item\equipmentweapon\club\us_e_umbralraiment.dbr,us_e_umbralraiment.dbr,Original,Shadesong_0
Poseidon's Cuirass,Legendary,70.0,ArmorProtective_UpperBody,Armament of Poseidon,TQ Immortal Throne,xpack/us_l_002.dbr,records\xpack\item\equipmentarmor\torso\us_l_002.dbr,us_l_002.dbr,xpack,Poseidons_Cuirass_0
Ceremonial Armor,MonsterInfrequent Legendary,63.0,ArmorProtective_UpperBody,,TQ,mi_l_mummy.dbr,records\item\equipmentarmor\mi_l_mummy.dbr,mi_l_mummy.dbr,Original,Ceremonial_Armor_2
Bellerophon's Leggings,Legendary,53.0,ArmorProtective_LowerBody,,TQ,u_e_bellerophon'sleggings.dbr,records\item\equipmentgreaves\u_e_bellerophon'sleggings.dbr,u_e_bellerophon'sleggings.dbr,Original,Bellerophons_Leggings_0
Viny Growth,Common,,ItemCharm,,TQ,01_act3_vinygrowth.dbr,records\item\animalrelics\01_act3_vinygrowth.dbr,01_act3_vinygrowth.dbr,Original,Viny_Growth_0
Etruscan Cuirass,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_etruscancuirass.dbr,records\item\equipmentarmor\u_e_etruscancuirass.dbr,u_e_etruscancuirass.dbr,Original,Etruscan_Cuirass_0
Bandari's Bracers,MonsterInfrequent Epic,50.0,ArmorProtective_Forearm,,TQ,mi_e_bandari.dbr,records\item\equipmentarmband\mi_e_bandari.dbr,mi_e_bandari.dbr,Original,Bandaris_Bracers_2
Exotic Armor,MonsterInfrequent Normal,22.0,ArmorProtective_UpperBody,,TQ,mi_n_tropicalarachnos.dbr,records\item\equipmentarmor\mi_n_tropicalarachnos.dbr,mi_n_tropicalarachnos.dbr,Original,Exotic_Armor_1
Axe of King Budli,Epic,38.0,WeaponMelee_Axe,,TQ Ragnarok,xpack2/u_n_01.dbr,records\xpack2\item\equipmentweapons\axe\u_n_01.dbr,u_n_01.dbr,xpack2,Axe_of_King_Budli_0
Necklace of Harmonia,Legendary,59.0,ArmorJewelry_Amulet,,TQ,u_l_necklaceofharmonia.dbr,records\item\equipmentamulet\u_l_necklaceofharmonia.dbr,u_l_necklaceofharmonia.dbr,Original,Necklace_of_Harmonia_0
Raiment of the Deep,MonsterInfrequent Normal,36.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_fjordmage.dbr,records\xpack2\item\equipmentarmor\torso\mi_n_fjordmage.dbr,mi_n_fjordmage.dbr,xpack2,Raiment_of_the_Deep_2
Deathweaver's Shield,MonsterInfrequent Normal,9.0,WeaponArmor_Shield,,TQ,mi_n_arachnos.dbr,records\item\equipmentshield\mi_n_arachnos.dbr,mi_n_arachnos.dbr,Original,Deathweavers_Shield_2
The Night Mistress' Bracelet,MonsterInfrequent Legendary,70.0,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_l_empusamage.dbr,records\xpack\item\equipmentarmor\armband\mi_l_empusamage.dbr,mi_l_empusamage.dbr,xpack,The_Night_Mistress_Bracelet_1
Bramblewood Bow,MonsterInfrequent Epic,53.0,WeaponHunting_Bow,,TQ Immortal Throne,xpack/mi_e_anouran.dbr,records\xpack\item\equipmentweapons\bow\mi_e_anouran.dbr,mi_e_anouran.dbr,xpack,Bramblewood_Bow_0
Ismene's Helm,MonsterInfrequent Normal,32.0,ArmorProtective_Head,,TQ Immortal Throne,xpack/mi_n_lamiamelee.dbr,records\xpack\item\equipmentarmor\helm\mi_n_lamiamelee.dbr,mi_n_lamiamelee.dbr,xpack,Ismenes_Helm_2
Hyksos Compound Bow,Epic,39.0,WeaponHunting_Bow,,TQ,u_e_hyksoscompoundbow.dbr,records\item\equipmentweapon\bow\u_e_hyksoscompoundbow.dbr,u_e_hyksoscompoundbow.dbr,Original,Hyksos_Compound_Bow_0
Sucellus Armguards,Epic,37.0,ArmorProtective_Forearm,Sucellus' Clasps,TQ Ragnarok,xpack2/us_n_sucellus.dbr,records\xpack2\item\equipmentarmor\armband\us_n_sucellus.dbr,us_n_sucellus.dbr,xpack2,Sucellus_Armguards_0
Outrider's Skullcap,MonsterInfrequent Legendary,75.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_l_centaur.dbr,records\xpack2\item\equipmentarmor\helm\mi_l_centaur.dbr,mi_l_centaur.dbr,xpack2,Outriders_Skullcap_2
Prospector Rod,MonsterInfrequent Legendary,78.0,WeaponMagical_Staff,,TQ Ragnarok,xpack2/mi_l_dvergr.dbr,records\xpack2\item\equipmentweapons\staff\mi_l_dvergr.dbr,mi_l_dvergr.dbr,xpack2,Prospector_Rod_2
Incarnation of the Blade of Thanatos,Common,,ItemRelic,,TQ Immortal Throne,xpack/03_act4_bladeofthanatos.dbr,records\xpack\item\relics\03_act4_bladeofthanatos.dbr,03_act4_bladeofthanatos.dbr,xpack,Incarnation_of_the_Blade_of_Thanatos_0
Headhunter's Pride,Legendary,61.0,WeaponMelee_Mace,,TQ Ragnarok,xpack2/u_e_02.dbr,records\xpack2\item\equipmentweapons\club\u_e_02.dbr,u_e_02.dbr,xpack2,Headhunters_Pride_0
Soul Shiver,Lesser,5.0,ItemArtifact,,TQ Immortal Throne,xpack/n_la_soulshiver.dbr,records\xpack\item\artifacts\n_la_soulshiver.dbr,n_la_soulshiver.dbr,xpack,Soul_Shiver_0
Theban Bracers,Epic,12.0,ArmorProtective_Forearm,Theban Panoply,TQ,us_n_thebanpanoply.dbr,records\item\equipmentarmband\us_n_thebanpanoply.dbr,us_n_thebanpanoply.dbr,Original,Theban_Bracers_0
Lupine Shroud,MonsterInfrequent Epic,47.0,ArmorProtective_Head,,TQ,mi_e_jackalmanmage.dbr,records\item\equipmenthelm\mi_e_jackalmanmage.dbr,mi_e_jackalmanmage.dbr,Original,Lupine_Shroud_2
Scironian Armor,MonsterInfrequent Epic,56.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_e_banditgreek.dbr,records\xpack2\item\equipmentarmor\torso\mi_e_banditgreek.dbr,mi_e_banditgreek.dbr,xpack2,Scironian_Armor_2
Bonebreaker Greaves,MonsterInfrequent Normal,35.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_n_troll.dbr,records\xpack2\item\equipmentarmor\greaves\mi_n_troll.dbr,mi_n_troll.dbr,xpack2,Bonebreaker_Greaves_2
Conqueror's Mark,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/l_ga_conquerorsmark.dbr,records\xpack\item\artifacts\l_ga_conquerorsmark.dbr,l_ga_conquerorsmark.dbr,xpack,Conquerors_Mark_0
Exotic Armor,MonsterInfrequent Legendary,66.0,ArmorProtective_UpperBody,,TQ,mi_l_tropicalarachnos.dbr,records\item\equipmentarmor\mi_l_tropicalarachnos.dbr,mi_l_tropicalarachnos.dbr,Original,Exotic_Armor_2
Guards of the Restless King,MonsterInfrequent Epic,58.0,ArmorProtective_LowerBody,,TQ Ragnarok,xpack2/mi_e_draugr.dbr,records\xpack2\item\equipmentarmor\greaves\mi_e_draugr.dbr,mi_e_draugr.dbr,xpack2,Guards_of_the_Restless_King_2
Ismene's Bracers,MonsterInfrequent Normal,,ArmorProtective_Forearm,,TQ Immortal Throne,xpack/mi_n_lamiamelee.dbr,records\xpack\item\equipmentarmor\armband\mi_n_lamiamelee.dbr,mi_n_lamiamelee.dbr,xpack,Ismenes_Bracers_2
The Furies,Legendary,68.0,WeaponMelee_Axe,,TQ,u_l_thefuries.dbr,records\item\equipmentweapon\axe\u_l_thefuries.dbr,u_l_thefuries.dbr,Original,The_Furies_0
Outrider's Tunic,MonsterInfrequent Normal,34.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_n_centaur.dbr,records\xpack2\item\equipmentarmor\torso\mi_n_centaur.dbr,mi_n_centaur.dbr,xpack2,Outriders_Tunic_2
Marauder's Girdle,MonsterInfrequent Epic,49.0,ArmorProtective_UpperBody,,TQ,mi_e_neanderthalmelee.dbr,records\item\equipmentarmor\mi_e_neanderthalmelee.dbr,mi_e_neanderthalmelee.dbr,Original,Marauders_Girdle_2
Sanngridr,Epic,63.0,WeaponHunting_Spear,,TQ Ragnarok,xpack2/u_e_01.dbr,records\xpack2\item\equipmentweapons\spear\u_e_01.dbr,u_e_01.dbr,xpack2,Sanngridr_0
Ichthian Shell,MonsterInfrequent Legendary,77.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/mi_l_fjordmelee.dbr,records\xpack2\item\equipmentweapons\shield\mi_l_fjordmelee.dbr,mi_l_fjordmelee.dbr,xpack2,Ichthian_Shell_2
The Rat's Pack,MonsterInfrequent Legendary,67.0,ArmorProtective_UpperBody,,TQ,mi_l_ratmanchampion.dbr,records\item\equipmentarmor\mi_l_ratmanchampion.dbr,mi_l_ratmanchampion.dbr,Original,The_Rats_Pack_1
Cold Essence,Common,,ItemCharm,,TQ Ragnarok,xpack2/01_act5_coldessence.dbr,records\xpack2\item\charms\01_act5_coldessence.dbr,01_act5_coldessence.dbr,xpack2,Cold_Essence_0
Sword of Damocles,Legendary,43.0,WeaponMelee_Sword,,TQ,u_e_swordofdamocles.dbr,records\item\equipmentweapon\sword\u_e_swordofdamocles.dbr,u_e_swordofdamocles.dbr,Original,Sword_of_Damocles_0
Blood Letter,Epic,8.0,WeaponHunting_Spear,,TQ,u_n_bloodletter.dbr,records\item\equipmentweapon\spear\u_n_bloodletter.dbr,u_n_bloodletter.dbr,Original,Blood_Letter_0
Legendary Spectral Matter,Common,,ItemCharm,,TQ,03_multacts_spectralmatter.dbr,records\item\animalrelics\03_multacts_spectralmatter.dbr,03_multacts_spectralmatter.dbr,Original,Legendary_Spectral_Matter_0
Charm of the Magi,MonsterInfrequent Epic,37.0,ArmorProtective_Forearm,,TQ,mi_e_satyrmage.dbr,records\item\equipmentarmband\mi_e_satyrmage.dbr,mi_e_satyrmage.dbr,Original,Charm_of_the_Magi_2
Essence of the Ankh of Isis,Common,,ItemRelic,,TQ,01_act2_ankhofisis.dbr,records\item\relics\01_act2_ankhofisis.dbr,01_act2_ankhofisis.dbr,Original,Essence_of_the_Ankh_of_Isis_0
Epic Turtle Shell,Common,,ItemCharm,,TQ,02_act1_turtleshell.dbr,records\item\animalrelics\02_act1_turtleshell.dbr,02_act1_turtleshell.dbr,Original,Epic_Turtle_Shell_0
Harbinger's Greaves,Epic,56.0,ArmorProtective_LowerBody,The Harbinger,TQ Immortal Throne,xpack/us_e_004.dbr,records\xpack\item\equipmentarmor\greaves\us_e_004.dbr,us_e_004.dbr,xpack,Harbingers_Greaves_0
Arcane Formula ~ Phylactery of Shadows,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_la_phylacteryofshadows_formula.dbr,records\xpack\item\artifacts\arcaneformulae\e_la_phylacteryofshadows_formula.dbr,e_la_phylacteryofshadows_formula.dbr,xpack,Arcane_Formula_~_Phylactery_of_Shadows_0
Earthen Barrier,Epic,26.0,WeaponArmor_Shield,,TQ,u_n_earthenbarrier.dbr,records\item\equipmentshield\u_n_earthenbarrier.dbr,u_n_earthenbarrier.dbr,Original,Earthen_Barrier_0
Hydradon Hide,Common,,ItemCharm,,TQ Immortal Throne,xpack/01_act4_hydradonhide.dbr,records\xpack\item\charms\01_act4_hydradonhide.dbr,01_act4_hydradonhide.dbr,xpack,Hydradon_Hide_0
Arubianus Helmet,Epic,37.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_n_03.dbr,records\xpack2\item\equipmentarmor\helm\u_n_03.dbr,u_n_03.dbr,xpack2,Arubianus_Helmet_0
Lupine Vestment,MonsterInfrequent Epic,44.0,ArmorProtective_UpperBody,,TQ,mi_e_jackalmanmage.dbr,records\item\equipmentarmor\mi_e_jackalmanmage.dbr,mi_e_jackalmanmage.dbr,Original,Lupine_Vestment_2
Jormungandr Guards,Legendary,61.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/u_e_02.dbr,records\xpack2\item\equipmentarmor\armband\u_e_02.dbr,u_e_02.dbr,xpack2,Jormungandr_Guards_0
Embodiment of Li-Nezha's Guile,Common,,ItemRelic,,TQ,02_act3_linezhasguile.dbr,records\item\relics\02_act3_linezhasguile.dbr,02_act3_linezhasguile.dbr,Original,Embodiment_of_Li_Nezhas_Guile_0
Gauntlets of the Restless King,MonsterInfrequent Normal,36.0,ArmorProtective_Forearm,,TQ Ragnarok,xpack2/mi_n_draugr.dbr,records\xpack2\item\equipmentarmor\armband\mi_n_draugr.dbr,mi_n_draugr.dbr,xpack2,Gauntlets_of_the_Restless_King_2
Stone Hammer,MonsterInfrequent Legendary,59.0,WeaponMelee_Mace,,TQ,mi_l_satyrguardian.dbr,records\item\equipmentweapon\club\mi_l_satyrguardian.dbr,mi_l_satyrguardian.dbr,Original,Stone_Hammer_2
Apophis Serpent,Epic,45.0,WeaponMagical_Staff,,TQ,u_e_apophisserpent.dbr,records\item\equipmentweapon\staff\u_e_apophisserpent.dbr,u_e_apophisserpent.dbr,Original,Apophis_Serpent_0
Telliam's Will,Epic,8.0,WeaponHunting_Bow,,TQ,u_n_telliam'swill.dbr,records\item\equipmentweapon\bow\u_n_telliam'swill.dbr,u_n_telliam'swill.dbr,Original,Telliams_Will_0
Svalinn,Legendary,77.0,WeaponArmor_Shield,,TQ Ragnarok,xpack2/u_l_01.dbr,records\xpack2\item\equipmentweapons\shield\u_l_01.dbr,u_l_01.dbr,xpack2,Svalinn_0
Ladon's Maw,Legendary,40.0,WeaponHunting_RangedOneHand,,TQ Ragnarok,xpack2/u_e_01.dbr,records\xpack2\item\equipmentweapons\1hranged\u_e_01.dbr,u_e_01.dbr,xpack2,Ladons_Maw_0
Shei-Do's Robes of Insight,Epic,52.0,ArmorProtective_UpperBody,,TQ,um_e_sheido'srobesofinsight.dbr,records\item\equipmentarmor\um_e_sheido'srobesofinsight.dbr,um_e_sheido'srobesofinsight.dbr,Original,Shei_Dos_Robes_of_Insight_0
Robes of Calchas,Epic,44.0,ArmorProtective_UpperBody,,TQ,um_e_robesofcalchas.dbr,records\item\equipmentarmor\um_e_robesofcalchas.dbr,um_e_robesofcalchas.dbr,Original,Robes_of_Calchas_0
The Rat's Pack,MonsterInfrequent Epic,49.0,ArmorProtective_UpperBody,,TQ,mi_e_ratmanchampion.dbr,records\item\equipmentarmor\mi_e_ratmanchampion.dbr,mi_e_ratmanchampion.dbr,Original,The_Rats_Pack_2
Armlets of Erebus,Epic,33.0,ArmorProtective_Forearm,Vestments of Erebus,TQ Immortal Throne,xpack/usm_n_001.dbr,records\xpack\item\equipmentarmor\armband\usm_n_001.dbr,usm_n_001.dbr,xpack,Armlets_of_Erebus_0
Crown of the Liche King,MonsterInfrequent Legendary,73.0,ArmorProtective_Head,,TQ,mi_l_liche.dbr,records\item\equipmenthelm\mi_l_liche.dbr,mi_l_liche.dbr,Original,Crown_of_the_Liche_King_2
Crimson Gem of Cytorius,Legendary,56.0,ArmorJewelry_Amulet,,TQ Immortal Throne,xpack/u_e_003.dbr,records\xpack\item\equipmentarmor\amulet\u_e_003.dbr,u_e_003.dbr,xpack,Crimson_Gem_of_Cytorius_0
Warlord's Coat,MonsterInfrequent Normal,25.0,ArmorProtective_UpperBody,,TQ,mi_n_tigermanchampion.dbr,records\item\equipmentarmor\mi_n_tigermanchampion.dbr,mi_n_tigermanchampion.dbr,Original,Warlords_Coat_2
Arcane Formula ~ Silver Heart,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/l_la_silverheart_formula.dbr,records\xpack\item\artifacts\arcaneformulae\l_la_silverheart_formula.dbr,l_la_silverheart_formula.dbr,xpack,Arcane_Formula_~_Silver_Heart_0
Horn of Tiamat,Legendary,65.0,WeaponMelee_Mace,,TQ,u_l_hornoftiamat.dbr,records\item\equipmentweapon\club\u_l_hornoftiamat.dbr,u_l_hornoftiamat.dbr,Original,Horn_of_Tiamat_0
Mindrazor,Legendary,65.0,WeaponMelee_Sword,,TQ,u_l_mindrazor.dbr,records\item\equipmentweapon\sword\u_l_mindrazor.dbr,u_l_mindrazor.dbr,Original,Mindrazor_0
Gildanthar,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_gildanthar.dbr,records\item\equipmentarmor\u_e_gildanthar.dbr,u_e_gildanthar.dbr,Original,Gildanthar_0
Heron's Gear,Epic,33.0,WeaponArmor_Shield,,TQ Immortal Throne,xpack/u_n_001.dbr,records\xpack\item\equipmentweapons\shield\u_n_001.dbr,u_n_001.dbr,xpack,Herons_Gear_0
Crown of the Deep,MonsterInfrequent Legendary,77.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/mi_l_fjordmage.dbr,records\xpack2\item\equipmentarmor\helm\mi_l_fjordmage.dbr,mi_l_fjordmage.dbr,xpack2,Crown_of_the_Deep_1
Incarnation of Herakles' Might,Common,,ItemRelic,,TQ,03_act1_heraclesmight.dbr,records\item\relics\03_act1_heraclesmight.dbr,03_act1_heraclesmight.dbr,Original,Incarnation_of_Herakles_Might_0
Electrum Charm,Epic,20.0,ArmorJewelry_Amulet,,TQ,u_n_electrumcharm.dbr,records\item\equipmentamulet\u_n_electrumcharm.dbr,u_n_electrumcharm.dbr,Original,Electrum_Charm_0
Quicksilver Bludgeon,Epic,24.0,WeaponMelee_Mace,,TQ,u_n_quicksilverbludgeon.dbr,records\item\equipmentweapon\club\u_n_quicksilverbludgeon.dbr,u_n_quicksilverbludgeon.dbr,Original,Quicksilver_Bludgeon_0
Arcane Formula ~ Ebony Globe,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_la_ebonyglobe_formula.dbr,records\xpack\item\artifacts\arcaneformulae\e_la_ebonyglobe_formula.dbr,e_la_ebonyglobe_formula.dbr,xpack,Arcane_Formula_~_Ebony_Globe_0
Frostguard,Epic,39.0,WeaponArmor_Shield,,TQ,u_e_frostguard.dbr,records\item\equipmentshield\u_e_frostguard.dbr,u_e_frostguard.dbr,Original,Frostguard_0
Raptor,Epic,49.0,WeaponHunting_Spear,,TQ,u_e_raptor.dbr,records\item\equipmentweapon\spear\u_e_raptor.dbr,u_e_raptor.dbr,Original,Raptor_0
The Rat's Track,MonsterInfrequent Epic,50.0,ArmorProtective_LowerBody,,TQ,mi_e_ratmanchampion.dbr,records\item\equipmentgreaves\mi_e_ratmanchampion.dbr,mi_e_ratmanchampion.dbr,Original,The_Rats_Track_2
Megalesios' Seal,MonsterInfrequent Legendary,62.0,ArmorProtective_Forearm,,TQ,mi_l_telkine.dbr,records\item\equipmentarmband\mi_l_telkine.dbr,mi_l_telkine.dbr,Original,Megalesios_Seal_2
Orpheus' Garland,Legendary,56.0,ArmorProtective_Head,,TQ,um_e_orpheusgarland.dbr,records\item\equipmenthelm\um_e_orpheusgarland.dbr,um_e_orpheusgarland.dbr,Original,Orpheus_Garland_0
Master Seer Robe,MonsterInfrequent Epic,59.0,ArmorProtective_UpperBody,,TQ Ragnarok,xpack2/mi_e_dvergrmage.dbr,records\xpack2\item\equipmentarmor\torso\mi_e_dvergrmage.dbr,mi_e_dvergrmage.dbr,xpack2,Master_Seer_Robe_2
Arcane Formula ~ Kingslayer,Greater,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_ga_sandsofkronos_formula.dbr,records\xpack\item\artifacts\arcaneformulae\e_ga_sandsofkronos_formula.dbr,e_ga_sandsofkronos_formula.dbr,xpack,Arcane_Formula_~_Kingslayer_0
Tunic of the Silver Bow,Epic,30.0,ArmorProtective_UpperBody,,TQ,u_n_tunicofthesilverbow.dbr,records\item\equipmentarmor\u_n_tunicofthesilverbow.dbr,u_n_tunicofthesilverbow.dbr,Original,Tunic_of_the_Silver_Bow_0
Spear of Tuthmosis III,Epic,45.0,WeaponHunting_Spear,,TQ,u_e_spearoftuthmosisiii.dbr,records\item\equipmentweapon\spear\u_e_spearoftuthmosisiii.dbr,u_e_spearoftuthmosisiii.dbr,Original,Spear_of_Tuthmosis_III_0
Sun Lu-Shan's Armor,Legendary,53.0,ArmorProtective_UpperBody,,TQ,u_e_sunlushan'sarmor.dbr,records\item\equipmentarmor\u_e_sunlushan'sarmor.dbr,u_e_sunlushan'sarmor.dbr,Original,Sun_Lu_Shans_Armor_0
Diseased Plumage,Common,,ItemCharm,,TQ,01_multacts_diseasedplumage.dbr,records\item\animalrelics\01_multacts_diseasedplumage.dbr,01_multacts_diseasedplumage.dbr,Original,Diseased_Plumage_0
Bramblewood Bow,MonsterInfrequent Normal,30.0,WeaponHunting_Bow,,TQ Immortal Throne,xpack/mi_n_anouran.dbr,records\xpack\item\equipmentweapons\bow\mi_n_anouran.dbr,mi_n_anouran.dbr,xpack,Bramblewood_Bow_1
Pyrophoric Lop,Legendary,75.0,WeaponMelee_Axe,,TQ Immortal Throne,xpack/u_l_002.dbr,records\xpack\item\equipmentweapons\axe\u_l_002.dbr,u_l_002.dbr,xpack,Pyrophoric_Lop_0
Draupner,Legendary,79.0,ArmorJewelry_Ring,Raiments of Wodan,TQ Ragnarok,xpack2/usm_l_allfather.dbr,records\xpack2\item\equipmentarmor\ring\usm_l_allfather.dbr,usm_l_allfather.dbr,xpack2,Draupner_0
Arcane Formula ~ Golden Belt,Lesser,,ItemArtifactFormula,,TQ Ragnarok,xpack2/n_la_goldenbelt_formula.dbr,records\xpack2\item\artifacts\arcaneformulae\n_la_goldenbelt_formula.dbr,n_la_goldenbelt_formula.dbr,xpack2,Arcane_Formula_~_Golden_Belt_0
Cap of Urd,Legendary,77.0,ArmorProtective_Head,,TQ Ragnarok,xpack2/u_l_03.dbr,records\xpack2\item\equipmentarmor\helm\u_l_03.dbr,u_l_03.dbr,xpack2,Cap_of_Urd_0
The Perishing Form,Legendary,60.0,ArmorProtective_UpperBody,The Shade,TQ Ragnarok,xpack2/usm_e_shade.dbr,records\xpack2\item\equipmentarmor\torso\usm_e_shade.dbr,usm_e_shade.dbr,xpack2,The_Perishing_Form_0
Pyromancer's Circlet,Epic,45.0,ArmorProtective_Head,Pyromancer's Guard,TQ,usm_e_pyromancer'sguard.dbr,records\item\equipmenthelm\usm_e_pyromancer'sguard.dbr,usm_e_pyromancer'sguard.dbr,Original,Pyromancers_Circlet_0
Arcane Formula ~ Nexus of Insanity,Lesser,,ItemArtifactFormula,,TQ Immortal Throne,xpack/e_la_nexusofinsanity_formula.dbr,records\xpack\item\artifacts\arcaneformulae\e_la_nexusofinsanity_formula.dbr,e_la_nexusofinsanity_formula.dbr,xpack,Arcane_Formula_~_Nexus_of_Insanity_0
Armlets of Freyja,Legendary,79.0,ArmorProtective_Forearm,Freyja's Panoply,TQ Ragnarok,xpack2/usm_l_freyja.dbr,records\xpack2\item\equipmentarmor\armband\usm_l_freyja.dbr,usm_l_freyja.dbr,xpack2,Armlets_of_Freyja_0
Unyielding Shackles of Tartarus,Legendary,68.0,ArmorProtective_LowerBody,Eternal Ward of Tartarus,TQ,us_l_eternalwardoftartarus.dbr,records\item\equipmentgreaves\us_l_eternalwardoftartarus.dbr,us_l_eternalwardoftartarus.dbr,Original,Unyielding_Shackles_of_Tartarus_0
Breastplate of Xanthus,Epic,39.0,ArmorProtective_UpperBody,,TQ,u_e_breastplateofxanthus.dbr,records\item\equipmentarmor\u_e_breastplateofxanthus.dbr,u_e_breastplateofxanthus.dbr,Original,Breastplate_of_Xanthus_0
Hand of Gaia,Greater,5.0,ItemArtifact,,TQ Immortal Throne,xpack/e_ga_handofgaea.dbr,records\xpack\item\artifacts\e_ga_handofgaea.dbr,e_ga_handofgaea.dbr,xpack,Hand_of_Gaia_0
Ring of Gaia,Legendary,50.0,ArmorJewelry_Ring,,TQ,u_e_ringofgaia.dbr,records\item\equipmentring\u_e_ringofgaia.dbr,u_e_ringofgaia.dbr,Original,Ring_of_Gaia_0
Ryggknappsspänne,Epic,63.0,ArmorJewelry_Amulet,,TQ Ragnarok,xpack2/u_e_002.dbr,records\xpack2\item\equipmentarmor\amulet\u_e_002.dbr,u_e_002.dbr,xpack2,Ryggknappsspänne_0
Bladeturn,Epic,46.0,WeaponArmor_Shield,,TQ,u_e_bladeturn.dbr,records\item\equipmentshield\u_e_bladeturn.dbr,u_e_bladeturn.dbr,Original,Bladeturn_0
Widowmaker,Epic,24.0,WeaponMelee_Mace,,TQ,u_n_widowmaker.dbr,records\item\equipmentweapon\club\u_n_widowmaker.dbr,u_n_widowmaker.dbr,Original,Widowmaker_0
Red Crown,Epic,20.0,ArmorProtective_Head,,TQ,um_n_redcrown.dbr,records\item\equipmenthelm\um_n_redcrown.dbr,um_n_redcrown.dbr,Original,Red_Crown_0
Prometheus' Gift,Legendary,65.0,WeaponMelee_Mace,,TQ,u_l_prometheus'gift.dbr,records\item\equipmentweapon\club\u_l_prometheus'gift.dbr,u_l_prometheus'gift.dbr,Original,Prometheus_Gift_0
