dbr,id,isit,isr,isatl,find
xpack2\item\equipmentweapons\1hranged\u_n_08.dbr,x2tagUWeapon084,true,true,false,@level04$: @act03$
xpack2\item\equipmentweapons\1hranged\u_n_09.dbr,x2tagUWeapon085,true,true,false,@level04$: @act03$
xpack2\item\equipmentweapons\1hranged\u_n_10.dbr,x2tagUWeapon086,true,true,false,"@level04$: @act04$, @level04$: @act06$"
xpack2\item\equipmentweapons\1hranged\u_n_11.dbr,x2tagUWeapon087,true,true,false,"@level04$: @act04$, @level04$: @act06$"
xpack2\item\equipmentweapons\1hranged\u_n_12.dbr,x2tagUWeapon088,true,true,false,"@level04$: @act04$, @level04$: @act06$"
xpack2\item\equipmentweapons\1hranged\u_n_13.dbr,x2tagUWeapon089,true,true,false,"@level04$: @act06$, @level05$: @act01$"
xpack2\item\equipmentweapons\1hranged\u_n_14.dbr,x2tagUWeapon090,true,true,false,"@level04$: @act06$, @level05$: @act01$"
xpack2\item\equipmentweapons\1hranged\u_n_15.dbr,x2tagUWeapon091,true,true,false,"@level04$: @act06$, @level05$: @act01$"
xpack2\item\equipmentweapons\1hranged\u_e_02.dbr,x2tagUWeapon068,true,true,false,
xpack2\item\equipmentweapons\1hranged\u_e_04.dbr,x2tagUWeapon070,true,true,false,@level05$: @act02$
xpack2\item\equipmentweapons\1hranged\u_e_06.dbr,x2tagUWeapon072,true,true,false,@level05$: @act04$
xpack2\item\equipmentweapons\1hranged\u_e_08.dbr,x2tagUWeapon074,true,true,false,"@level05$: @act04$, @act06$"
xpack2\item\equipmentweapons\1hranged\u_e_10.dbr,x2tagUWeapon076,true,true,false,"@level05$: @act06$, @level06$: @act01$"
xpack3\items\equipmentweapon\1hranged\u_n_01.dbr,x3tagU_1hr01,true,false,true,
xpack3\items\equipmentweapon\1hranged\u_n_02.dbr,x3tagU_1hr07,true,false,true,
xpack3\items\equipmentweapon\1hranged\u_n_03.dbr,x3tagU_1hr08,true,false,true,
item\equipmentamulet\u_e_aeon.dbr,tagUArmor071,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentamulet\u_e_amuletofhygeia.dbr,tagUArmor073,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentamulet\u_l_aphroditesfavor.dbr,tagUArmor089,false,false,false,@level06$: @amount07$
item\equipmentamulet\u_e_blessingofthegods.dbr,tagUArmor074,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmentamulet\u_l_essenceofstyx.dbr,tagUArmor091,false,false,false,@level06$: @amount07$
item\equipmentamulet\u_e_eyeofflame.dbr,tagUArmor076,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentamulet\u_l_myrmidon'spendant.dbr,tagUArmor092,false,false,false,@level06$: @amount07$
item\equipmentamulet\u_l_necklaceofharmonia.dbr,tagUArmor093,false,false,false,@level06$: @amount07$
item\equipmentamulet\u_l_pendantofimmortalrage.dbr,tagUArmor094,false,false,false,@level06$: @amount07$
item\equipmentamulet\u_e_polaris.dbr,tagUArmor079,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentamulet\u_l_shavo'srelic.dbr,tagUArmor095,false,false,false,@level06$: @amount07$
xpack\item\equipmentarmor\amulet\u_l_003.dbr,xtagUArmor024,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\amulet\u_l_002.dbr,xtagUArmor023,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\amulet\u_l_001.dbr,xtagUArmor022,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\amulet\u_e_003.dbr,xtagUArmor021,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentarmor\amulet\u_e_001.dbr,xtagUArmor019,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentarmor\amulet\u_e_002.dbr,xtagUArmor020,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack2\item\equipmentarmor\amulet\u_e_001.dbr,x2tagUArmor113,true,true,false,@level05$: @act06$; @level06$: @act01$
xpack2\item\equipmentarmor\amulet\u_e_003.dbr,x2tagUArmor115,true,true,false,@level05$: @act06$; @level06$: @act01$
xpack2\item\equipmentarmor\amulet\u_l_001.dbr,x2tagUArmor111,true,true,false,@level06$: @act06$
xpack2\item\equipmentarmor\amulet\u_l_002.dbr,x2tagUArmor112,true,true,false,@level06$: @act06$
item\equipmentarmor\u_l_armorofanubis.dbr,tagUArmor304,false,false,false,@level06$: @act02$
item\equipmentarmor\u_l_armorofpeleus.dbr,tagUArmor294,false,false,false,@level06$: @amount07$
item\equipmentarmor\u_e_armorofthecrimsonguard.dbr,tagUArmor292,false,false,false,"@level05$: @act02$, @level06$: @act02$"
item\equipmentarmor\um_e_azuresilkvestment.dbr,tagUArmor341,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentarmor\u_l_babeizigi.dbr,tagUArmor295,false,false,false,@level06$: @act03$
item\equipmentarmor\um_l_calypso'scover.dbr,tagUArmor296,false,false,false,@level06$: @act01$
item\equipmentarmor\u_e_certhas'plate.dbr,tagUArmor259,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentarmor\um_e_diogenes'chiton.dbr,tagUArmor261,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmentarmor\u_l_dionysus'jerkin.dbr,tagUArmor297,false,false,false,@level06$: @act01$
item\equipmentarmor\u_e_etruscancuirass.dbr,tagUArmor263,false,false,false,"@level05$: @act01$, @act02$; @level06$: @act01$, @act02$"
item\equipmentarmor\um_l_fengxao'smeditationrobes.dbr,tagUArmor349,false,false,false,@level06$: @act03$
item\equipmentarmor\u_l_ferrusgnosi.dbr,tagUArmor298,false,false,false,@level06$: @act01$
item\equipmentarmor\u_e_hippocrates'vest.dbr,tagUArmor266,false,false,false,"@level05$: @act01$, @act02$; @level06$: @act01$, @act02$"
item\equipmentarmor\u_l_horus'refuge.dbr,tagUArmor299,false,false,false,@level06$: @act02$
item\equipmentarmor\um_l_iris'scintillatingrobes.dbr,tagUArmor350,false,false,false,@level06$: @act02$
item\equipmentarmor\u_e_kondorangirdle.dbr,tagUArmor268,false,false,false,"@level05$: @act02$, @level06$: @act02$"
item\equipmentarmor\um_l_mantleofamunra.dbr,tagUArmor353,false,false,false,@level06$: @act02$
item\equipmentarmor\u_e_mantleofsajun.dbr,tagUArmor271,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentarmor\u_e_mantleofthesecretos.dbr,tagUArmor272,false,false,false,"@level05$: @act02$, @level06$: @act02$"
item\equipmentarmor\um_l_mindragerobe.dbr,tagUArmor351,false,false,false,@level06$: @amount07$
item\equipmentarmor\u_l_minoxianarmor.dbr,tagUArmor300,false,false,false,@level06$: @act02$
item\equipmentarmor\u_e_morago'sarmor.dbr,tagUArmor273,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentarmor\u_l_oddyseus'armor.dbr,tagUArmor301,false,false,false,@level06$: @amount07$
item\equipmentarmor\u_l_overlord'sironshell.dbr,tagUArmor302,false,false,false,@level06$: @amount07$
item\equipmentarmor\u_l_penumbraplate.dbr,tagUArmor352,false,false,false,@level06$: @amount07$
item\equipmentarmor\u_e_proteanarmor.dbr,tagUArmor275,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentarmor\um_e_qibai'srobe.dbr,tagUArmor344,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentarmor\um_e_raimentoflogos.dbr,tagUArmor276,false,false,false,"@level05$: @act02$, @act03$; @level06$: @act02$, @act03$"
item\equipmentarmor\u_e_raimentofxigua.dbr,tagUArmor277,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentarmor\u_e_rhesus'whitewashedarmor.dbr,tagUArmor279,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentarmor\um_l_robesofsidirosloros.dbr,tagUArmor354,false,false,false,@level06$: @amount07$
item\equipmentarmor\um_e_sanbai'srobe.dbr,tagUArmor345,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentarmor\u_l_shroudofeirene.dbr,tagUArmor303,false,false,false,@level06$: @amount07$
item\equipmentarmor\u_e_sunlushan'sarmor.dbr,tagUArmor285,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentarmor\u_e_thekhan'shuntingharness.dbr,tagUArmor288,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentarmor\u_l_verdantplate.dbr,tagUArmor306,false,false,false,@level06$: @amount07$
item\equipmentarmor\um_l_vestmentoftheoverlord.dbr,tagUArmor355,false,false,false,@level06$: @amount07$
item\equipmentarmor\u_e_vestmentofthomthemad.dbr,tagUArmor291,false,false,false,"@level05$: @act02$, @level06$: @act02$"
item\equipmentarmor\u_l_wyrmskinharness.dbr,tagUArmor307,false,false,false,@level06$: @act03$
xpack\item\equipmentarmor\torso\u_l_001.dbr,xtagUArmor033,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\torso\um_e_001.dbr,xtagUArmor037,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentarmor\torso\um_l_001.dbr,xtagUArmor039,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\torso\um_l_002.dbr,xtagUArmor040,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\torso\um_e_002.dbr,xtagUArmor038,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack2\item\equipmentarmor\torso\u_e_01.dbr,x2tagUArmor037,true,true,false,@level05$: @act06$; @level06$: @act01$
xpack2\item\equipmentarmor\torso\u_e_02.dbr,x2tagUArmor038,true,true,false,@level05$: @act06$; @level06$: @act01$
xpack2\item\equipmentarmor\torso\u_e_03.dbr,x2tagUArmor039,true,true,false,@level05$: @act06$; @level06$: @act01$
xpack2\item\equipmentarmor\torso\u_l_01.dbr,x2tagUArmor035,true,true,false,@level06$: @act06$
xpack2\item\equipmentarmor\torso\u_l_02.dbr,x2tagUArmor036,true,true,false,@level06$: @act06$
xpack3\items\equipmentarmor\torso\u_e_01.dbr,x3tagUArmor510,true,false,true,
xpack3\items\equipmentarmor\torso\u_e_02.dbr,x3tagUArmor502,true,false,true,
xpack3\items\equipmentarmor\torso\um_e_01.dbr,x3tagUArmor504,true,false,true,
xpack3\items\equipmentarmor\torso\um_e_02.dbr,x3tagUArmor508,true,false,true,
xpack3\items\equipmentarmor\torso\u_l_01.dbr,x3tagUArmor505,true,false,true,
xpack3\items\equipmentarmor\torso\u_l_02.dbr,x3tagUArmor503,true,false,true,
xpack3\items\equipmentarmor\torso\um_l_01.dbr,x3tagUArmor507,true,false,true,
item\equipmentweapon\axe\u_l_acheron'stouch.dbr,tagUWeapon085,false,false,false,@level06$: @amount07$
item\equipmentweapon\axe\u_e_atropos'assistant.dbr,tagUWeapon071,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentweapon\axe\u_l_axeoftereus.dbr,tagUWeapon086,false,false,false,@level06$: @amount07$
item\equipmentweapon\axe\u_l_cerberus'bite.dbr,tagUWeapon087,false,false,false,@level06$: @amount07$
item\equipmentweapon\axe\u_e_enkidu'sstand.dbr,tagUWeapon081,false,false,false,"@level05$: @act02$, @act03$; @level06$: @act02$, @act03$"
item\equipmentweapon\axe\u_l_erysichthon'shunger.dbr,tagUWeapon088,false,false,false,@level06$: @act01$
item\equipmentweapon\axe\u_l_persephone'scaress.dbr,tagUWeapon091,false,false,false,@level06$: @amount07$
item\equipmentweapon\axe\u_l_phoenix.dbr,tagUWeapon092,false,false,false,@level06$: @act02$
item\equipmentweapon\axe\u_e_shai'tan.dbr,tagUWeapon093,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentweapon\axe\u_l_thefuries.dbr,tagUWeapon089,false,false,false,@level06$: @amount07$
item\equipmentweapon\axe\u_e_theogenes'onslaught.dbr,tagUWeapon074,false,false,false,"@level05$: @act01$, @act02$; @level06$: @act01$, @act02$"
item\equipmentweapon\axe\u_e_torment.dbr,tagUWeapon084,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
xpack\item\equipmentweapons\axe\u_e_001.dbr,xtagUWeapon018,true,false,false,@level05$: @act04$
xpack\item\equipmentweapons\axe\u_e_002.dbr,xtagUWeapon019,true,false,false,@level05$: @act04$
xpack\item\equipmentweapons\axe\u_e_003.dbr,xtagUWeapon020,true,false,false,@level05$: @act04$
xpack\item\equipmentweapons\axe\u_l_002.dbr,xtagUWeapon022,true,false,false,@level06$: @act04$
xpack\item\equipmentweapons\axe\u_l_001.dbr,xtagUWeapon021,true,false,false,@level06$: @act04$
xpack\item\equipmentweapons\axe\u_l_003.dbr,xtagUWeapon023,true,false,false,@level06$: @act04$
xpack2\item\equipmentweapons\axe\u_e_02.dbr,x2tagUWeapon029,true,true,false,"@level05$: @act06$, @level06$: @act01$"
xpack2\item\equipmentweapons\axe\u_l_01.dbr,x2tagUWeapon025,true,true,false,@level06$: @act06$
xpack2\item\equipmentweapons\axe\u_l_02.dbr,x2tagUWeapon026,true,true,false,@level06$: @act06$
xpack2\item\equipmentweapons\axe\u_l_03.dbr,x2tagUWeapon027,true,true,false,@level06$: @act06$
xpack3\items\equipmentweapon\axe\u_e_01.dbr,x3tagU_Axe02,true,false,true,
xpack3\items\equipmentweapon\axe\u_e_02.dbr,x3tagU_Axe03,true,false,true,
xpack3\items\equipmentweapon\axe\u_l_01.dbr,x3tagU_Axe04,true,false,true,
xpack3\items\equipmentweapon\axe\u_l_02.dbr,x3tagU_Axe05,true,false,true,
xpack3\items\equipmentweapon\axe\u_l_03.dbr,x3tagU_Axe06,true,false,true,
item\equipmentweapon\bow\u_l_apollo'scurvedbow.dbr,tagUWeapon130,false,false,false,@level06$: @amount07$
item\equipmentweapon\bow\u_l_artemis'silverbow.dbr,tagUWeapon131,false,false,false,@level06$: @amount07$
item\equipmentweapon\bow\u_l_atalanta'sbow.dbr,tagUWeapon132,false,false,false,@level06$: @act01$
item\equipmentweapon\bow\u_e_borealis.dbr,tagUWeapon111,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentweapon\bow\u_l_bowofeurytus.dbr,tagUWeapon133,false,false,false,@level06$: @amount07$
item\equipmentweapon\bow\u_l_bowofheracles.dbr,tagUWeapon134,false,false,false,@level06$: @amount07$
item\equipmentweapon\bow\u_e_deathblossom.dbr,tagUWeapon114,false,false,false,"@level05$: @act03$, @act04$; @level06$: @act03$"
item\equipmentweapon\bow\u_l_helios'fury.dbr,tagUWeapon135,false,false,false,@level06$: @amount07$
item\equipmentweapon\bow\u_e_khamsin.dbr,tagUWeapon123,false,false,false,"@level05$: @act02$, @level06$: @act02$"
item\equipmentweapon\bow\u_e_neith'sbowofthesun.dbr,tagUWeapon125,false,false,false,"@level05$: @act02$, @level06$: @act02$"
item\equipmentweapon\bow\u_l_nemesis'recurve.dbr,tagUWeapon136,false,false,false,@level06$: @amount07$
item\equipmentweapon\bow\u_l_painweaver.dbr,tagUWeapon137,false,false,false,@level06$: @amount07$
item\equipmentweapon\bow\u_l_qinwarbow.dbr,tagUWeapon138,false,false,false,@level06$: @act03$
item\equipmentweapon\bow\u_l_serpentwhisper.dbr,tagUWeapon139,false,false,false,@level06$: @act02$
item\equipmentweapon\bow\u_e_teucer'swarbow.dbr,tagUWeapon151,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentweapon\bow\u_e_zhurong'sfirebow.dbr,tagUWeapon129,false,false,false,"@level05$: @act03$, @act04$; @level06$: @act03$"
xpack\item\equipmentweapons\bow\u_e_002.dbr,xtagUWeapon035,true,false,false,@level06$: @act04$
xpack\item\equipmentweapons\bow\u_l_001.dbr,xtagUWeapon036,true,false,false,@level06$: @act04$
xpack\item\equipmentweapons\bow\u_l_002.dbr,xtagUWeapon037,true,false,false,@level06$: @act04$
xpack\item\equipmentweapons\bow\u_e_001.dbr,xtagUWeapon034,true,false,false,@level06$: @act04$
xpack\item\equipmentweapons\bow\u_l_003.dbr,xtagUWeapon038,true,false,false,@level06$: @act04$
xpack2\item\equipmentweapons\bow\u_e_02.dbr,x2tagUWeapon045,true,true,false,"@level05$: @act06$, @level06$: @act01$"
xpack2\item\equipmentweapons\bow\u_l_01.dbr,x2tagUWeapon041,true,true,false,@level06$: @act06$
xpack2\item\equipmentweapons\bow\u_l_02.dbr,x2tagUWeapon042,true,true,false,@level06$: @act06$
xpack2\item\equipmentweapons\bow\u_l_03.dbr,x2tagUWeapon043,true,true,false,@level06$: @act06$
xpack3\items\equipmentweapon\bow\u_e_01.dbr,x3tagU_Bow01,true,false,true,
xpack3\items\equipmentweapon\bow\u_e_02.dbr,x3tagU_Bow02,true,false,true,
xpack3\items\equipmentweapon\bow\u_l_01.dbr,x3tagU_Bow04,true,false,true,
xpack3\items\equipmentweapon\bow\u_l_03.dbr,x3tagU_Bow06,true,false,true,
item\equipmentarmband\um_l_braceletofaman'da.dbr,tagUArmor051,false,false,false,@level06$: @amount07$
item\equipmentarmband\um_e_coilofresilience.dbr,tagUArmor039,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentarmband\um_e_diogenes'wrap.dbr,tagUArmor041,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentarmband\um_e_dragon'sbreath.dbr,tagUArmor042,false,false,false,"@level05$: @act03$, @level06$: @act03$"
item\equipmentarmband\um_l_heartsongbracelet.dbr,tagUArmor052,false,false,false,@level06$: @amount07$
item\equipmentarmband\um_e_permafrostbracelet.dbr,tagUArmor047,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentarmband\um_e_scourgewrap.dbr,tagUArmor049,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentarmband\um_l_senbi'sclasp.dbr,tagUArmor053,false,false,false,@level06$: @amount07$
item\equipmentarmband\um_l_truesilverbracelet.dbr,tagUArmor054,false,false,false,"@level06$: @act01$, @act02$, @act03$"
xpack\item\equipmentarmor\armband\u_l_002.dbr,xtagUArmor059,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\armband\um_l_001.dbr,xtagUArmor066,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\armband\um_e_001.dbr,xtagUArmor063,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentarmor\armband\um_e_002.dbr,xtagUArmor064,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentarmor\armband\um_e_003.dbr,xtagUArmor065,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack2\item\equipmentarmor\armband\u_e_01.dbr,x2tagUArmor068,true,true,false,"@level05$: @act06$, @level06$: @act01$"
xpack2\item\equipmentarmor\armband\u_e_02.dbr,x2tagUArmor069,true,true,false,"@level05$: @act06$, @level06$: @act01$"
xpack2\item\equipmentarmor\armband\u_e_03.dbr,x2tagUArmor070,true,true,false,"@level05$: @act06$, @level06$: @act01$"
xpack2\item\equipmentarmor\armband\u_l_01.dbr,x2tagUArmor065,true,true,false,@level06$: @act06$
xpack2\item\equipmentarmor\armband\u_l_02.dbr,x2tagUArmor066,true,true,false,@level06$: @act06$
xpack2\item\equipmentarmor\armband\u_l_03.dbr,x2tagUArmor067,true,true,false,@level06$: @act06$
xpack3\items\equipmentarmor\armband\u_e_01.dbr,x3tagUArmor108,true,false,true,
xpack3\items\equipmentarmor\armband\u_e_02.dbr,x3tagUArmor105,true,false,true,
xpack3\items\equipmentarmor\armband\um_e_01.dbr,x3tagUArmor109,true,false,true,
xpack3\items\equipmentarmor\armband\u_l_01.dbr,x3tagUArmor107,true,false,true,
xpack3\items\equipmentarmor\armband\u_l_02.dbr,x3tagUArmor106,true,false,true,
xpack3\items\equipmentarmor\armband\um_l_01.dbr,x3tagUArmor103,true,false,true,
item\equipmentweapon\club\u_l_agamemnon'sscepter.dbr,tagUWeapon168,false,false,false,@level06$: @amount07$
item\equipmentweapon\club\u_l_areithous'mace.dbr,tagUWeapon169,false,false,false,"@level06$: @act01$, @act02$"
item\equipmentweapon\club\u_e_demeter'ssorrow.dbr,tagUWeapon156,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentweapon\club\u_l_glacialmaul.dbr,tagUWeapon170,false,false,false,@level06$: @amount07$
item\equipmentweapon\club\u_l_hornoftiamat.dbr,tagUWeapon172,false,false,false,"@level06$: @act02$, @act03$"
item\equipmentweapon\club\u_l_krakensfist.dbr,tagUWeapon173,false,false,false,@level06$: @amount07$
item\equipmentweapon\club\u_e_lykaionmalleus.dbr,tagUWeapon159,false,false,false,@level06$: @act01$
item\equipmentweapon\club\u_l_orion'smace.dbr,tagUWeapon174,false,false,false,@level06$: @amount07$
item\equipmentweapon\club\u_l_prometheus'gift.dbr,tagUWeapon161,false,false,false,@level06$: @amount07$
item\equipmentweapon\club\u_l_saprosthecorrupter.dbr,tagUWeapon175,false,false,false,@level06$: @amount07$
item\equipmentweapon\club\u_l_scepterofthanatos.dbr,tagUWeapon176,false,false,false,@level06$: @amount07$
item\equipmentweapon\club\us_e_umbralraiment.dbr,tagUWeapon193,false,false,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
item\equipmentweapon\club\u_e_spinebreaker.dbr,tagUWeapon177,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentweapon\club\u_e_thornymaul.dbr,tagUWeapon165,false,false,false,"@level05$: @act01$, @act03$; @level06$: @act01$, @act03$"
item\equipmentweapon\club\u_e_truncheonofmalice.dbr,tagUWeapon167,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
xpack\item\equipmentweapons\club\u_e_002.dbr,xtagUWeapon050,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentweapons\club\u_l_002.dbr,xtagUWeapon053,true,false,false,@level06$: @act04$
xpack\item\equipmentweapons\club\u_e_001.dbr,xtagUWeapon049,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentweapons\club\u_l_001.dbr,xtagUWeapon051,true,false,false,@level06$: @act04$
xpack2\item\equipmentweapons\club\u_e_02.dbr,x2tagUWeapon012,true,true,false,"@level05$: @act06$, @level06$: @act01$"
xpack2\item\equipmentweapons\club\u_l_01.dbr,x2tagUWeapon008,true,true,false,@level06$: @act06$
xpack2\item\equipmentweapons\club\u_l_02.dbr,x2tagUWeapon009,true,true,false,@level06$: @act06$
xpack2\item\equipmentweapons\club\u_l_03.dbr,x2tagUWeapon010,true,true,false,@level06$: @act06$
xpack3\items\equipmentweapon\club\u_e_01.dbr,x3tagU_Club01,true,false,true,
xpack3\items\equipmentweapon\club\u_e_02.dbr,x3tagU_Club04,true,false,true,
xpack3\items\equipmentweapon\club\u_l_01.dbr,x3tagU_Club02,true,false,true,
xpack3\items\equipmentweapon\club\u_l_02.dbr,x3tagU_Club03,true,false,true,
item\equipmentgreaves\u_e_athena'sbattlegreaves.dbr,tagUArmor138,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentgreaves\u_e_bellerophon'sleggings.dbr,tagUArmor139,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmentgreaves\u_l_hermes'talaria.dbr,tagUArmor145,false,false,false,@level06$: @amount07$
item\equipmentgreaves\u_e_murkcrawlers.dbr,tagUArmor142,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
xpack\item\equipmentarmor\greaves\u_e_001.dbr,xtagUArmor083,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentarmor\greaves\um_e_002.dbr,xtagUArmor091,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentarmor\greaves\um_l_002.dbr,xtagUArmor094,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\greaves\u_e_002.dbr,xtagUArmor084,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentarmor\greaves\um_e_003.dbr,xtagUArmor092,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentarmor\greaves\u_l_001.dbr,xtagUArmor085,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\greaves\um_l_001.dbr,xtagUArmor093,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\greaves\um_e_001.dbr,xtagUArmor090,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack2\item\equipmentarmor\greaves\u_e_01.dbr,x2tagUArmor083,true,true,false,"@level05$: @act06$, @level06$: @act01$"
xpack2\item\equipmentarmor\greaves\u_e_02.dbr,x2tagUArmor084,true,true,false,"@level05$: @act06$, @level06$: @act01$"
xpack2\item\equipmentarmor\greaves\u_e_03.dbr,x2tagUArmor085,true,true,false,"@level05$: @act06$, @level06$: @act01$"
xpack2\item\equipmentarmor\greaves\u_l_01.dbr,x2tagUArmor079,true,true,false,@level06$: @act06$
xpack2\item\equipmentarmor\greaves\u_l_02.dbr,x2tagUArmor080,true,true,false,@level06$: @act06$
xpack2\item\equipmentarmor\greaves\u_l_03.dbr,x2tagUArmor081,true,true,false,@level06$: @act06$
xpack2\item\equipmentarmor\greaves\u_l_04.dbr,x2tagUArmor082,true,true,false,@level06$: @act06$
xpack3\items\equipmentarmor\greaves\u_e_01.dbr,x3tagUArmor202,true,false,true,
xpack3\items\equipmentarmor\greaves\u_e_02.dbr,x3tagUArmor203,true,false,true,
xpack3\items\equipmentarmor\greaves\u_l_01.dbr,x3tagUArmor204,true,false,true,
xpack3\items\equipmentarmor\greaves\u_l_02.dbr,x3tagUArmor205,true,false,true,
xpack3\items\equipmentarmor\greaves\u_l_03.dbr,x3tagUArmor207,true,false,true,
xpack3\items\equipmentarmor\greaves\um_e_01.dbr,x3tagUArmor201,true,false,true,
xpack3\items\equipmentarmor\greaves\um_l_01.dbr,x3tagUArmor206,true,false,true,
item\equipmenthelm\u_l_agamemnon'sdeathmask.dbr,tagUArmor198,false,false,false,@level06$: @amount07$
item\equipmenthelm\u_l_ares'warhelm.dbr,tagUArmor199,false,false,false,@level06$: @amount07$
item\equipmenthelm\u_e_athlon.dbr,tagUArmor211,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmenthelm\u_e_chiron'sgaze.dbr,tagUArmor188,false,false,false,"@level05$: @act01$, @level06$: @act01$"
item\equipmenthelm\u_l_helmofdarkness.dbr,tagUArmor200,false,false,false,@level06$: @amount07$
item\equipmenthelm\u_e_helmofoddyseus.dbr,tagUArmor191,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmenthelm\u_l_hermes'wingedhelm.dbr,tagUArmor201,false,false,false,@level06$: @amount07$
item\equipmenthelm\um_l_hesione'sgoldenveil.dbr,tagUArmor202,false,false,false,@level06$: @amount07$
item\equipmenthelm\um_e_orpheusgarland.dbr,tagUArmor212,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
item\equipmenthelm\u_e_pan'sheaddress.dbr,tagUArmor194,false,false,false,"@level05$: @amount07$, @level06$: @amount07$"
xpack\item\equipmentarmor\helm\um_l_002.dbr,xtagUArmor119,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\helm\um_l_001.dbr,xtagUArmor118,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\helm\um_e_002.dbr,xtagUArmor117,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentarmor\helm\u_l_001.dbr,xtagUArmor112,true,false,false,@level06$: @act04$
xpack\item\equipmentarmor\helm\um_e_001.dbr,xtagUArmor116,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack\item\equipmentarmor\helm\u_e_001.dbr,xtagUArmor111,true,false,false,"@level05$: @act04$, @level06$: @act04$"
xpack2\item\equipmentarmor\helm\u_e_01.dbr,x2tagUArmor052,true,true,false,"@level05$: @act06$, @level06$: @act01$"
