,record,category,class,pack,name,altName,id
2242,records\item\relics\03_act1_artemisbowstring.dbr,Relic,ItemRelic,Original,03_act1_artemisbowstring,Incarnation of Artemis' Bowstring,Relic_Artemisbowstring_03
2243,records\xpack3\items\relics\01_x3_atlasendurance.dbr,Relic,ItemRelic,xpack3,01_x3_atlasendurance,,Relic_Atlasendurance_01
2244,records\xpack3\items\relics\02_x3_atlasendurance.dbr,Relic,ItemRelic,xpack3,02_x3_atlasendurance,,Relic_Atlasendurance_02
2245,records\xpack3\items\relics\03_x3_atlasendurance.dbr,Relic,ItemRelic,xpack3,03_x3_atlasendurance,,Relic_Atlasendurance_03
2246,records\xpack\item\relics\01_act4_bladeofthanatos.dbr,Relic,ItemRelic,xpack,01_act4_bladeofthanatos,Essence of the Blade of Thanatos,Relic_Bladeofthanatos_01
2247,records\xpack\item\relics\02_act4_bladeofthanatos.dbr,Relic,ItemRelic,xpack,02_act4_bladeofthanatos,Embodiment of the Blade of Thanatos,Relic_Bladeofthanatos_02
2248,records\xpack\item\relics\03_act4_bladeofthanatos.dbr,Relic,ItemRelic,xpack,03_act4_bladeofthanatos,Incarnation of the Blade of Thanatos,Relic_Bladeofthanatos_03
2249,records\xpack2\item\relics\01_act5_cernunnosmajesty.dbr,Relic,ItemRelic,xpack2,01_act5_cernunnosmajesty,Essence of Cernunnos' Majesty,Relic_Cernunnosmajesty_01
2250,records\xpack2\item\relics\02_act5_cernunnosmajesty.dbr,Relic,ItemRelic,xpack2,02_act5_cernunnosmajesty,Embodiment of Cernunnos' Majesty,Relic_Cernunnosmajesty_02
2251,records\xpack2\item\relics\03_act5_cernunnosmajesty.dbr,Relic,ItemRelic,xpack2,03_act5_cernunnosmajesty,Incarnation of Cernunnos' Majesty,Relic_Cernunnosmajesty_03
2252,records\xpack\item\relics\01_act4_chilloftartarus.dbr,Relic,ItemRelic,xpack,01_act4_chilloftartarus,Essence of the Chill of Tartarus,Relic_Chilloftartarus_01
2253,records\xpack\item\relics\02_act4_chilloftartarus.dbr,Relic,ItemRelic,xpack,02_act4_chilloftartarus,Embodiment of the Chill of Tartarus,Relic_Chilloftartarus_02
2254,records\xpack\item\relics\03_act4_chilloftartarus.dbr,Relic,ItemRelic,xpack,03_act4_chilloftartarus,Incarnation of the Chill of Tartarus,Relic_Chilloftartarus_03
2255,records\item\relics\01_act3_codeofhammurabi.dbr,Relic,ItemRelic,Original,01_act3_codeofhammurabi,Essence of the Code of Hammurabi,Relic_Codeofhammurabi_01
2256,records\item\relics\02_act3_codeofhammurabi.dbr,Relic,ItemRelic,Original,02_act3_codeofhammurabi,Embodiment of the Code of Hammurabi,Relic_Codeofhammurabi_02
2257,records\item\relics\03_act3_codeofhammurabi.dbr,Relic,ItemRelic,Original,03_act3_codeofhammurabi,Incarnation of the Code of Hammurabi,Relic_Codeofhammurabi_03
2258,records\xpack\item\relics\01_act4_cunningofoddyseus.dbr,Relic,ItemRelic,xpack,01_act4_cunningofoddyseus,Essence of the Cunning of Odysseus,Relic_Cunningofoddyseus_01
2259,records\xpack\item\relics\02_act4_cunningofoddyseus.dbr,Relic,ItemRelic,xpack,02_act4_cunningofoddyseus,Embodiment of the Cunning of Odysseus,Relic_Cunningofoddyseus_02
2260,records\xpack\item\relics\03_act4_cunningofoddyseus.dbr,Relic,ItemRelic,xpack,03_act4_cunningofoddyseus,Incarnation of the Cunning of Odysseus,Relic_Cunningofoddyseus_03
2261,records\item\relics\01_act1_dionysuswineskin.dbr,Relic,ItemRelic,Original,01_act1_dionysuswineskin,Essence of Dionysus' Wineskin,Relic_Dionysuswineskin_01
2262,records\item\relics\02_act1_dionysuswineskin.dbr,Relic,ItemRelic,Original,02_act1_dionysuswineskin,Embodiment of Dionysus' Wineskin,Relic_Dionysuswineskin_02
2263,records\item\relics\03_act1_dionysuswineskin.dbr,Relic,ItemRelic,Original,03_act1_dionysuswineskin,Incarnation of Dionysus' Wineskin,Relic_Dionysuswineskin_03
2264,records\item\relics\01_act2_djedofosiris.dbr,Relic,ItemRelic,Original,01_act2_djedofosiris,Essence of the Djed of Osiris,Relic_Djedofosiris_01
2265,records\item\relics\02_act2_djedofosiris.dbr,Relic,ItemRelic,Original,02_act2_djedofosiris,Embodiment of the Djed of Osiris,Relic_Djedofosiris_02
2266,records\item\relics\03_act2_djedofosiris.dbr,Relic,ItemRelic,Original,03_act2_djedofosiris,Incarnation of the Djed of Osiris,Relic_Djedofosiris_03
2267,records\xpack2\item\relics\01_act5_donarshammer.dbr,Relic,ItemRelic,xpack2,01_act5_donarshammer,Essence of Donar's Hammer,Relic_Donarshammer_01
2268,records\xpack2\item\relics\02_act5_donarshammer.dbr,Relic,ItemRelic,xpack2,02_act5_donarshammer,Embodiment of Donar's Hammer,Relic_Donarshammer_02
2269,records\xpack2\item\relics\03_act5_donarshammer.dbr,Relic,ItemRelic,xpack2,03_act5_donarshammer,Incarnation of Donar's Hammer,Relic_Donarshammer_03
2270,records\item\relics\01_act3_dragonkingsdomain.dbr,Relic,ItemRelic,Original,01_act3_dragonkingsdomain,Essence of the Domain of the Dragon-Kings,Relic_Dragonkingsdomain_01
2271,records\item\relics\02_act3_dragonkingsdomain.dbr,Relic,ItemRelic,Original,02_act3_dragonkingsdomain,Embodiment of the Domain of the Dragon-Kings,Relic_Dragonkingsdomain_02
2272,records\item\relics\03_act3_dragonkingsdomain.dbr,Relic,ItemRelic,Original,03_act3_dragonkingsdomain,Incarnation of the Domain of the Dragon-Kings,Relic_Dragonkingsdomain_03
2273,records\xpack2\item\relics\01_act5_eponashorses.dbr,Relic,ItemRelic,xpack2,01_act5_eponashorses,Essence of Epona's Horses,Relic_Eponashorses_01
2274,records\xpack2\item\relics\02_act5_eponashorses.dbr,Relic,ItemRelic,xpack2,02_act5_eponashorses,Embodiment of Epona's Horses,Relic_Eponashorses_02
2275,records\xpack2\item\relics\03_act5_eponashorses.dbr,Relic,ItemRelic,xpack2,03_act5_eponashorses,Incarnation of Epona's Horses,Relic_Eponashorses_03
2276,records\item\relics\01_act1_goldenfleece.dbr,Relic,ItemRelic,Original,01_act1_goldenfleece,Essence of the Golden Fleece,Relic_Goldenfleece_01
2277,records\item\relics\02_act1_goldenfleece.dbr,Relic,ItemRelic,Original,02_act1_goldenfleece,Embodiment of the Golden Fleece,Relic_Goldenfleece_02
2278,records\item\relics\03_act1_goldenfleece.dbr,Relic,ItemRelic,Original,03_act1_goldenfleece,Incarnation of the Golden Fleece,Relic_Goldenfleece_03
2279,records\item\relics\01_act3_guanyusgrace.dbr,Relic,ItemRelic,Original,01_act3_guanyusgrace,Essence of Guan-Yu's Grace,Relic_Guanyusgrace_01
2280,records\item\relics\02_act3_guanyusgrace.dbr,Relic,ItemRelic,Original,02_act3_guanyusgrace,Embodiment of Guan-Yu's Grace,Relic_Guanyusgrace_02
2281,records\item\relics\03_act3_guanyusgrace.dbr,Relic,ItemRelic,Original,03_act3_guanyusgrace,Incarnation of Guan-Yu's Grace,Relic_Guanyusgrace_03
2282,records\item\relics\01_act1_hecatescrescent.dbr,Relic,ItemRelic,Original,01_act1_hecatescrescent,Essence of Hecate's Crescent,Relic_Hecatescrescent_01
2283,records\item\relics\02_act1_hecatescrescent.dbr,Relic,ItemRelic,Original,02_act1_hecatescrescent,Embodiment of Hecate's Crescent,Relic_Hecatescrescent_02
2284,records\item\relics\03_act1_hecatescrescent.dbr,Relic,ItemRelic,Original,03_act1_hecatescrescent,Incarnation of Hecate's Crescent,Relic_Hecatescrescent_03
2285,records\item\relics\01_act1_heraclesmight.dbr,Relic,ItemRelic,Original,01_act1_heraclesmight,Essence of Herakles' Might,Relic_Heraclesmight_01
2286,records\item\relics\02_act1_heraclesmight.dbr,Relic,ItemRelic,Original,02_act1_heraclesmight,Embodiment of Herakles' Might,Relic_Heraclesmight_02
2287,records\item\relics\03_act1_heraclesmight.dbr,Relic,ItemRelic,Original,03_act1_heraclesmight,Incarnation of Herakles' Might,Relic_Heraclesmight_03
2288,records\item\relics\01_act1_hermessandal.dbr,Relic,ItemRelic,Original,01_act1_hermessandal,Essence of Hermes' Sandal,Relic_Hermessandal_01
2289,records\item\relics\02_act1_hermessandal.dbr,Relic,ItemRelic,Original,02_act1_hermessandal,Embodiment of Hermes' Sandal,Relic_Hermessandal_02
2290,records\item\relics\03_act1_hermessandal.dbr,Relic,ItemRelic,Original,03_act1_hermessandal,Incarnation of Hermes' Sandal,Relic_Hermessandal_03
2291,records\xpack3\items\relics\01_x3_hesperides.dbr,Relic,ItemRelic,xpack3,01_x3_hesperides,,Relic_Hesperides_01
2292,records\xpack3\items\relics\02_x3_hesperides.dbr,Relic,ItemRelic,xpack3,02_x3_hesperides,,Relic_Hesperides_02
2293,records\xpack3\items\relics\03_x3_hesperides.dbr,Relic,ItemRelic,xpack3,03_x3_hesperides,,Relic_Hesperides_03
2294,records\xpack4\item\relics\03_x4_incarnationofember.dbr,Relic,ItemRelic,xpack4,03_x4_incarnationofember,,Relic_Incarnationofember_03
2295,records\xpack4\item\relics\03_x4_incarnationofhouyisdetermination.dbr,Relic,ItemRelic,xpack4,03_x4_incarnationofhouyisdetermination,,Relic_Incarnationofhouyisdetermination_03
2296,records\xpack4\item\relics\03_x4_incarnationofserketstouch.dbr,Relic,ItemRelic,xpack4,03_x4_incarnationofserketstouch,,Relic_Incarnationofserketstouch_03
2297,records\xpack4\item\relics\03_x4_incarnationofsobeksanctuary.dbr,Relic,ItemRelic,xpack4,03_x4_incarnationofsobeksanctuary,,Relic_Incarnationofsobeksanctuary_03
2298,records\xpack4\item\relics\03_x4_incarnationofthetaotiesgluttony.dbr,Relic,ItemRelic,xpack4,03_x4_incarnationofthetaotiesgluttony,,Relic_Incarnationofthetaotiesgluttony_03
2299,records\xpack\item\relics\01_act4_ironwillofajax.dbr,Relic,ItemRelic,xpack,01_act4_ironwillofajax,Essence of the Iron Will of Ajax,Relic_Ironwillofajax_01
2300,records\xpack\item\relics\02_act4_ironwillofajax.dbr,Relic,ItemRelic,xpack,02_act4_ironwillofajax,Embodiment of the Iron Will of Ajax,Relic_Ironwillofajax_02
2301,records\xpack\item\relics\03_act4_ironwillofajax.dbr,Relic,ItemRelic,xpack,03_act4_ironwillofajax,Incarnation of the Iron Will of Ajax,Relic_Ironwillofajax_03
2302,records\item\relics\01_act3_jadeemperorsserenity.dbr,Relic,ItemRelic,Original,01_act3_jadeemperorsserenity,Essence of the Jade Emperor's Serenity,Relic_Jadeemperorsserenity_01
2303,records\item\relics\02_act3_jadeemperorsserenity.dbr,Relic,ItemRelic,Original,02_act3_jadeemperorsserenity,Embodiment of the Jade Emperor's Serenity,Relic_Jadeemperorsserenity_02
2304,records\item\relics\03_act3_jadeemperorsserenity.dbr,Relic,ItemRelic,Original,03_act3_jadeemperorsserenity,Incarnation of the Jade Emperor's Serenity,Relic_Jadeemperorsserenity_03
2305,records\xpack2\item\relics\01_act5_lightofbelenus.dbr,Relic,ItemRelic,xpack2,01_act5_lightofbelenus,Essence of the Light of Belenus,Relic_Lightofbelenus_01
2306,records\xpack2\item\relics\02_act5_lightofbelenus.dbr,Relic,ItemRelic,xpack2,02_act5_lightofbelenus,Embodiment of the Light of Belenus,Relic_Lightofbelenus_02
2307,records\xpack2\item\relics\03_act5_lightofbelenus.dbr,Relic,ItemRelic,xpack2,03_act5_lightofbelenus,Incarnation of the Light of Belenus,Relic_Lightofbelenus_03
2308,records\item\relics\01_act3_linezhasguile.dbr,Relic,ItemRelic,Original,01_act3_linezhasguile,Essence of Li-Nezha's Guile,Relic_Linezhasguile_01
2309,records\item\relics\02_act3_linezhasguile.dbr,Relic,ItemRelic,Original,02_act3_linezhasguile,Embodiment of Li-Nezha's Guile,Relic_Linezhasguile_02
2310,records\item\relics\03_act3_linezhasguile.dbr,Relic,ItemRelic,Original,03_act3_linezhasguile,Incarnation of Li-Nezha's Guile,Relic_Linezhasguile_03
2311,records\item\relics\01_act3_monkeykingstrickery.dbr,Relic,ItemRelic,Original,01_act3_monkeykingstrickery,Essence of the Monkey King's Trickery,Relic_Monkeykingstrickery_01
2312,records\item\relics\02_act3_monkeykingstrickery.dbr,Relic,ItemRelic,Original,02_act3_monkeykingstrickery,Embodiment of the Monkey King's Trickery,Relic_Monkeykingstrickery_02
2313,records\item\relics\03_act3_monkeykingstrickery.dbr,Relic,ItemRelic,Original,03_act3_monkeykingstrickery,Incarnation of the Monkey King's Trickery,Relic_Monkeykingstrickery_03
2314,records\xpack2\item\relics\01_act5_nerthusmistletoe.dbr,Relic,ItemRelic,xpack2,01_act5_nerthusmistletoe,Essence of the Power of Nerthus,Relic_Nerthusmistletoe_01
2315,records\xpack2\item\relics\02_act5_nerthusmistletoe.dbr,Relic,ItemRelic,xpack2,02_act5_nerthusmistletoe,Embodiment of the Power of Nerthus,Relic_Nerthusmistletoe_02
2316,records\xpack2\item\relics\03_act5_nerthusmistletoe.dbr,Relic,ItemRelic,xpack2,03_act5_nerthusmistletoe,Incarnation of the Power of Nerthus,Relic_Nerthusmistletoe_03
2317,records\xpack2\item\relics\01_act5_ogmioseloquence.dbr,Relic,ItemRelic,xpack2,01_act5_ogmioseloquence,Essence of Ogmios' Eloquence,Relic_Ogmioseloquence_01
2318,records\xpack2\item\relics\02_act5_ogmioseloquence.dbr,Relic,ItemRelic,xpack2,02_act5_ogmioseloquence,Embodiment of Ogmios' Eloquence,Relic_Ogmioseloquence_02
2319,records\xpack2\item\relics\03_act5_ogmioseloquence.dbr,Relic,ItemRelic,xpack2,03_act5_ogmioseloquence,Incarnation of Ogmios' Eloquence,Relic_Ogmioseloquence_03
2320,records\xpack3\items\relics\01_x3_okeanos.dbr,Relic,ItemRelic,xpack3,01_x3_okeanos,,Relic_Okeanos_01
2321,records\xpack3\items\relics\02_x3_okeanos.dbr,Relic,ItemRelic,xpack3,02_x3_okeanos,,Relic_Okeanos_02
2322,records\xpack3\items\relics\03_x3_okeanos.dbr,Relic,ItemRelic,xpack3,03_x3_okeanos,,Relic_Okeanos_03
2323,records\xpack\item\relics\01_act4_persephonestears.dbr,Relic,ItemRelic,xpack,01_act4_persephonestears,Essence of Persephone's Tears,Relic_Persephonestears_01
2324,records\xpack\item\relics\02_act4_persephonestears.dbr,Relic,ItemRelic,xpack,02_act4_persephonestears,Embodiment of Persephone's Tears,Relic_Persephonestears_02
2325,records\xpack\item\relics\03_act4_persephonestears.dbr,Relic,ItemRelic,xpack,03_act4_persephonestears,Incarnation of Persephone's Tears,Relic_Persephonestears_03
2326,records\xpack3\items\relics\01_x3_poseidonstrident.dbr,Relic,ItemRelic,xpack3,01_x3_poseidonstrident,,Relic_Poseidonstrident_01
2327,records\xpack3\items\relics\02_x3_poseidonstrident.dbr,Relic,ItemRelic,xpack3,02_x3_poseidonstrident,,Relic_Poseidonstrident_02
2328,records\xpack3\items\relics\03_x3_poseidonstrident.dbr,Relic,ItemRelic,xpack3,03_x3_poseidonstrident,,Relic_Poseidonstrident_03
2329,records\item\relics\01_act1_prometheusflame.dbr,Relic,ItemRelic,Original,01_act1_prometheusflame,Essence of Prometheus' Flame,Relic_Prometheusflame_01
2330,records\item\relics\02_act1_prometheusflame.dbr,Relic,ItemRelic,Original,02_act1_prometheusflame,Embodiment of Prometheus' Flame,Relic_Prometheusflame_02
2331,records\item\relics\03_act1_prometheusflame.dbr,Relic,ItemRelic,Original,03_act1_prometheusflame,Incarnation of Prometheus' Flame,Relic_Prometheusflame_03
2332,records\xpack\item\relics\01_act4_rageofares.dbr,Relic,ItemRelic,xpack,01_act4_rageofares,Essence of the Rage of Ares,Relic_Rageofares_01
2333,records\xpack\item\relics\02_act4_rageofares.dbr,Relic,ItemRelic,xpack,02_act4_rageofares,Embodiment of the Rage of Ares,Relic_Rageofares_02
2334,records\xpack\item\relics\03_act4_rageofares.dbr,Relic,ItemRelic,xpack,03_act4_rageofares,Incarnation of the Rage of Ares,Relic_Rageofares_03
2335,records\item\relics\01_act2_setsbetrayal.dbr,Relic,ItemRelic,Original,01_act2_setsbetrayal,Essence of Set's Betrayal,Relic_Setsbetrayal_01
2336,records\item\relics\02_act2_setsbetrayal.dbr,Relic,ItemRelic,Original,02_act2_setsbetrayal,Embodiment of Set's Betrayal,Relic_Setsbetrayal_02
2337,records\item\relics\03_act2_setsbetrayal.dbr,Relic,ItemRelic,Original,03_act2_setsbetrayal,Incarnation of Set's Betrayal,Relic_Setsbetrayal_03
2338,records\xpack\item\relics\01_act4_shadeofhektor.dbr,Relic,ItemRelic,xpack,01_act4_shadeofhektor,Essence of the Shade of Hector,Relic_Shadeofhektor_01
2339,records\xpack\item\relics\02_act4_shadeofhektor.dbr,Relic,ItemRelic,xpack,02_act4_shadeofhektor,Embodiment of the Shade of Hector,Relic_Shadeofhektor_02
2340,records\xpack\item\relics\03_act4_shadeofhektor.dbr,Relic,ItemRelic,xpack,03_act4_shadeofhektor,Incarnation of the Shade of Hector,Relic_Shadeofhektor_03
2341,records\item\relics\01_act3_shennongsdarkmedicine.dbr,Relic,ItemRelic,Original,01_act3_shennongsdarkmedicine,Essence of Shen-Nong's Dark Medicine,Relic_Shennongsdarkmedicine_01
2342,records\item\relics\02_act3_shennongsdarkmedicine.dbr,Relic,ItemRelic,Original,02_act3_shennongsdarkmedicine,Embodiment of Shen-Nong's Dark Medicine,Relic_Shennongsdarkmedicine_02
2343,records\item\relics\03_act3_shennongsdarkmedicine.dbr,Relic,ItemRelic,Original,03_act3_shennongsdarkmedicine,Incarnation of Shen-Nong's Dark Medicine,Relic_Shennongsdarkmedicine_03
2344,records\xpack2\item\relics\01_act5_sigurdscourage.dbr,Relic,ItemRelic,xpack2,01_act5_sigurdscourage,Essence of Sigurd's Courage,Relic_Sigurdscourage_01
2345,records\xpack2\item\relics\02_act5_sigurdscourage.dbr,Relic,ItemRelic,xpack2,02_act5_sigurdscourage,Embodiment of Sigurd's Courage,Relic_Sigurdscourage_02
2346,records\xpack2\item\relics\03_act5_sigurdscourage.dbr,Relic,ItemRelic,xpack2,03_act5_sigurdscourage,Incarnation of Sigurd's Courage,Relic_Sigurdscourage_03
2347,records\xpack2\item\relics\01_act5_stewofeldhrimnir.dbr,Relic,ItemRelic,xpack2,01_act5_stewofeldhrimnir,Essence of the Stew of Eldhrimnir,Relic_Stewofeldhrimnir_01
2348,records\xpack2\item\relics\02_act5_stewofeldhrimnir.dbr,Relic,ItemRelic,xpack2,02_act5_stewofeldhrimnir,Embodiment of the Stew of Eldhrimnir,Relic_Stewofeldhrimnir_02
2349,records\xpack2\item\relics\03_act5_stewofeldhrimnir.dbr,Relic,ItemRelic,xpack2,03_act5_stewofeldhrimnir,Incarnation of the Stew of Eldhrimnir,Relic_Stewofeldhrimnir_03
2350,records\item\relics\01_act2_udjatofhorus.dbr,Relic,ItemRelic,Original,01_act2_udjatofhorus,Essence of the Udjat of Horus,Relic_Udjatofhorus_01
2351,records\item\relics\02_act2_udjatofhorus.dbr,Relic,ItemRelic,Original,02_act2_udjatofhorus,Embodiment of the Udjat of Horus,Relic_Udjatofhorus_02
2352,records\item\relics\03_act2_udjatofhorus.dbr,Relic,ItemRelic,Original,03_act2_udjatofhorus,Incarnation of the Udjat of Horus,Relic_Udjatofhorus_03
2353,records\item\relics\01_act1_valorofachilles.dbr,Relic,ItemRelic,Original,01_act1_valorofachilles,Essence of the Valor of Achilles,Relic_Valorofachilles_01
2354,records\item\relics\02_act1_valorofachilles.dbr,Relic,ItemRelic,Original,02_act1_valorofachilles,Embodiment of the Valor of Achilles,Relic_Valorofachilles_02
2355,records\item\relics\03_act1_valorofachilles.dbr,Relic,ItemRelic,Original,03_act1_valorofachilles,Incarnation of the Valor of Achilles,Relic_Valorofachilles_03
2356,records\xpack2\item\relics\01_act5_wodanswisdom.dbr,Relic,ItemRelic,xpack2,01_act5_wodanswisdom,Essence of Wodan's Wisdom,Relic_Wodanswisdom_01
2357,records\xpack2\item\relics\02_act5_wodanswisdom.dbr,Relic,ItemRelic,xpack2,02_act5_wodanswisdom,Embodiment of Wodan's Wisdom,Relic_Wodanswisdom_02
2358,records\xpack2\item\relics\03_act5_wodanswisdom.dbr,Relic,ItemRelic,xpack2,03_act5_wodanswisdom,Incarnation of Wodan's Wisdom,Relic_Wodanswisdom_03
2359,records\item\relics\01_act3_yenlowangsbloodletting.dbr,Relic,ItemRelic,Original,01_act3_yenlowangsbloodletting,Essence of Yen-Lo-Wang's Bloodletting,Relic_Yenlowangsbloodletting_01
2360,records\item\relics\02_act3_yenlowangsbloodletting.dbr,Relic,ItemRelic,Original,02_act3_yenlowangsbloodletting,Embodiment of Yen-Lo-Wang's Bloodletting,Relic_Yenlowangsbloodletting_02
2361,records\item\relics\03_act3_yenlowangsbloodletting.dbr,Relic,ItemRelic,Original,03_act3_yenlowangsbloodletting,Incarnation of Yen-Lo-Wang's Bloodletting,Relic_Yenlowangsbloodletting_03
2362,records\item\relics\01_act1_zeusthunderbolt.dbr,Relic,ItemRelic,Original,01_act1_zeusthunderbolt,Essence of Zeus' Thunderbolt,Relic_Zeusthunderbolt_01
2363,records\item\relics\02_act1_zeusthunderbolt.dbr,Relic,ItemRelic,Original,02_act1_zeusthunderbolt,Embodiment of Zeus' Thunderbolt,Relic_Zeusthunderbolt_02
2364,records\item\relics\03_act1_zeusthunderbolt.dbr,Relic,ItemRelic,Original,03_act1_zeusthunderbolt,Incarnation of Zeus' Thunderbolt,Relic_Zeusthunderbolt_03
2365,records\item\equipmentring\u_e_adroitloop.dbr,Ring,ArmorJewelry_Ring,Original,u_e_adroitloop,Adroit Loop,Ring_Adroit_Loop
2366,records\xpack2\item\equipmentarmor\ring\u_n_001.dbr,Ring,ArmorJewelry_Ring,xpack2,u_n_001,Alfheim Ring,Ring_Alfheim_Ring
2367,records\item\equipmentring\us_e_gladiator'screed01.dbr,Ring,ArmorJewelry_Ring,Original,us_e_gladiator'screed01,Alke,Ring_Alke
2368,records\xpack2\item\equipmentarmor\ring\u_l_003.dbr,Ring,ArmorJewelry_Ring,xpack2,u_l_003,Andvaranaut,Ring_Andvaranaut
2369,records\item\equipmentring\u_l_apollo'swill.dbr,Ring,ArmorJewelry_Ring,Original,u_l_apollo'swill,Apollo's Will,Ring_Apollos_Will
2370,records\xpack\item\equipmentarmor\ring\u_e_001.dbr,Ring,ArmorJewelry_Ring,xpack,u_e_001,Arbruring,Ring_Arbruring
2371,records\xpack4\item\equipmentarmor\ring\u_l_archersprowess.dbr,Ring,ArmorJewelry_Ring,xpack4,u_l_archersprowess,,Ring_Archersprowess
2372,records\item\equipmentring\u_l_archimedes'cogwheel.dbr,Ring,ArmorJewelry_Ring,Original,u_l_archimedes'cogwheel,Archimedes' Cogwheel,Ring_Archimedes_Cogwheel
2373,records\xpack\item\equipmentarmor\ring\u_n_003.dbr,Ring,ArmorJewelry_Ring,xpack,u_n_003,Asphodel Band,Ring_Asphodel_Band
2374,records\xpack3\items\equipmentarmor\ring\um_n_set09.dbr,Ring,ArmorJewelry_Ring,xpack3,um_n_set09,Ba'als Signet,Ring_Baals_Signet
2375,records\item\equipmentring\u_e_bandofdomination.dbr,Ring,ArmorJewelry_Ring,Original,u_e_bandofdomination,Band of Domination,Ring_Band_Of_Domination
2376,records\item\equipmentring\u_l_bandofsouls.dbr,Ring,ArmorJewelry_Ring,Original,u_l_bandofsouls,Band of Souls,Ring_Band_Of_Souls
2377,records\item\equipmentring\u_l_blackpearlring.dbr,Ring,ArmorJewelry_Ring,Original,u_l_blackpearlring,Black Pearl Ring,Ring_Black_Pearl_Ring
2378,records\item\equipmentring\u_n_bloodstone.dbr,Ring,ArmorJewelry_Ring,Original,u_n_bloodstone,Blood Stone,Ring_Blood_Stone
2379,records\item\equipmentring\u_n_brimstone.dbr,Ring,ArmorJewelry_Ring,Original,u_n_brimstone,Brimstone,Ring_Brimstone
2380,records\item\equipmentring\u_n_captain'ssignet.dbr,Ring,ArmorJewelry_Ring,Original,u_n_captain'ssignet,Captain's Signet,Ring_Captains_Signet
2381,records\item\equipmentring\u_n_cartouchering.dbr,Ring,ArmorJewelry_Ring,Original,u_n_cartouchering,Cartouche Ring,Ring_Cartouche_Ring
2382,records\item\equipmentring\u_e_celestialband.dbr,Ring,ArmorJewelry_Ring,Original,u_e_celestialband,Celestial Band,Ring_Celestial_Band
2383,records\item\equipmentring\u_e_chiron'sloop.dbr,Ring,ArmorJewelry_Ring,Original,u_e_chiron'sloop,Chiron's Loop,Ring_Chirons_Loop
2384,records\xpack4\item\equipmentarmor\ring\u_l_cobrasvenom.dbr,Ring,ArmorJewelry_Ring,xpack4,u_l_cobrasvenom,,Ring_Cobrasvenom
2385,records\item\equipmentring\u_e_crestofmurong.dbr,Ring,ArmorJewelry_Ring,Original,u_e_crestofmurong,Crest of MuRong,Ring_Crest_Of_Murong
2386,records\item\equipmentring\u_e_crystalring.dbr,Ring,ArmorJewelry_Ring,Original,u_e_crystalring,Crystal Ring,Ring_Crystal_Ring
2387,records\xpack\item\equipmentarmor\ring\u_n_001.dbr,Ring,ArmorJewelry_Ring,xpack,u_n_001,Disposition,Ring_Disposition
2388,records\xpack2\item\equipmentarmor\ring\usm_l_allfather.dbr,Ring,ArmorJewelry_Ring,xpack2,usm_l_allfather,Draupner,Ring_Draupner
2389,records\xpack\item\equipmentarmor\ring\u_e_003.dbr,Ring,ArmorJewelry_Ring,xpack,u_e_003,Eurydice's Wedding Band,Ring_Eurydices_Wedding_Band
2390,records\item\equipmentring\u_l_eyeofhorus.dbr,Ring,ArmorJewelry_Ring,Original,u_l_eyeofhorus,Eye of Horus,Ring_Eye_Of_Horus
2391,records\xpack\item\equipmentarmor\ring\u_l_001.dbr,Ring,ArmorJewelry_Ring,xpack,u_l_001,Eye of Reveries,Ring_Eye_Of_Reveries
2392,records\xpack2\item\equipmentarmor\ring\u_l_001.dbr,Ring,ArmorJewelry_Ring,xpack2,u_l_001,Grace of the Alfar,Ring_Grace_Of_The_Alfar
2393,records\xpack4\item\equipmentarmor\ring\u_l_hawkspiercingattack.dbr,Ring,ArmorJewelry_Ring,xpack4,u_l_hawkspiercingattack,,Ring_Hawkspiercingattack
2394,records\item\equipmentring\u_n_jadeband.dbr,Ring,ArmorJewelry_Ring,Original,u_n_jadeband,Jade Band,Ring_Jade_Band
2395,records\xpack4\item\equipmentarmor\ring\u_l_jinshenspride.dbr,Ring,ArmorJewelry_Ring,xpack4,u_l_jinshenspride,,Ring_Jinshenspride
2396,records\item\equipmentring\u_n_livingband.dbr,Ring,ArmorJewelry_Ring,Original,u_n_livingband,Living Band,Ring_Living_Band
2397,records\item\equipmentring\u_l_markofares.dbr,Ring,ArmorJewelry_Ring,Original,u_l_markofares,Mark of Ares,Ring_Mark_Of_Ares
2398,records\xpack\item\equipmentarmor\ring\u_e_002.dbr,Ring,ArmorJewelry_Ring,xpack,u_e_002,Mark of the Overlord,Ring_Mark_Of_The_Overlord
2399,records\item\equipmentring\us_e_memnon'sraiment.dbr,Ring,ArmorJewelry_Ring,Original,us_e_memnon'sraiment,Memnon's Signet,Ring_Memnons_Signet
2400,records\xpack4\item\equipmentarmor\ring\u_l_monsterhead.dbr,Ring,ArmorJewelry_Ring,xpack4,u_l_monsterhead,,Ring_Monsterhead
2401,records\item\equipmentring\u_n_oathring.dbr,Ring,ArmorJewelry_Ring,Original,u_n_oathring,Oath Ring,Ring_Oath_Ring
2402,records\xpack\item\equipmentarmor\ring\us_e_005.dbr,Ring,ArmorJewelry_Ring,xpack,us_e_005,Ordu Thumb Ring,Ring_Ordu_Thumb_Ring
2403,records\xpack\item\equipmentarmor\ring\u_l_002.dbr,Ring,ArmorJewelry_Ring,xpack,u_l_002,Persephone's Ring,Ring_Persephones_Ring
