record,_id,isit,isr,isatl,find,category,class,pack,_Name,Name,id,Quality
records\item\equipmentweapon\sword\u_l_zhanlu.dbr,tagUWeapon306,False,False,False,@level06$: @act03$,Sword,WeaponMelee_Sword,Original,u_l_zhanlu_Sword_Original,Zhanlu,Zhanlu_0,
records\xpack\item\equipmentweapons\sword\u_l_001.dbr,xtagUWeapon095,True,False,False,@level06$: @act04$,Sword,WeaponMelee_Sword,xpack,u_l_001_Sword_xpack,Drakaina,Drakaina_0,
records\xpack\item\equipmentweapons\sword\u_e_001.dbr,xtagUWeapon094,True,False,False,"@level05$: @act04$, @level06$: @act04$",Sword,WeaponMelee_Sword,xpack,u_e_001_Sword_xpack,Plissken,Plissken_0,
records\xpack\item\equipmentweapons\sword\u_l_003.dbr,xtagUWeapon099,True,False,False,@level06$: @act04$,Sword,WeaponMelee_Sword,xpack,u_l_003_Sword_xpack,Sword of Covu,Sword_of_Covu_0,
records\xpack\item\equipmentweapons\sword\u_l_002.dbr,xtagUWeapon096,True,False,False,@level06$: @act04$,Sword,WeaponMelee_Sword,xpack,u_l_002_Sword_xpack,Sword of Eternal Darkness,Sword_of_Eternal_Darkness_0,
records\xpack\item\equipmentweapons\sword\u_e_002.dbr,xtagUWeapon100,True,False,False,"@level05$: @act04$, @level06$: @act04$",Sword,WeaponMelee_Sword,xpack,u_e_002_Sword_xpack,The Imperator,The_Imperator_0,
records\xpack2\item\equipmentweapons\sword\u_e_03.dbr,x2tagUWeapon020,True,True,False,"@level05$: @act06$, @level06$: @act01$",Sword,WeaponMelee_Sword,xpack2,u_e_03_Sword_xpack2,Elemental Reaver,Elemental_Reaver_0,
records\xpack2\item\equipmentweapons\sword\u_l_01.dbr,x2tagUWeapon015,True,True,False,@level06$: @act06$,Sword,WeaponMelee_Sword,xpack2,u_l_01_Sword_xpack2,Gram,Gram_0,
records\xpack2\item\equipmentweapons\sword\u_l_02.dbr,x2tagUWeapon016,True,True,False,@level06$: @act06$,Sword,WeaponMelee_Sword,xpack2,u_l_02_Sword_xpack2,Tyrfing,Tyrfing_0,
records\xpack2\item\equipmentweapons\sword\u_l_03.dbr,x2tagUWeapon017,True,True,False,@level06$: @act06$,Sword,WeaponMelee_Sword,xpack2,u_l_03_Sword_xpack2,Lævateinn,Lævateinn_0,
records\xpack3\items\equipmentweapon\sword\u_e_01.dbr,x3tagU_Sword03,True,False,True,,Sword,WeaponMelee_Sword,xpack3,u_e_01_Sword_xpack3,,u_e_01_Sword_xpack3,
records\xpack3\items\equipmentweapon\sword\u_e_02.dbr,x3tagU_Sword06,True,False,True,,Sword,WeaponMelee_Sword,xpack3,u_e_02_Sword_xpack3,,u_e_02_Sword_xpack3,
records\xpack3\items\equipmentweapon\sword\u_l_01.dbr,x3tagU_Sword01,True,False,True,,Sword,WeaponMelee_Sword,xpack3,u_l_01_Sword_xpack3,,u_l_01_Sword_xpack3,
records\xpack3\items\equipmentweapon\sword\u_l_02.dbr,x3tagU_Sword04,True,False,True,,Sword,WeaponMelee_Sword,xpack3,u_l_02_Sword_xpack3,,u_l_02_Sword_xpack3,
records\xpack3\items\equipmentweapon\sword\u_l_03.dbr,x3tagU_Sword05,True,False,True,,Sword,WeaponMelee_Sword,xpack3,u_l_03_Sword_xpack3,,u_l_03_Sword_xpack3,
records\xpack2\item\equipmentweapons\1hranged\u_e_01.dbr,x2tagUWeapon067,True,True,False,"@level05$: @act01$, @act02$",Thrown,WeaponHunting_RangedOneHand,xpack2,u_e_01_Thrown_xpack2,Ladon's Maw,Ladons_Maw_0,
records\xpack2\item\equipmentweapons\1hranged\u_e_03.dbr,x2tagUWeapon069,True,True,False,@level05$: @act02$,Thrown,WeaponHunting_RangedOneHand,xpack2,u_e_03_Thrown_xpack2,Neith's Will,Neiths_Will_0,
records\xpack2\item\equipmentweapons\1hranged\u_e_05.dbr,x2tagUWeapon071,True,True,False,@level05$: @act04$,Thrown,WeaponHunting_RangedOneHand,xpack2,u_e_05_Thrown_xpack2,Chakram of the Lawless,Chakram_of_the_Lawless_0,
records\xpack2\item\equipmentweapons\1hranged\u_e_07.dbr,x2tagUWeapon073,True,True,False,"@level05$: @act04$, @act06$",Thrown,WeaponHunting_RangedOneHand,xpack2,u_e_07_Thrown_xpack2,Winds of Asphodel,Winds_of_Asphodel_0,
records\xpack2\item\equipmentweapons\1hranged\u_e_09.dbr,x2tagUWeapon075,True,True,False,"@level05$: @act06$, @level06$: @act01$",Thrown,WeaponHunting_RangedOneHand,xpack2,u_e_09_Thrown_xpack2,Dwarfbiter,Dwarfbiter_0,
records\xpack2\item\equipmentweapons\1hranged\u_l_01.dbr,x2tagUWeapon057,True,True,False,"@level06$: @act01$, @act02$",Thrown,WeaponHunting_RangedOneHand,xpack2,u_l_01_Thrown_xpack2,Moros' Wish,Moros_Wish_0,
records\xpack2\item\equipmentweapons\1hranged\u_l_02.dbr,x2tagUWeapon058,True,True,False,"@level06$: @act01$, @act02$",Thrown,WeaponHunting_RangedOneHand,xpack2,u_l_02_Thrown_xpack2,Gorgon's Edge,Gorgons_Edge_0,
records\xpack2\item\equipmentweapons\1hranged\u_l_05.dbr,x2tagUWeapon061,True,True,False,"@level06$: @act03$, @act04$",Thrown,WeaponHunting_RangedOneHand,xpack2,u_l_05_Thrown_xpack2,Jagged Silk,Jagged_Silk_0,
records\xpack2\item\equipmentweapons\1hranged\u_l_06.dbr,x2tagUWeapon062,True,True,False,"@level06$: @act03$, @act04$",Thrown,WeaponHunting_RangedOneHand,xpack2,u_l_06_Thrown_xpack2,Jade Shuriken,Jade_Shuriken_0,
records\xpack2\item\equipmentweapons\1hranged\u_l_07.dbr,x2tagUWeapon063,True,True,False,"@level06$: @act04$, @act06$",Thrown,WeaponHunting_RangedOneHand,xpack2,u_l_07_Thrown_xpack2,Blessing of the Moirae,Blessing_of_the_Moirae_0,
records\xpack2\item\equipmentweapons\1hranged\u_l_08.dbr,x2tagUWeapon064,True,True,False,"@level06$: @act04$, @act06$",Thrown,WeaponHunting_RangedOneHand,xpack2,u_l_08_Thrown_xpack2,Touch of Nyx,Touch_of_Nyx_0,
records\xpack2\item\equipmentweapons\1hranged\u_l_10.dbr,x2tagUWeapon066,True,True,False,,Thrown,WeaponHunting_RangedOneHand,xpack2,u_l_10_Thrown_xpack2,Hati,Hati_0,
records\xpack3\items\equipmentweapon\1hranged\u_e_01.dbr,x3tagU_1hr02,True,False,True,,Thrown,WeaponHunting_RangedOneHand,xpack3,u_e_01_Thrown_xpack3,,u_e_01_Thrown_xpack3,
records\xpack3\items\equipmentweapon\1hranged\u_e_02.dbr,x3tagU_1hr03,True,False,True,,Thrown,WeaponHunting_RangedOneHand,xpack3,u_e_02_Thrown_xpack3,,u_e_02_Thrown_xpack3,
records\xpack3\items\equipmentweapon\1hranged\u_l_01.dbr,x3tagU_1hr04,True,False,True,,Thrown,WeaponHunting_RangedOneHand,xpack3,u_l_01_Thrown_xpack3,,u_l_01_Thrown_xpack3,
records\xpack3\items\equipmentweapon\1hranged\u_l_02.dbr,x3tagU_1hr05,True,False,True,,Thrown,WeaponHunting_RangedOneHand,xpack3,u_l_02_Thrown_xpack3,,u_l_02_Thrown_xpack3,
records\xpack3\items\equipmentweapon\1hranged\u_l_03.dbr,x3tagU_1hr06,True,False,True,,Thrown,WeaponHunting_RangedOneHand,xpack3,u_l_03_Thrown_xpack3,,u_l_03_Thrown_xpack3,
records\xpack\item\artifacts\arcaneformulae\n_la_amberflask_formula.dbr,xtagArtifactDescription005,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_amberflask_formula_Formula_xpack,Arcane Formula ~ Amber Flask,Arcane_Formula_~_Amber_Flask_0,
records\xpack\item\artifacts\arcaneformulae\n_la_bloodrage_formula.dbr,xtagArtifactDescription018,True,False,False,@level04$: @act03$,Formula,ItemArtifactFormula,xpack,n_la_bloodrage_formula_Formula_xpack,Arcane Formula ~ Bloodrage,Arcane_Formula_~_Bloodrage_0,
records\xpack\item\artifacts\arcaneformulae\n_la_chaoscube_formula.dbr,xtagArtifactDescription011,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_chaoscube_formula_Formula_xpack,Arcane Formula ~ Chaos Cube,Arcane_Formula_~_Chaos_Cube_0,
records\xpack\item\artifacts\arcaneformulae\n_la_cinderbolt_formula.dbr,xtagArtifactDescription013,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_cinderbolt_formula_Formula_xpack,Arcane Formula ~ Cinderbolt,Arcane_Formula_~_Cinderbolt_0,
records\xpack\item\artifacts\arcaneformulae\n_la_crystaltear_formula.dbr,xtagArtifactDescription019,True,False,False,@level04$: @act03$,Formula,ItemArtifactFormula,xpack,n_la_crystaltear_formula_Formula_xpack,Arcane Formula ~ Crystal Tear,Arcane_Formula_~_Crystal_Tear_0,
records\xpack\item\artifacts\arcaneformulae\e_la_darkcore_formula.dbr,xtagArtifactDescription022,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_la_darkcore_formula_Formula_xpack,Arcane Formula ~ Dark Core,Arcane_Formula_~_Dark_Core_0,
records\xpack\item\artifacts\arcaneformulae\n_la_deathrattle_formula.dbr,xtagArtifactDescription002,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_deathrattle_formula_Formula_xpack,Arcane Formula ~ Deathrattle,Arcane_Formula_~_Deathrattle_0,
records\xpack\item\artifacts\arcaneformulae\e_la_earthentalisman_formula.dbr,xtagArtifactDescription025,True,False,False,@level05$: @act01$,Formula,ItemArtifactFormula,xpack,e_la_earthentalisman_formula_Formula_xpack,Arcane Formula ~ Earthen Talisman,Arcane_Formula_~_Earthen_Talisman_0,
records\xpack\item\artifacts\arcaneformulae\e_la_ebonyglobe_formula.dbr,xtagArtifactDescription030,True,False,False,@level05$: @act04$,Formula,ItemArtifactFormula,xpack,e_la_ebonyglobe_formula_Formula_xpack,Arcane Formula ~ Ebony Globe,Arcane_Formula_~_Ebony_Globe_0,
records\xpack\item\artifacts\arcaneformulae\l_la_effigyofthepanther_formula.dbr,xtagArtifactDescription033,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_la_effigyofthepanther_formula_Formula_xpack,Arcane Formula ~ Effigy of the Panther,Arcane_Formula_~_Effigy_of_the_Panther_0,
records\xpack\item\artifacts\arcaneformulae\e_la_emeraldquill_formula.dbr,xtagArtifactDescription020,True,False,False,@level05$: @act01$,Formula,ItemArtifactFormula,xpack,e_la_emeraldquill_formula_Formula_xpack,Arcane Formula ~ Emerald Quill,Arcane_Formula_~_Emerald_Quill_0,
records\xpack\item\artifacts\arcaneformulae\l_la_etherealveil_formula.dbr,xtagArtifactDescription036,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_la_etherealveil_formula_Formula_xpack,Arcane Formula ~ Ethereal Veil,Arcane_Formula_~_Ethereal_Veil_0,
records\xpack\item\artifacts\arcaneformulae\e_la_jadetotem_formula.dbr,xtagArtifactDescription021,True,False,False,@level05$: @act01$,Formula,ItemArtifactFormula,xpack,e_la_jadetotem_formula_Formula_xpack,Arcane Formula ~ Jade Idol,Arcane_Formula_~_Jade_Idol_0,
records\xpack\item\artifacts\arcaneformulae\n_la_leafsong_formula.dbr,xtagArtifactDescription012,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_leafsong_formula_Formula_xpack,Arcane Formula ~ Leafsong,Arcane_Formula_~_Leafsong_0,
records\xpack\item\artifacts\arcaneformulae\l_la_maidenskiss_formula.dbr,xtagArtifactDescription035,True,False,False,@level06$: @act03$,Formula,ItemArtifactFormula,xpack,l_la_maidenskiss_formula_Formula_xpack,Arcane Formula ~ Maiden's Kiss,Arcane_Formula_~_Maidens_Kiss_0,
records\xpack\item\artifacts\arcaneformulae\n_la_moltenorb_formula.dbr,xtagArtifactDescription003,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_moltenorb_formula_Formula_xpack,Arcane Formula ~ Molten Orb,Arcane_Formula_~_Molten_Orb_0,
records\xpack\item\artifacts\arcaneformulae\e_la_nexusofinsanity_formula.dbr,xtagArtifactDescription027,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_la_nexusofinsanity_formula_Formula_xpack,Arcane Formula ~ Nexus of Insanity,Arcane_Formula_~_Nexus_of_Insanity_0,
records\xpack\item\artifacts\arcaneformulae\n_la_palemoon_formula.dbr,xtagArtifactDescription008,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_palemoon_formula_Formula_xpack,Arcane Formula ~ Pale Moon,Arcane_Formula_~_Pale_Moon_0,
records\xpack\item\artifacts\arcaneformulae\e_la_phylacteryofshadows_formula.dbr,xtagArtifactDescription023,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_la_phylacteryofshadows_formula_Formula_xpack,Arcane Formula ~ Phylactery of Shadows,Arcane_Formula_~_Phylactery_of_Shadows_0,
records\xpack\item\artifacts\arcaneformulae\e_la_ravensshadow_formula.dbr,xtagArtifactDescription026,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_la_ravensshadow_formula_Formula_xpack,Arcane Formula ~ Raven's Shadow,Arcane_Formula_~_Ravens_Shadow_0,
records\xpack\item\artifacts\arcaneformulae\n_la_razorclaw_formula.dbr,xtagArtifactDescription015,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_razorclaw_formula_Formula_xpack,Arcane Formula ~ Razor Claw,Arcane_Formula_~_Razor_Claw_0,
records\xpack\item\artifacts\arcaneformulae\n_la_scrollofoneiros_formula.dbr,xtagArtifactDescription001,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_scrollofoneiros_formula_Formula_xpack,Arcane Formula ~ Scroll of Oneiros,Arcane_Formula_~_Scroll_of_Oneiros_0,
records\xpack\item\artifacts\arcaneformulae\n_la_shroudofeternalnight_formula.dbr,xtagArtifactDescription007,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_shroudofeternalnight_formula_Formula_xpack,Arcane Formula ~ Shroud of Eternal Night,Arcane_Formula_~_Shroud_of_Eternal_Night_0,
records\xpack\item\artifacts\arcaneformulae\l_la_silverheart_formula.dbr,xtagArtifactDescription034,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_la_silverheart_formula_Formula_xpack,Arcane Formula ~ Silver Heart,Arcane_Formula_~_Silver_Heart_0,
records\xpack\item\artifacts\arcaneformulae\n_la_skyfirependant_formula.dbr,xtagArtifactDescription009,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_skyfirependant_formula_Formula_xpack,Arcane Formula ~ Skyfire Pendant,Arcane_Formula_~_Skyfire_Pendant_0,
records\xpack\item\artifacts\arcaneformulae\n_la_songoftheserpent_formula.dbr,xtagArtifactDescription016,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_songoftheserpent_formula_Formula_xpack,Arcane Formula ~ Song of the Serpent,Arcane_Formula_~_Song_of_the_Serpent_0,
records\xpack\item\artifacts\arcaneformulae\n_la_soulshiver_formula.dbr,xtagArtifactDescription014,True,False,False,@level04$: @act02$,Formula,ItemArtifactFormula,xpack,n_la_soulshiver_formula_Formula_xpack,Arcane Formula ~ Soul Shiver,Arcane_Formula_~_Soul_Shiver_0,
records\xpack\item\artifacts\arcaneformulae\e_la_spiritblight_formula.dbr,xtagArtifactDescription024,True,False,False,@level05$: @act01$,Formula,ItemArtifactFormula,xpack,e_la_spiritblight_formula_Formula_xpack,Arcane Formula ~ Spirit Blight,Arcane_Formula_~_Spirit_Blight_0,
records\xpack\item\artifacts\arcaneformulae\n_la_starheart_formula.dbr,xtagArtifactDescription006,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_starheart_formula_Formula_xpack,Arcane Formula ~ Star Heart,Arcane_Formula_~_Star_Heart_0,
records\xpack\item\artifacts\arcaneformulae\e_la_summonerstotem_formula.dbr,xtagArtifactDescription028,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_la_summonerstotem_formula_Formula_xpack,Arcane Formula ~ Summoner's Totem,Arcane_Formula_~_Summoners_Totem_0,
records\xpack\item\artifacts\arcaneformulae\n_la_sunstone_formula.dbr,xtagArtifactDescription017,True,False,False,@level04$: @act03$,Formula,ItemArtifactFormula,xpack,n_la_sunstone_formula_Formula_xpack,Arcane Formula ~ Sunstone,Arcane_Formula_~_Sunstone_0,
records\xpack\item\artifacts\arcaneformulae\l_la_thunderfist_formula.dbr,xtagArtifactDescription032,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_la_thunderfist_formula_Formula_xpack,Arcane Formula ~ Thunderfist,Arcane_Formula_~_Thunderfist_0,
records\xpack\item\artifacts\arcaneformulae\e_la_tomeoftransfiguration_formula.dbr,xtagArtifactDescription029,True,False,False,@level05$: @act03$,Formula,ItemArtifactFormula,xpack,e_la_tomeoftransfiguration_formula_Formula_xpack,Arcane Formula ~ Tome of Transfiguration,Arcane_Formula_~_Tome_of_Transfiguration_0,
records\xpack\item\artifacts\arcaneformulae\l_la_tongueofflame_formula.dbr,xtagArtifactDescription031,True,False,False,@level06$: @act01$,Formula,ItemArtifactFormula,xpack,l_la_tongueofflame_formula_Formula_xpack,Arcane Formula ~ Tongue of Flame,Arcane_Formula_~_Tongue_of_Flame_0,
records\xpack\item\artifacts\arcaneformulae\n_la_touchofthefool_formula.dbr,xtagArtifactDescription010,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_touchofthefool_formula_Formula_xpack,Arcane Formula ~ Touch of the Fool,Arcane_Formula_~_Touch_of_the_Fool_0,
records\xpack\item\artifacts\arcaneformulae\n_la_wraithguard_formula.dbr,xtagArtifactDescription004,True,False,False,@level04$: @act01$,Formula,ItemArtifactFormula,xpack,n_la_wraithguard_formula_Formula_xpack,Arcane Formula ~ Wraithguard,Arcane_Formula_~_Wraithguard_0,
records\xpack2\item\artifacts\arcaneformulae\e_la_singasteinn_formula.dbr,x2tagArtifactDescription006,True,True,False,"@level05$: @act06$, @level06$: @act01$",Formula,ItemArtifactFormula,xpack2,e_la_singasteinn_formula_Formula_xpack2,Arcane Formula ~ Singasteinn,Arcane_Formula_~_Singasteinn_0,
records\xpack2\item\artifacts\arcaneformulae\n_la_carnyx_formula.dbr,x2tagArtifactDescription009,True,True,False,"@level04$: @act06$, @level05$: @act01$",Formula,ItemArtifactFormula,xpack2,n_la_carnyx_formula_Formula_xpack2,Arcane Formula ~ Carnyx,Arcane_Formula_~_Carnyx_0,
records\xpack2\item\artifacts\arcaneformulae\n_la_goldenbelt_formula.dbr,x2tagArtifactDescription007,True,True,False,"@level04$: @act06$, @level05$: @act01$",Formula,ItemArtifactFormula,xpack2,n_la_goldenbelt_formula_Formula_xpack2,Arcane Formula ~ Golden Belt,Arcane_Formula_~_Golden_Belt_0,
records\xpack2\item\artifacts\arcaneformulae\n_la_seidrbones_formula.dbr,x2tagArtifactDescription008,True,True,False,"@level04$: @act06$, @level05$: @act01$",Formula,ItemArtifactFormula,xpack2,n_la_seidrbones_formula_Formula_xpack2,Arcane Formula ~ Seidr Bones,Arcane_Formula_~_Seidr_Bones_0,
records\xpack\item\artifacts\arcaneformulae\l_ga_arcanemirror_formula.dbr,xtagArtifactDescription058,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_ga_arcanemirror_formula_Formula_xpack,Arcane Formula ~ Arcane Mirror,Arcane_Formula_~_Arcane_Mirror_0,
records\xpack\item\artifacts\arcaneformulae\e_ga_laceofcelerity_formula.dbr,xtagArtifactDescription048,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_ga_laceofcelerity_formula_Formula_xpack,Arcane Formula ~ Blood Gem,Arcane_Formula_~_Blood_Gem_0,
records\xpack\item\artifacts\arcaneformulae\n_ga_bookofdreams_formula.dbr,xtagArtifactDescription037,True,False,False,@level04$: @act03$,Formula,ItemArtifactFormula,xpack,n_ga_bookofdreams_formula_Formula_xpack,Arcane Formula ~ Book of Dreams,Arcane_Formula_~_Book_of_Dreams_0,
records\xpack\item\artifacts\arcaneformulae\l_ga_conquerorsmark_formula.dbr,xtagArtifactDescription053,True,False,False,@level06$: @act01$,Formula,ItemArtifactFormula,xpack,l_ga_conquerorsmark_formula_Formula_xpack,Arcane Formula ~ Conqueror's Mark,Arcane_Formula_~_Conquerors_Mark_0,
records\xpack\item\artifacts\arcaneformulae\e_ga_crimsonviper_formula.dbr,xtagArtifactDescription050,True,False,False,@level05$: @act03$,Formula,ItemArtifactFormula,xpack,e_ga_crimsonviper_formula_Formula_xpack,Arcane Formula ~ Crimson Viper,Arcane_Formula_~_Crimson_Viper_0,
records\xpack\item\artifacts\arcaneformulae\e_ga_dragontongue_formula.dbr,xtagArtifactDescription043,True,False,False,@level05$: @act01$,Formula,ItemArtifactFormula,xpack,e_ga_dragontongue_formula_Formula_xpack,Arcane Formula ~ Dragontongue,Arcane_Formula_~_Dragontongue_0,
records\xpack\item\artifacts\arcaneformulae\n_ga_druidicwreath_formula.dbr,xtagArtifactDescription039,True,False,False,@level04$: @act03$,Formula,ItemArtifactFormula,xpack,n_ga_druidicwreath_formula_Formula_xpack,Arcane Formula ~ Druidic Wreath,Arcane_Formula_~_Druidic_Wreath_0,
records\xpack\item\artifacts\arcaneformulae\e_ga_effigyofskyfire_formula.dbr,xtagArtifactDescription046,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_ga_effigyofskyfire_formula_Formula_xpack,Arcane Formula ~ Effigy of Skyfire,Arcane_Formula_~_Effigy_of_Skyfire_0,
records\xpack\item\artifacts\arcaneformulae\l_ga_elementalrage_formula.dbr,xtagArtifactDescription056,True,False,False,@level06$: @act02$,Formula,ItemArtifactFormula,xpack,l_ga_elementalrage_formula_Formula_xpack,Arcane Formula ~ Elemental Rage,Arcane_Formula_~_Elemental_Rage_0,
records\xpack\item\artifacts\arcaneformulae\n_ga_eyeoftheheavens_formula.dbr,xtagArtifactDescription042,True,False,False,@level04$: @act04$,Formula,ItemArtifactFormula,xpack,n_ga_eyeoftheheavens_formula_Formula_xpack,Arcane Formula ~ Eye of the Heavens,Arcane_Formula_~_Eye_of_the_Heavens_0,
records\xpack\item\artifacts\arcaneformulae\e_ga_finalbreath_formula.dbr,xtagArtifactDescription049,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_ga_finalbreath_formula_Formula_xpack,Arcane Formula ~ Final Breath,Arcane_Formula_~_Final_Breath_0,
records\xpack\item\artifacts\arcaneformulae\n_ga_furyoftheages_formula.dbr,xtagArtifactDescription041,True,False,False,@level04$: @act04$,Formula,ItemArtifactFormula,xpack,n_ga_furyoftheages_formula_Formula_xpack,Arcane Formula ~ Fury of the Ages,Arcane_Formula_~_Fury_of_the_Ages_0,
records\xpack\item\artifacts\arcaneformulae\l_ga_doxakalo_formula.dbr,xtagArtifactDescription055,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_ga_doxakalo_formula_Formula_xpack,Arcane Formula ~ Glorybringer,Arcane_Formula_~_Glorybringer_0,
records\xpack\item\artifacts\arcaneformulae\e_ga_handofgaea_formula.dbr,xtagArtifactDescription051,True,False,False,@level05$: @act04$,Formula,ItemArtifactFormula,xpack,e_ga_handofgaea_formula_Formula_xpack,Arcane Formula ~ Hand of Gaia,Arcane_Formula_~_Hand_of_Gaia_0,
records\xpack\item\artifacts\arcaneformulae\e_ga_heartofearth_formula.dbr,xtagArtifactDescription052,True,False,False,@level05$: @act04$,Formula,ItemArtifactFormula,xpack,e_ga_heartofearth_formula_Formula_xpack,Arcane Formula ~ Heart of Earth,Arcane_Formula_~_Heart_of_Earth_0,
records\xpack\item\artifacts\arcaneformulae\e_ga_sandsofkronos_formula.dbr,xtagArtifactDescription044,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_ga_sandsofkronos_formula_Formula_xpack,Arcane Formula ~ Kingslayer,Arcane_Formula_~_Kingslayer_0,
records\xpack\item\artifacts\arcaneformulae\e_ga_lionheart_formula.dbr,xtagArtifactDescription045,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_ga_lionheart_formula_Formula_xpack,Arcane Formula ~ Lionheart,Arcane_Formula_~_Lionheart_0,
records\xpack\item\artifacts\arcaneformulae\n_ga_shadowveil_formula.dbr,xtagArtifactDescription040,True,False,False,@level04$: @act03$,Formula,ItemArtifactFormula,xpack,n_ga_shadowveil_formula_Formula_xpack,Arcane Formula ~ Shadow Veil,Arcane_Formula_~_Shadow_Veil_0,
records\xpack\item\artifacts\arcaneformulae\n_ga_soulprism_formula.dbr,xtagArtifactDescription038,True,False,False,@level04$: @act03$,Formula,ItemArtifactFormula,xpack,n_ga_soulprism_formula_Formula_xpack,Arcane Formula ~ Soul Prism,Arcane_Formula_~_Soul_Prism_0,
records\xpack\item\artifacts\arcaneformulae\e_ga_sphereofeternity_formula.dbr,xtagArtifactDescription047,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_ga_sphereofeternity_formula_Formula_xpack,Arcane Formula ~ Sphere of Eternity,Arcane_Formula_~_Sphere_of_Eternity_0,
records\xpack\item\artifacts\arcaneformulae\l_ga_totemofthepolymath_formula.dbr,xtagArtifactDescription057,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_ga_totemofthepolymath_formula_Formula_xpack,Arcane Formula ~ Symbol of the Polymath,Arcane_Formula_~_Symbol_of_the_Polymath_0,
records\xpack\item\artifacts\arcaneformulae\l_ga_tyrantsfist_formula.dbr,xtagArtifactDescription054,True,False,False,@level06$: @act04$,Formula,ItemArtifactFormula,xpack,l_ga_tyrantsfist_formula_Formula_xpack,Arcane Formula ~ Tyrant's Fist,Arcane_Formula_~_Tyrants_Fist_0,
records\xpack2\item\artifacts\arcaneformulae\e_ga_gjallarhorn_formula.dbr,x2tagArtifactDescription004,True,True,False,"@level05$: @act06$, @level06$: @act01$",Formula,ItemArtifactFormula,xpack2,e_ga_gjallarhorn_formula_Formula_xpack2,Arcane Formula ~ Gjallarhorn,Arcane_Formula_~_Gjallarhorn_0,
records\xpack2\item\artifacts\arcaneformulae\l_ga_gambanteinn_formula.dbr,x2tagArtifactDescription003,True,True,False,@level06$: @act06$,Formula,ItemArtifactFormula,xpack2,l_ga_gambanteinn_formula_Formula_xpack2,Arcane Formula ~ Gambanteinn,Arcane_Formula_~_Gambanteinn_0,
records\xpack2\item\artifacts\arcaneformulae\n_ga_dvalinsimulacrum_formula.dbr,x2tagArtifactDescription005,True,True,False,"@level04$: @act06$, @level05$: @act01$",Formula,ItemArtifactFormula,xpack2,n_ga_dvalinsimulacrum_formula_Formula_xpack2,Arcane Formula ~ Dvalinn's Simulacrum,Arcane_Formula_~_Dvalinns_Simulacrum_0,
records\xpack\item\artifacts\arcaneformulae\e_da_bloodofares_formula.dbr,xtagArtifactDescription063,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_da_bloodofares_formula_Formula_xpack,Arcane Formula ~ Blood of Ares,Arcane_Formula_~_Blood_of_Ares_0,
records\xpack\item\artifacts\arcaneformulae\e_da_crescentmoonofartemis_formula.dbr,xtagArtifactDescription059,True,False,False,@level05$: @act02$,Formula,ItemArtifactFormula,xpack,e_da_crescentmoonofartemis_formula_Formula_xpack,Arcane Formula ~ Crescent Moon of Artemis,Arcane_Formula_~_Crescent_Moon_of_Artemis_0,
