id,dbr,isit,find
xtagArtifactDescription013,xpack\item\artifacts\n_la_cinderbolt.dbr,true,see corresponding formula
xtagArtifactDescription019,xpack\item\artifacts\n_la_crystaltear.dbr,true,see corresponding formula
xtagArtifactDescription022,xpack\item\artifacts\e_la_darkcore.dbr,true,see corresponding formula
xtagArtifactDescription002,xpack\item\artifacts\n_la_deathrattle.dbr,true,see corresponding formula
xtagArtifactDescription025,xpack\item\artifacts\e_la_earthentalisman.dbr,true,see corresponding formula
xtagArtifactDescription030,xpack\item\artifacts\e_la_ebonyglobe.dbr,true,see corresponding formula
xtagArtifactDescription033,xpack\item\artifacts\l_la_effigyofthepanther.dbr,true,see corresponding formula
xtagArtifactDescription020,xpack\item\artifacts\e_la_emeraldquill.dbr,true,see corresponding formula
xtagArtifactDescription036,xpack\item\artifacts\l_la_etherealveil.dbr,true,see corresponding formula
xtagArtifactDescription021,xpack\item\artifacts\e_la_jadetotem.dbr,true,see corresponding formula
xtagArtifactDescription012,xpack\item\artifacts\n_la_leafsong.dbr,true,see corresponding formula
xtagArtifactDescription035,xpack\item\artifacts\l_la_maidenskiss.dbr,true,see corresponding formula
xtagArtifactDescription003,xpack\item\artifacts\n_la_moltenorb.dbr,true,see corresponding formula
xtagArtifactDescription027,xpack\item\artifacts\e_la_nexusofinsanity.dbr,true,see corresponding formula
xtagArtifactDescription008,xpack\item\artifacts\n_la_palemoon.dbr,true,see corresponding formula
xtagArtifactDescription023,xpack\item\artifacts\e_la_phylacteryofshadows.dbr,true,see corresponding formula
xtagArtifactDescription026,xpack\item\artifacts\e_la_ravensshadow.dbr,true,see corresponding formula
xtagArtifactDescription015,xpack\item\artifacts\n_la_razorclaw.dbr,true,see corresponding formula
xtagArtifactDescription001,xpack\item\artifacts\n_la_scrollofoneiros.dbr,true,see corresponding formula
xtagArtifactDescription007,xpack\item\artifacts\n_la_shroudofeternalnight.dbr,true,see corresponding formula
xtagArtifactDescription034,xpack\item\artifacts\l_la_silverheart.dbr,true,see corresponding formula
xtagArtifactDescription009,xpack\item\artifacts\n_la_skyfirependant.dbr,true,see corresponding formula
xtagArtifactDescription016,xpack\item\artifacts\n_la_songoftheserpent.dbr,true,see corresponding formula
xtagArtifactDescription014,xpack\item\artifacts\n_la_soulshiver.dbr,true,see corresponding formula
xtagArtifactDescription024,xpack\item\artifacts\e_la_spiritblight.dbr,true,see corresponding formula
xtagArtifactDescription006,xpack\item\artifacts\n_la_starheart.dbr,true,see corresponding formula
xtagArtifactDescription028,xpack\item\artifacts\e_la_summonerstotem.dbr,true,see corresponding formula
xtagArtifactDescription017,xpack\item\artifacts\n_la_sunstone.dbr,true,see corresponding formula
xtagArtifactDescription032,xpack\item\artifacts\l_la_thunderfist.dbr,true,see corresponding formula
xtagArtifactDescription029,xpack\item\artifacts\e_la_tomeoftransfiguration.dbr,true,see corresponding formula
xtagArtifactDescription031,xpack\item\artifacts\l_la_tongueofflame.dbr,true,see corresponding formula
xtagArtifactDescription010,xpack\item\artifacts\n_la_touchofthefool.dbr,true,see corresponding formula
xtagArtifactDescription004,xpack\item\artifacts\n_la_wraithguard.dbr,true,see corresponding formula
xtagArtifactDescription058,xpack\item\artifacts\l_ga_arcanemirror.dbr,true,see corresponding formula
xtagArtifactDescription048,xpack\item\artifacts\e_ga_laceofcelerity.dbr,true,see corresponding formula
xtagArtifactDescription037,xpack\item\artifacts\n_ga_bookofdreams.dbr,true,see corresponding formula
xtagArtifactDescription053,xpack\item\artifacts\l_ga_conquerorsmark.dbr,true,see corresponding formula
xtagArtifactDescription050,xpack\item\artifacts\e_ga_crimsonviper.dbr,true,see corresponding formula
xtagArtifactDescription043,xpack\item\artifacts\e_ga_dragontongue.dbr,true,see corresponding formula
xtagArtifactDescription039,xpack\item\artifacts\n_ga_druidicwreath.dbr,true,see corresponding formula
xtagArtifactDescription046,xpack\item\artifacts\e_ga_effigyofskyfire.dbr,true,see corresponding formula
xtagArtifactDescription056,xpack\item\artifacts\l_ga_elementalrage.dbr,true,see corresponding formula
xtagArtifactDescription042,xpack\item\artifacts\n_ga_eyeoftheheavens.dbr,true,see corresponding formula
xtagArtifactDescription049,xpack\item\artifacts\e_ga_finalbreath.dbr,true,see corresponding formula
xtagArtifactDescription041,xpack\item\artifacts\n_ga_furyoftheages.dbr,true,see corresponding formula
xtagArtifactDescription055,xpack\item\artifacts\l_ga_doxakalo.dbr,true,see corresponding formula
xtagArtifactDescription051,xpack\item\artifacts\e_ga_handofgaea.dbr,true,see corresponding formula
xtagArtifactDescription052,xpack\item\artifacts\e_ga_heartofearth.dbr,true,see corresponding formula
xtagArtifactDescription044,xpack\item\artifacts\e_ga_sandofkronos.dbr,true,see corresponding formula
xtagArtifactDescription045,xpack\item\artifacts\e_ga_lionheart.dbr,true,see corresponding formula
xtagArtifactDescription040,xpack\item\artifacts\n_ga_shadowveil.dbr,true,see corresponding formula
xtagArtifactDescription038,xpack\item\artifacts\n_ga_soulprism.dbr,true,see corresponding formula
xtagArtifactDescription047,xpack\item\artifacts\e_ga_sphereofeternity.dbr,true,see corresponding formula
xtagArtifactDescription057,xpack\item\artifacts\l_ga_totemofthepolymath.dbr,true,see corresponding formula
xtagArtifactDescription054,xpack\item\artifacts\l_ga_tyrantsfist.dbr,true,see corresponding formula
xtagArtifactDescription063,xpack\item\artifacts\e_da_bloodofares.dbr,true,see corresponding formula
xtagArtifactDescription059,xpack\item\artifacts\e_da_crescentmoonofartemis.dbr,true,see corresponding formula
xtagArtifactDescription064,xpack\item\artifacts\e_da_crosierofosiris.dbr,true,see corresponding formula
xtagArtifactDescription061,xpack\item\artifacts\e_da_demetersbounty.dbr,true,see corresponding formula
xtagArtifactDescription071,xpack\item\artifacts\l_da_eyeofra.dbr,true,see corresponding formula
xtagArtifactDescription066,xpack\item\artifacts\l_da_goldeneyeofsunwukong.dbr,true,see corresponding formula
xtagArtifactDescription073,xpack\item\artifacts\l_da_ikonofzeus.dbr,true,see corresponding formula
xtagArtifactDescription065,xpack\item\artifacts\e_da_knotofisis.dbr,true,see corresponding formula
xtagArtifactDescription074,xpack\item\artifacts\l_da_lyreofapollo.dbr,true,see corresponding formula
xtagArtifactDescription070,xpack\item\artifacts\l_da_mardukstabletofdestiny.dbr,true,see corresponding formula
xtagArtifactDescription062,xpack\item\artifacts\e_da_mightofhephaestus.dbr,true,see corresponding formula
xtagArtifactDescription068,xpack\item\artifacts\l_da_morpheusdreamweb.dbr,true,see corresponding formula
xtagArtifactDescription060,xpack\item\artifacts\e_da_poseidonsnet.dbr,true,see corresponding formula
xtagArtifactDescription069,xpack\item\artifacts\l_da_totemofbast.dbr,true,see corresponding formula
xtagArtifactDescription075,xpack\item\artifacts\l_da_starofishtar.dbr,true,see corresponding formula
xtagArtifactDescription067,xpack\item\artifacts\l_da_talismanofthejadeemperor.dbr,true,see corresponding formula
xtagArtifactDescription072,xpack\item\artifacts\l_da_thothsglory.dbr,true,see corresponding formula
xtagParchmentTitle04,xpack\item\parchments\parchment04.dbr,true,"Machae heroes (non-quest), @act04$"
xtagParchmentTitle13,xpack\item\parchments\parchment13.dbr,true,"Maenad heroes, @act01$"
xtagParchmentTitle05,xpack\item\parchments\parchment05.dbr,true,"Keres heroes, @act04$"
xtagParchmentTitle03,xpack\item\parchments\parchment03.dbr,true,"Troglodyte heroes other than Orok, @act04$"
xtagParchmentTitle02,xpack\item\parchments\parchment02.dbr,true,"Formicid heroes, @act04$"
xtagParchmentTitle08,xpack\item\parchments\parchment08.dbr,true,"Lamia heroes, @act04$"
xtagParchmentTitle01,xpack\item\parchments\parchment01.dbr,true,"Beastman Archer #783, Satyr Hero, Satyrcamps, @act01$"
xtagParchmentTitle11,xpack\item\parchments\parchment11.dbr,true,"Skeleton heroes, @act04$"
xtagParchmentTitle07,xpack\item\parchments\parchment07.dbr,true,"Ascacophus heroes, @act04$"
xtagParchmentTitle16,xpack\item\parchments\parchment16.dbr,true,"Hanif the cruel, mummy hero, @act02$"
xtagParchmentTitle17,xpack\item\parchments\parchment17.dbr,true,"Minkah, melee nightstalker hero, @act04$"
xtagParchmentTitle12,xpack\item\parchments\parchment12.dbr,true,"Karkinos heroes other than Pubos, @act04$"
xtagParchmentTitle14,xpack\item\parchments\parchment14.dbr,true,"Melinoe heroes (non-quest), @act04$"
xtagParchmentTitle15,xpack\item\parchments\parchment15.dbr,true,"Yeti champion, ice caverns and Silkroad, @act03$"
xtagParchmentTitle06,xpack\item\parchments\parchment06.dbr,true,"Anouran heroes, @act04$"
xtagParchmentTitle09,xpack\item\parchments\parchment09.dbr,true,"Lostsoul heroes (non-quest), @act04$"
tagUArmor062,item\equipmentarmband\usm_e_adept'sregalia.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor394,item\equipmentarmor\usm_e_adept'sregalia.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor182,item\equipmentgreaves\usm_e_adept'sregalia.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor246,item\equipmenthelm\usm_e_adept'sregalia.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor123,item\equipmentarmband\us_e_armoroftheimmortalguard.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor378,item\equipmentarmor\us_e_armoroftheimmortalguard.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor165,item\equipmentgreaves\us_e_armoroftheimmortalguard.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor230,item\equipmenthelm\us_e_armoroftheimmortalguard.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUWeapon237,item\equipmentweapon\spear\us_e_armoroftheimmortalguard.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor110,item\equipmentarmband\us_e_armoroftroy.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor365,item\equipmentarmor\us_e_armoroftroy.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor153,item\equipmentgreaves\us_e_armoroftroy.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor218,item\equipmenthelm\us_e_armoroftroy.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor111,item\equipmentarmband\us_e_aspectofthewild.dbr,false,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$"
tagUArmor366,item\equipmentarmor\us_e_aspectofthewild.dbr,false,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$"
tagUArmor154,item\equipmentgreaves\us_e_aspectofthewild.dbr,false,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$"
tagUArmor219,item\equipmenthelm\us_e_aspectofthewild.dbr,false,"@level05$: @act03$, @act04$, @level06$: @act03$, @act04$"
tagUArmor385,item\equipmentarmor\us_n_babylonianraiment.dbr,false,"@level04$: @act02$, @act03$"
tagUArmor172,item\equipmentgreaves\us_n_babylonianraiment.dbr,false,"@level04$: @act02$, @act03$"
tagUArmor237,item\equipmenthelm\us_n_babylonianraiment.dbr,false,"@level04$: @act02$, @act03$"
tagUWeapon067,item\equipmentshield\us_n_babylonianraiment.dbr,false,"@level04$: @act02$, @act03$"
tagUWeapon238,item\equipmentweapon\spear\us_n_babylonianraiment.dbr,false,"@level04$: @act02$, @act03$"
tagUArmor114,item\equipmentarmband\us_e_firewalker'ssuit.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor369,item\equipmentarmor\us_e_firewalker'ssuit.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor157,item\equipmentgreaves\us_e_firewalker'ssuit.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor222,item\equipmenthelm\us_e_firewalker'ssuit.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor404,item\equipmentarmband\us_n_gebeltjauti.dbr,false,@level04$: @act02$
tagUArmor403,item\equipmentarmor\us_n_gebeltjauti.dbr,false,@level04$: @act02$
tagUArmor405,item\equipmentgreaves\us_n_gebeltjauti.dbr,false,@level04$: @act02$
tagUArmor406,item\equipmenthelm\us_n_gebeltjauti.dbr,false,@level04$: @act02$
tagUArmor063,item\equipmentarmband\usm_e_habilimentsofthedruid.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor395,item\equipmentarmor\usm_e_habilimentsofthedruid.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor247,item\equipmenthelm\usm_e_habilimentsofthedruid.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUWeapon280,item\equipmentweapon\staff\us_e_habilimentsofthedruid.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor115,item\equipmentarmband\us_e_hunter'sarmor.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor370,item\equipmentarmor\us_e_hunter'sarmor.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor158,item\equipmentgreaves\us_e_hunter'sarmor.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor223,item\equipmenthelm\us_e_hunter'sarmor.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor131,item\equipmentarmband\us_n_imperialraiment.dbr,false,@level04$: @act03$
tagUArmor386,item\equipmentarmor\us_n_imperialraiment.dbr,false,@level04$: @act03$
tagUArmor173,item\equipmentgreaves\us_n_imperialraiment.dbr,false,@level04$: @act03$
tagUArmor238,item\equipmenthelm\us_n_imperialraiment.dbr,false,@level04$: @act03$
tagUWeapon323,item\equipmentweapon\sword\us_n_imperialraiment01.dbr,false,@level04$: @act03$
tagUWeapon324,item\equipmentweapon\sword\us_n_imperialraiment02.dbr,false,@level04$: @act03$
tagUArmor130,item\equipmentarmband\us_n_labyrinthinearmor.dbr,false,@level04$: @act01$
tagUArmor387,item\equipmentarmor\us_n_labyrinthinearmor.dbr,false,@level04$: @act01$
tagUArmor174,item\equipmentgreaves\us_n_labyrinthinearmor.dbr,false,@level04$: @act01$
tagUArmor239,item\equipmenthelm\us_n_labyrinthinearmor.dbr,false,@level04$: @act01$
tagUWeapon068,item\equipmentshield\us_n_labyrinthinearmor.dbr,false,@level04$: @act01$
tagUArmor132,item\equipmentarmband\us_n_lazarusarmor.dbr,false,"@level04$: @act03$, @act04$"
tagUArmor388,item\equipmentarmor\us_n_lazarusarmor.dbr,false,"@level04$: @act03$, @act04$"
tagUArmor175,item\equipmentgreaves\us_n_lazarusarmor.dbr,false,"@level04$: @act03$, @act04$"
tagUArmor240,item\equipmenthelm\us_n_lazarusarmor.dbr,false,"@level04$: @act03$, @act04$"
tagUArmor133,item\equipmentarmband\us_e_legendoffuxi.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor389,item\equipmentarmor\us_e_legendoffuxi.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor176,item\equipmentgreaves\us_e_legendoffuxi.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor241,item\equipmenthelm\us_e_legendoffuxi.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUWeapon325,item\equipmentweapon\sword\us_e_legendoffuxi.dbr,false,"@level05$: @act03$, @level06$: @act03$"
tagUArmor371,item\equipmentarmor\us_e_memnon'sraiment.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor224,item\equipmenthelm\us_e_memnon'sraiment.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor034,item\equipmentring\us_e_memnon'sraiment.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUWeapon320,item\equipmentweapon\sword\us_e_memnon'sraiment.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor068,item\equipmentarmband\usm_n_necromancer'shabiliment.dbr,false,@level04$: @act01$
tagUArmor401,item\equipmentarmor\usm_n_necromancer'shabiliment.dbr,false,@level04$: @act01$
tagUArmor177,item\equipmentgreaves\usm_n_necromancer'shabiliment.dbr,false,@level04$: @act01$
tagUArmor253,item\equipmenthelm\usm_n_necromancer'shabiliment.dbr,false,@level04$: @act01$
tagUWeapon282,item\equipmentweapon\staff\us_n_necromancer'shabiliment.dbr,false,@level04$: @act01$
tagUArmor134,item\equipmentarmband\us_n_obsidianarmor.dbr,false,"@level04$: @act01$, @act02$"
tagUArmor390,item\equipmentarmor\us_n_obsidianarmor.dbr,false,"@level04$: @act01$, @act02$"
tagUArmor178,item\equipmentgreaves\us_n_obsidianarmor.dbr,false,"@level04$: @act01$, @act02$"
tagUArmor242,item\equipmenthelm\us_n_obsidianarmor.dbr,false,"@level04$: @act01$, @act02$"
tagUWeapon110,item\equipmentweapon\axe\us_n_obsidianarmor.dbr,false,"@level04$: @act01$, @act02$"
tagUArmor069,item\equipmentarmband\usm_n_oracle'sgarments.dbr,false,@level04$: @act01$
tagUArmor402,item\equipmentarmor\usm_n_oracle'sgarments.dbr,false,@level04$: @act01$
tagUArmor185,item\equipmentgreaves\usm_n_oracle'sgarments.dbr,false,@level04$: @act01$
tagUArmor254,item\equipmenthelm\usm_n_oracle'sgarments.dbr,false,@level04$: @act01$
tagUArmor135,item\equipmentarmband\us_n_prideofthejadepalace.dbr,false,@level04$: @act03$
tagUArmor391,item\equipmentarmor\us_n_prideofthejadepalace.dbr,false,@level04$: @act03$
tagUArmor179,item\equipmentgreaves\us_n_prideofthejadepalace.dbr,false,@level04$: @act03$
tagUArmor243,item\equipmenthelm\us_n_prideofthejadepalace.dbr,false,@level04$: @act03$
tagUWeapon153,item\equipmentweapon\bow\us_n_prideofthejadepalace.dbr,false,@level04$: @act03$
tagUArmor064,item\equipmentarmband\usm_e_pyromancer'sguard.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor396,item\equipmentarmor\usm_e_pyromancer'sguard.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor248,item\equipmenthelm\usm_e_pyromancer'sguard.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor065,item\equipmentarmband\usm_e_raimentofthestorm.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor397,item\equipmentarmor\usm_e_raimentofthestorm.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor249,item\equipmenthelm\usm_e_raimentofthestorm.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUWeapon281,item\equipmentweapon\staff\us_e_raimentofthestorm.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor136,item\equipmentarmband\us_n_ramses'royalarmor.dbr,false,@level04$: @act02$
tagUArmor392,item\equipmentarmor\us_n_ramses'royalarmor.dbr,false,@level04$: @act02$
tagUArmor180,item\equipmentgreaves\us_n_ramses'royalarmor.dbr,false,@level04$: @act02$
tagUArmor244,item\equipmenthelm\us_n_ramses'royalarmor.dbr,false,@level04$: @act02$
tagUWeapon195,item\equipmentweapon\club\us_n_ramses'royalarmor.dbr,false,@level04$: @act02$
tagUArmor116,item\equipmentarmband\us_e_rogue'scover.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor372,item\equipmentarmor\us_e_rogue'scover.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor159,item\equipmentgreaves\us_e_rogue'scover.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor225,item\equipmenthelm\us_e_rogue'scover.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor070,item\equipmentarmband\usm_n_ronzer'sgift.dbr,false,"@level04$: @act03$, @act04$"
tagUArmor035,item\equipmentring\us_n_ronzer'sgift.dbr,false,"@level04$: @act02$, @act03$, @act04$"
tagUArmor382,item\equipmentarmor\us_n_safeguardofthemantis.dbr,false,@level04$: @act03$
tagUArmor169,item\equipmentgreaves\us_n_safeguardofthemantis.dbr,false,@level04$: @act03$
tagUArmor234,item\equipmenthelm\us_n_safeguardofthemantis.dbr,false,@level04$: @act03$
tagUArmor117,item\equipmentarmband\us_e_shadowguard.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor373,item\equipmentarmor\us_e_shadowguard.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor160,item\equipmentgreaves\us_e_shadowguard.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor226,item\equipmenthelm\us_e_shadowguard.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUWeapon062,item\equipmentshield\us_e_shadowguard.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUWeapon109,item\equipmentweapon\axe\us_e_shadowguard.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor118,item\equipmentarmband\us_e_tempest.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor364,item\equipmentarmor\us_e_tempest.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor161,item\equipmentgreaves\us_e_tempest.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor227,item\equipmenthelm\us_e_tempest.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUWeapon192,item\equipmentweapon\club\us_e_tempest.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor374,item\equipmentarmor\us_e_theacropolis.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUWeapon063,item\equipmentshield\us_e_theacropolis.dbr,false,"@level05$: @act01$, @level06$: @act01$"
tagUArmor109,item\equipmentarmband\us_e_thesphinx.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUArmor363,item\equipmentarmor\us_e_thesphinx.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUArmor152,item\equipmentgreaves\us_e_thesphinx.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUArmor217,item\equipmenthelm\us_e_thesphinx.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUWeapon191,item\equipmentweapon\club\us_e_thesphinx.dbr,false,"@level05$: @act02$, @level06$: @act02$"
tagUArmor137,item\equipmentarmband\us_n_thebanpanoply.dbr,false,@level04$: @act01$
tagUArmor393,item\equipmentarmor\us_n_thebanpanoply.dbr,false,@level04$: @act01$
tagUArmor181,item\equipmentgreaves\us_n_thebanpanoply.dbr,false,@level04$: @act01$
tagUArmor245,item\equipmenthelm\us_n_thebanpanoply.dbr,false,@level04$: @act01$
tagUWeapon069,item\equipmentshield\us_n_thebanpanoply.dbr,false,@level04$: @act01$
tagUArmor066,item\equipmentarmband\usm_e_umbralraiment.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor398,item\equipmentarmor\usm_e_umbralraiment.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor250,item\equipmenthelm\usm_e_umbralraiment.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUWeapon193,item\equipmentweapon\club\us_e_umbralraiment.dbr,false,"@level05$: @act02$, @act03$, @level06$: @act02$, @act03$"
tagUArmor120,item\equipmentarmband\us_e_warden'scharge.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor375,item\equipmentarmor\us_e_warden'scharge.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor162,item\equipmentgreaves\us_e_warden'scharge.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor228,item\equipmenthelm\us_e_warden'scharge.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUWeapon064,item\equipmentshield\us_e_warden'scharge.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUWeapon194,item\equipmentweapon\club\us_e_warden'scharge.dbr,false,"@level05$: @act01$, @act02$, @level06$: @act01$, @act02$"
tagUArmor121,item\equipmentarmband\us_e_warrior'spanoply.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor376,item\equipmentarmor\us_e_warrior'spanoply.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor163,item\equipmentgreaves\us_e_warrior'spanoply.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
tagUArmor229,item\equipmenthelm\us_e_warrior'spanoply.dbr,false,"@level05$: @amount07$, @level06$: @amount07$"
xtagUArmor071,xpack\item\equipmentarmor\armband\us_e_001.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor123,xpack\item\equipmentarmor\helm\us_e_001.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor045,xpack\item\equipmentarmor\torso\us_e_001.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor055,xpack\item\equipmentarmor\torso\z_pirate01.dbr,true,@act05$
xtagUArmor108,xpack\item\equipmentarmor\greaves\z_pirate01.dbr,true,@act05$
xtagUArmor133,xpack\item\equipmentarmor\helm\z_pirate01.dbr,true,@act05$
xtagUArmor099,xpack\item\equipmentarmor\greaves\us_e_002.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor124,xpack\item\equipmentarmor\helm\us_e_002.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor046,xpack\item\equipmentarmor\torso\us_e_002.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor074,xpack\item\equipmentarmor\armband\usm_e_001.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor102,xpack\item\equipmentarmor\greaves\usm_e_001.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor127,xpack\item\equipmentarmor\helm\usm_e_001.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor049,xpack\item\equipmentarmor\torso\usm_e_001.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUWeapon082,xpack\item\equipmentweapons\staff\usm_e_001.dbr,true,"@level05$: @act04$, @level06$: @act04$"
xtagUArmor070,xpack\item\equipmentarmor\armband\us_n_001.dbr,true,@level04$: @act04$
xtagUArmor098,xpack\item\equipmentarmor\greaves\us_n_001.dbr,true,@level04$: @act04$
xtagUArmor122,xpack\item\equipmentarmor\helm\us_n_001.dbr,true,@level04$: @act04$
xtagUArmor044,xpack\item\equipmentarmor\torso\us_n_001.dbr,true,@level04$: @act04$
xtagUWeapon007,xpack\item\equipmentweapons\shield\us_n_001.dbr,true,@level04$: @act04$
xtagUWeapon067,xpack\item\equipmentweapons\spear\us_n_001.dbr,true,@level04$: @act04$
xtagUArmor041,xpack\item\equipmentarmor\torso\z_sleuth01.dbr,true,@act05$
xtagUArmor067,xpack\item\equipmentarmor\armband\z_sleuth01.dbr,true,@act05$
xtagUArmor095,xpack\item\equipmentarmor\greaves\z_sleuth01.dbr,true,@act05$
xtagUArmor134,xpack\item\equipmentarmor\helm\z_sleuth01.dbr,true,@act05$
xtagUWeapon054,xpack\item\equipmentweapons\club\z_sleuth01.dbr,true,@act05$
xtagUArmor053,xpack\item\equipmentarmor\torso\z_santa01.dbr,true,@act05$
xtagUArmor131,xpack\item\equipmentarmor\helm\z_santa01.dbr,true,@act05$
xtagUArmor078,xpack\item\equipmentarmor\armband\z_santa01.dbr,true,@act05$
xtagUArmor106,xpack\item\equipmentarmor\greaves\z_santa01.dbr,true,@act05$
xtagUWeapon056,xpack\item\equipmentweapons\club\z_santa01.dbr,true,@act05$
